collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-09-03T00:47:03.640058+00:00,fUSD,1788393900000,8.5e-07,87.53,5992634546.198068,5965464873.07508,828894163.3009961,"[1788393900000, null, null, 8.5e-07, 87.53, null, null, 5992634546.198068, 5965464873.07508, null, null, 828894163.3009961, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T01:47:03.323772+00:00,fUSD,1788397500000,8.5e-07,87.4,5990947862.4630995,5964098808.577288,828582005.2755144,"[1788397500000, null, null, 8.5e-07, 87.4, null, null, 5990947862.4630995, 5964098808.577288, null, null, 828582005.2755144, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T02:47:04.394483+00:00,fUSD,1788401100000,8.5e-07,87.61,5990933678.677891,5963956813.235802,831262559.0208238,"[1788401100000, null, null, 8.5e-07, 87.61, null, null, 5990933678.677891, 5963956813.235802, null, null, 831262559.0208238, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T03:47:03.876049+00:00,fUSD,1788404700000,8.5e-07,87.43,5990027621.630234,5962022208.159836,832271714.4162881,"[1788404700000, null, null, 8.5e-07, 87.43, null, null, 5990027621.630234, 5962022208.159836, null, null, 832271714.4162881, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T04:47:03.729225+00:00,fUSD,1788408300000,8.5e-07,87.01,5991521946.027271,5963488607.617931,827464069.4908116,"[1788408300000, null, null, 8.5e-07, 87.01, null, null, 5991521946.027271, 5963488607.617931, null, null, 827464069.4908116, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T05:47:03.777770+00:00,fUSD,1788411900000,8.5e-07,87.26,5993341373.978134,5963678049.397793,828665148.7261324,"[1788411900000, null, null, 8.5e-07, 87.26, null, null, 5993341373.978134, 5963678049.397793, null, null, 828665148.7261324, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T06:47:03.267718+00:00,fUSD,1788415500000,8.5e-07,87.4,5991170922.900845,5961570069.767678,828381611.5824467,"[1788415500000, null, null, 8.5e-07, 87.4, null, null, 5991170922.900845, 5961570069.767678, null, null, 828381611.5824467, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T07:47:03.193701+00:00,fUSD,1788419100000,8.5e-07,87.34,5990946105.348229,5960132164.675728,828695915.786036,"[1788419100000, null, null, 8.5e-07, 87.34, null, null, 5990946105.348229, 5960132164.675728, null, null, 828695915.786036, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T08:47:03.177285+00:00,fUSD,1788422700000,8.5e-07,87.19,5990577915.991147,5962550996.342724,831664298.0841702,"[1788422700000, null, null, 8.5e-07, 87.19, null, null, 5990577915.991147, 5962550996.342724, null, null, 831664298.0841702, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T09:47:03.148608+00:00,fUSD,1788426300000,8.5e-07,87.41,5989010926.523544,5960404838.966438,830850307.2988602,"[1788426300000, null, null, 8.5e-07, 87.41, null, null, 5989010926.523544, 5960404838.966438, null, null, 830850307.2988602, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T10:47:03.745861+00:00,fUSD,1788429900000,8.5e-07,87.53,5980385857.322071,5952315559.538468,840193609.9869308,"[1788429900000, null, null, 8.5e-07, 87.53, null, null, 5980385857.322071, 5952315559.538468, null, null, 840193609.9869308, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-03T11:47:03.124696+00:00,fUSD,1788433500000,8.5e-07,87.39,5996694643.321117,5943717739.191375,802292770.9449568,"[1788433500000, null, null, 8.5e-07, 87.39, null, null, 5996694643.321117, 5943717739.191375, null, null, 802292770.9449568, null, null, null, null, null, null, null, null, null, null, null, null]"
