collected_at,market,candle_key,mts,open,close,high,low,volume
2026-09-11T00:47:03.636362+00:00,fBTC,trade:1h:a30:p2:p30,1789084800000,1e-08,3e-08,3e-08,1e-08,0.18519999999999998
2026-09-11T01:47:03.380595+00:00,fBTC,trade:1h:a30:p2:p30,1789088400000,2e-08,2e-08,2e-08,2e-08,0.005
2026-09-11T02:47:04.049176+00:00,fBTC,trade:1h:a30:p2:p30,1789092000000,2e-08,3e-08,3e-08,2e-08,3.94385611
2026-09-11T03:47:03.453377+00:00,fBTC,trade:1h:a30:p2:p30,1789095600000,1e-08,2e-08,2e-08,1e-08,0.04921377
2026-09-11T04:47:03.596381+00:00,fBTC,trade:1h:a30:p2:p30,1789099200000,2e-08,1e-08,2e-08,1e-08,0.18996797999999998
2026-09-11T05:47:04.540298+00:00,fBTC,trade:1h:a30:p2:p30,1789102800000,2e-08,1e-08,2e-08,1e-08,0.050056039999999996
2026-09-11T06:47:04.943288+00:00,fBTC,trade:1h:a30:p2:p30,1789106400000,2e-08,2e-08,3e-08,1e-08,11.76877958
2026-09-11T07:47:03.837706+00:00,fBTC,trade:1h:a30:p2:p30,1789110000000,2e-08,3e-08,3e-08,1e-08,8.11213373
2026-09-11T08:47:04.973020+00:00,fBTC,trade:1h:a30:p2:p30,1789113600000,3e-08,3e-08,3e-08,1e-08,0.98264759
2026-09-11T09:47:03.655485+00:00,fBTC,trade:1h:a30:p2:p30,1789117200000,3e-08,1e-08,3e-08,1e-08,0.21348815
2026-09-11T10:47:03.069973+00:00,fBTC,trade:1h:a30:p2:p30,1789120800000,2e-08,2e-08,2e-08,2e-08,0.0098
2026-09-11T11:47:02.960240+00:00,fBTC,trade:1h:a30:p2:p30,1789124400000,2e-08,3e-08,3e-08,2e-08,3.99399477
2026-09-11T12:47:03.326512+00:00,fBTC,trade:1h:a30:p2:p30,1789128000000,1e-08,3e-08,3e-08,1e-08,76.31971218
2026-09-11T13:47:02.967724+00:00,fBTC,trade:1h:a30:p2:p30,1789131600000,1e-08,2e-08,2e-08,1e-08,1.62458623
2026-09-11T14:47:03.087223+00:00,fBTC,trade:1h:a30:p2:p30,1789135200000,1e-08,1e-08,2e-08,1e-08,10.32113437
2026-09-11T15:47:02.877742+00:00,fBTC,trade:1h:a30:p2:p30,1789138800000,1e-08,1e-08,2e-08,1e-08,0.42448722
2026-09-11T16:47:02.558222+00:00,fBTC,trade:1h:a30:p2:p30,1789142400000,1e-08,2e-08,2e-08,1e-08,2.06274414
2026-09-11T17:47:03.375649+00:00,fBTC,trade:1h:a30:p2:p30,1789146000000,1e-08,1e-08,1e-08,1e-08,0.07395488
2026-09-11T18:47:03.854023+00:00,fBTC,trade:1h:a30:p2:p30,1789149600000,1e-08,1e-08,2e-08,1e-08,1.6487612200000001
2026-09-11T19:47:03.074005+00:00,fBTC,trade:1h:a30:p2:p30,1789153200000,1e-08,2e-08,3e-08,1e-08,2.2903323799999997
2026-09-11T20:47:03.409353+00:00,fBTC,trade:1h:a30:p2:p30,1789156800000,2e-08,3e-08,3e-08,2e-08,3.5048511700000002
2026-09-11T21:47:02.836472+00:00,fBTC,trade:1h:a30:p2:p30,1789160400000,2e-08,1e-08,3e-08,1e-08,0.0515
2026-09-11T22:47:02.733115+00:00,fBTC,trade:1h:a30:p2:p30,1789164000000,1e-08,2e-08,3e-08,1e-08,2.0246569599999997
2026-09-11T23:47:02.965904+00:00,fBTC,trade:1h:a30:p2:p30,1789167600000,2e-08,2e-08,2e-08,2e-08,0.24620658
