collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-08-26T00:47:03.691572+00:00,tETHUSD,2440.4,2440.9,-59.9,-0.02395713,2440.4,18036.29500858,2532.5,2415.1,1457539475000
2026-08-26T01:47:03.960721+00:00,tETHUSD,2455.4,2456,-43.8,-0.01752421,2455.6,17865.56226839,2532.5,2415.1,1457539475000
2026-08-26T02:47:03.374927+00:00,tETHUSD,2468.5,2469,-46,-0.01829462,2468.4,15043.33428592,2515.1,2415.1,1457539475000
2026-08-26T03:47:03.997189+00:00,tETHUSD,2464.1,2464.6,-39.8,-0.01589584,2464,12474.55140092,2515.1,2415.1,1457539475000
2026-08-26T04:47:03.510925+00:00,tETHUSD,2461.1,2461.6,-40.4,-0.01614773,2461.5,11974.65146182,2515.1,2415.1,1457539475000
2026-08-26T05:47:03.715160+00:00,tETHUSD,2463.6,2463.9,-46.6,-0.01856278,2463.8,9954.20963151,2515.1,2415.1,1457539475000
2026-08-26T06:47:03.688107+00:00,tETHUSD,2461.3,2461.4,-51.2,-0.0203773,2461.4,7896.62634326,2512.6,2415.1,1457539475000
2026-08-26T07:47:03.758597+00:00,tETHUSD,2464.6,2464.9,-21.5,-0.00864739,2464.8,6085.78073664,2497.3,2415.1,1457539475000
2026-08-26T08:47:04.049633+00:00,tETHUSD,2461.8,2462.1,-27.3,-0.01096738,2461.9,5738.68514468,2491.9,2415.1,1457539475000
2026-08-26T09:47:04.166377+00:00,tETHUSD,2446,2446.3,-34.4,-0.01386817,2446.1,5503.14083748,2486.5,2415.1,1457539475000
2026-08-26T10:47:04.860883+00:00,tETHUSD,2463.7,2464.1,-20,-0.00805153,2464,5656.05959274,2486.5,2415.1,1457539475000
2026-08-26T11:47:04.047269+00:00,tETHUSD,2460.3,2460.9,-20.5,-0.00826213,2460.7,5759.05546597,2486.5,2415.1,1457539475000
2026-08-26T12:47:04.135153+00:00,tETHUSD,2453.9,2454.5,-23.3,-0.00940616,2453.8,5616.35052101,2486.5,2415.1,1457539475000
2026-08-26T13:47:03.844671+00:00,tETHUSD,2454.9,2455.5,-18.4,-0.00743915,2455,5549.16541001,2486.5,2415.1,1457539475000
2026-08-26T14:47:04.126850+00:00,tETHUSD,2442.9,2443.2,-35.3,-0.01423846,2443.9,5552.83072128,2486.5,2415.1,1457539475000
2026-08-26T15:47:03.884135+00:00,tETHUSD,2449.2,2449.6,-36.9,-0.01484014,2449.6,5943.46399152,2486.5,2415.1,1457539475000
2026-08-26T16:47:03.907817+00:00,tETHUSD,2441.6,2442.2,-30.3,-0.01225579,2442,5949.77155236,2475.3,2415.1,1457539475000
2026-08-26T17:47:03.456465+00:00,tETHUSD,2457.2,2458.2,-16.9,-0.00682856,2458,5924.06138362,2475.3,2415.1,1457539475000
2026-08-26T18:47:03.619704+00:00,tETHUSD,2467.2,2467.7,-2.8,-0.00113374,2466.9,6196.25569908,2475.2,2415.1,1457539475000
2026-08-26T19:47:04.166315+00:00,tETHUSD,2472.1,2472.6,8,0.00324636,2472.3,6351.96413715,2482.9,2415.1,1457539475000
2026-08-26T20:47:04.815476+00:00,tETHUSD,2469.3,2469.6,29.3,0.01200721,2469.5,6276.16228686,2482.9,2415.1,1457539475000
2026-08-26T21:47:04.292100+00:00,tETHUSD,2494,2494.3,42.1,0.01717036,2494,6235.14160015,2504.9,2431.8,1457539475000
2026-08-26T22:47:03.929099+00:00,tETHUSD,2496.1,2496.6,39.5,0.01607782,2496.3,6621.06672998,2515.3,2431.8,1457539475000
2026-08-26T23:47:04.408312+00:00,tETHUSD,2509.9,2510.3,64.7,0.02645784,2510.1,6714.86615309,2515.3,2431.8,1457539475000
