collected_at,market,frr,bid,bid_period,bid_size,ask,ask_period,ask_size,daily_change,daily_change_perc,last_price,volume,high,low,first_trade,frr_amount_available
2026-09-07T00:47:03.374739+00:00,fETH,5.720547945205479e-05,5.7e-06,2,544.15329456,1e-05,2,2594.32335944,1.98e-05,0.198,2e-05,1660.64503786,5.718e-05,2e-07,1469734162000,4269.76375875
2026-09-07T01:47:03.947532+00:00,fETH,5.72e-05,5.7e-06,2,542.73888133,1.2e-05,2,2685.86548224,0,0,2e-07,1668.44946117,5.718e-05,2e-07,1469734162000,4281.48842039
2026-09-07T02:47:03.750284+00:00,fETH,5.7216438356164385e-05,5.7e-06,2,541.12258038,1.2e-05,2,740.24934375,0,0,2e-07,1654.94073966,5.718e-05,2e-07,1469734162000,4281.48842039
2026-09-07T03:47:03.590255+00:00,fETH,5.72e-05,5.7e-06,2,537.70961829,1e-05,2,2672.59945495,1.18e-05,0.118,1.2e-05,1665.0315718,5.718e-05,2e-07,1469734162000,4285.65938682
2026-09-07T04:47:03.591496+00:00,fETH,5.717534246575342e-05,5.7e-06,2,535.03793523,1.432e-05,2,4797.34898796,2e-07,0.002,4e-07,1662.74152309,5.718e-05,2e-07,1469734162000,4285.65938682
2026-09-07T05:47:04.565774+00:00,fETH,5.701917808219178e-05,5.9e-06,2,628.87505676,1.5e-05,2,2549.9490207,1.48e-05,0.148,1.5e-05,1736.30813682,5.718e-05,2e-07,1469734162000,4285.65938682
2026-09-07T06:47:03.619365+00:00,fETH,5.696438356164384e-05,5.9e-06,2,626.58833212,1e-05,2,3034.23273622,-1.698e-05,-0.1698,1.3e-05,1766.52085841,5.718e-05,2e-07,1469734162000,4322.23623982
2026-09-07T07:47:04.051523+00:00,fETH,5.698904109589041e-05,5.9e-06,2,619.28855096,1.2e-05,2,2489.54334406,-2.978e-05,-0.2978,2e-07,1772.4407838700001,5.718e-05,2e-07,1469734162000,4322.23623982
2026-09-07T08:47:04.155936+00:00,fETH,5.690684931506849e-05,5.9e-06,2,618.72966828,1.5e-05,2,405.03842097,2.909e-05,0.2909,2.929e-05,1874.87669305,5.718e-05,2e-07,1469734162000,4387.18450034
2026-09-07T09:47:04.449016+00:00,fETH,5.712328767123288e-05,5.9e-06,2,613.75768385,1.2e-05,2,603.67747933,1.98e-05,0.198,2e-05,1931.32447205,5.718e-05,2e-07,1469734162000,4061.08828587
2026-09-07T10:47:04.045883+00:00,fETH,5.695342465753424e-05,5.9e-06,2,613.75768385,6e-06,2,167.11142694,1.98e-05,0.198,2e-05,1963.13048767,5.718e-05,2e-07,1469734162000,4086.29930294
2026-09-07T11:47:04.363176+00:00,fETH,5.684931506849315e-05,5.9e-06,2,608.85624754,1e-05,2,736.42989967,-2.84e-05,-0.284,4.3e-07,2061.3685943,5.718e-05,2e-07,1469734162000,4086.29930294
2026-09-07T12:47:03.801333+00:00,fETH,5.6827397260273976e-05,5.9e-06,2,606.07122341,1e-05,2,671.8394376,6e-07,0.006,8e-07,2032.06713692,5.718e-05,2e-07,1469734162000,4086.29930294
2026-09-07T13:47:05.058450+00:00,fETH,5.6528767123287675e-05,5.9e-06,2,591.95261174,1e-05,2,624.40144763,2.3e-07,0.0023,4.3e-07,1932.43480348,5.718e-05,2e-07,1469734162000,4086.29930294
2026-09-07T14:47:03.865686+00:00,fETH,5.6454794520547944e-05,5.9e-06,2,591.95261174,1e-05,2,545.8663359,-2.68e-05,-0.268,2.998e-05,1373.54979275,5.718e-05,2e-07,1469734162000,4086.15125899
2026-09-07T15:47:03.888817+00:00,fETH,5.646575342465754e-05,5.9e-06,2,591.84067682,1e-05,2,49.61138182,2.3e-07,0.0023,4.3e-07,1044.86982761,3e-05,2e-07,1469734162000,4074.6543542
2026-09-07T16:47:04.246053+00:00,fETH,5.6421917808219176e-05,5.9e-06,2,590.34950617,1e-05,2,35.35170989,0,0,2e-07,1004.30051428,3e-05,2e-07,1469734162000,4078.01907288
2026-09-07T17:47:04.855923+00:00,fETH,5.635068493150685e-05,5.9e-06,2,590.22089712,1.58e-05,2,30.77765445,-2.963e-05,-0.2963,3.5e-07,1023.58580454,3e-05,2e-07,1469734162000,4072.9502842
2026-09-07T18:47:04.223463+00:00,fETH,5.641369863013699e-05,5.9e-06,2,589.41079712,6e-06,2,28.55745796,5.8e-06,0.058,6e-06,1008.39702734,3e-05,2e-07,1469734162000,4072.9502842
2026-09-07T19:47:03.599812+00:00,fETH,5.648493150684931e-05,5.9e-06,2,589.29285195,6e-06,2,29.48204919,-2.98e-05,-0.298,2e-07,999.5093363,3e-05,2e-07,1469734162000,4089.81924495
2026-09-07T20:47:04.172864+00:00,fETH,5.64986301369863e-05,5.9e-06,2,579.69146684,6.2e-06,2,25.50752916,0,0,2e-07,1010.14705142,3e-05,2e-07,1469734162000,4089.81924495
2026-09-07T21:47:03.877832+00:00,fETH,5.645753424657534e-05,5.9e-06,2,577.97755519,1.58e-05,2,528.4899888,-2.33e-06,-0.0233,2.765e-05,990.98642278,3e-05,2e-07,1469734162000,4089.81924495
2026-09-07T22:47:03.690840+00:00,fETH,5.6449315068493154e-05,5.9e-06,2,576.98551459,1.58e-05,2,496.62555875,2.647e-05,0.2647,2.667e-05,975.06003241,3e-05,2e-07,1469734162000,4089.81924495
2026-09-07T23:47:04.284434+00:00,fETH,5.612602739726027e-05,5.9e-06,2,576.04944898,6e-06,2,2746.85860826,0,0,2e-07,1066.06752374,3e-05,2e-07,1469734162000,4075.28870839
