collected_at,market,frr,bid,bid_period,bid_size,ask,ask_period,ask_size,daily_change,daily_change_perc,last_price,volume,high,low,first_trade,frr_amount_available
2026-09-08T00:47:03.767192+00:00,fUST,0.0002408986301369863,0.0003012595890410959,2,8556633.52125578,0.0001612295,2,40607.90571463,-3.003e-05,-0.1509,0.00016897,34409668.09823797,0.00022299,9.6e-07,1545390496657,56284230.61575376
2026-09-08T01:47:03.896961+00:00,fUST,0.0002412794520547945,0.00016,60,8635235.31974146,0.00011961,2,329131.78038788,-7.669e-05,-0.3835,0.00012329,33512345.44387318,0.00022299,9.6e-07,1545390496657,56290966.85255309
2026-09-08T02:47:03.926442+00:00,fUST,0.00024090410958904108,0.00016,60,8510155.40324987,0.000127555,2,34772.83762467,-3.701e-05,-0.1879,0.00016,34890969.24013114,0.000223,9.6e-07,1545390496657,56286382.76863191
2026-09-08T03:47:03.732156+00:00,fUST,0.00024087397260273973,0.0001625095890410959,2,8496967.32822286,0.000125,2,230058.83227976,-5.699e-05,-0.363,0.0001,34067756.00726346,0.000223,9.6e-07,1545390496657,56285756.11312481
2026-09-08T04:47:03.503228+00:00,fUST,0.00024096438356164382,0.0002025095890410959,2,8490493.95218575,0.00012562333520312497,2,255601.47178035,-0.00012299,-0.6181,7.6e-05,33906214.62431844,0.000223,9.6e-07,1545390496657,56273868.66300092
2026-09-08T05:47:04.086461+00:00,fUST,0.00024107671232876713,0.0002225095890410959,2,8490644.54507758,0.000125,2,495039.67000287,1.263e-05,0.0708,0.00019095,32256834.30725986,0.000223,9.6e-07,1545390496657,56277650.7180912
2026-09-08T06:47:03.911833+00:00,fUST,0.0002409945205479452,0.00018529,2,8494061.61955676,0.00017923667808219179,2,1240333.48153369,-3.302e-05,-0.1651,0.00016696,32460271.25906912,0.000223,9.6e-07,1545390496657,56415539.74518918
2026-09-08T07:47:03.677834+00:00,fUST,0.00024116164383561643,0.00020529,2,8503675.95218575,0.0001597445,2,318214.82819738,-3.02e-06,-0.0151,0.00019697,32742565.54004617,0.000223,9.6e-07,1545390496657,56045504.11957242
2026-09-08T08:47:03.978476+00:00,fUST,0.00024112876712328768,0.00026529,2,8787347.0643455,0.000182329251,2,1199594.09091455,3.852e-05,0.2568,0.00018851,31645697.00169368,0.000223,7.6e-05,1545390496657,56560794.17094335
2026-09-08T09:47:03.818758+00:00,fUST,0.00024112876712328768,0.00026529,2,8688800.35972785,0.00017185,2,714624.76687755,2.187e-05,0.1458,0.00017186,31666876.95041176,0.000223,7.6e-05,1545390496657,56570384.14966284
