collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-08-24T00:47:03.528702+00:00,fUST,1787529900000,6.7e-07,70.96,463260410.6092665,342771052.1152006,22401196.52848586,"[1787529900000, null, null, 6.7e-07, 70.96, null, null, 463260410.6092665, 342771052.1152006, null, null, 22401196.52848586, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T01:47:03.599518+00:00,fUST,1787533500000,6.7e-07,70.72,463997889.7522022,343503587.1448318,20914100.72259145,"[1787533500000, null, null, 6.7e-07, 70.72, null, null, 463997889.7522022, 343503587.1448318, null, null, 20914100.72259145, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T02:37:20.869110+00:00,fUST,1787537100000,6.7e-07,70.58,464002003.2494589,343246842.5266642,22508618.8267063,"[1787537100000, null, null, 6.7e-07, 70.58, null, null, 464002003.2494589, 343246842.5266642, null, null, 22508618.8267063, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T02:40:01.402018+00:00,fUST,1787537100000,6.7e-07,70.58,464002003.2494589,343246842.5266642,22508618.8267063,"[1787537100000, null, null, 6.7e-07, 70.58, null, null, 464002003.2494589, 343246842.5266642, null, null, 22508618.8267063, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T02:47:04.272874+00:00,fUST,1787537100000,6.7e-07,70.58,464002003.2494589,343246842.5266642,22508618.8267063,"[1787537100000, null, null, 6.7e-07, 70.58, null, null, 464002003.2494589, 343246842.5266642, null, null, 22508618.8267063, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T03:47:03.009747+00:00,fUST,1787540700000,6.7e-07,70.66,464805759.5331682,343788708.36848676,20954048.67263,"[1787540700000, null, null, 6.7e-07, 70.66, null, null, 464805759.5331682, 343788708.36848676, null, null, 20954048.67263, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T04:47:02.999368+00:00,fUST,1787544300000,6.7e-07,70.51,464830467.38601065,343825619.8137887,22456001.15362406,"[1787544300000, null, null, 6.7e-07, 70.51, null, null, 464830467.38601065, 343825619.8137887, null, null, 22456001.15362406, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T05:47:02.812693+00:00,fUST,1787547900000,6.7e-07,70.61,464606542.5724625,343561722.11391294,22991996.6290678,"[1787547900000, null, null, 6.7e-07, 70.61, null, null, 464606542.5724625, 343561722.11391294, null, null, 22991996.6290678, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T06:47:02.775570+00:00,fUST,1787551500000,6.7e-07,70.49,465238571.63196415,344182262.6063771,22790110.61442078,"[1787551500000, null, null, 6.7e-07, 70.49, null, null, 465238571.63196415, 344182262.6063771, null, null, 22790110.61442078, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T07:47:02.764769+00:00,fUST,1787555100000,6.7e-07,71.04,465078985.0850774,344008645.02569103,23405848.82529859,"[1787555100000, null, null, 6.7e-07, 71.04, null, null, 465078985.0850774, 344008645.02569103, null, null, 23405848.82529859, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T08:47:02.692884+00:00,fUST,1787558700000,6.7e-07,70.88,465635152.6283889,344092987.1961719,24064928.97279189,"[1787558700000, null, null, 6.7e-07, 70.88, null, null, 465635152.6283889, 344092987.1961719, null, null, 24064928.97279189, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T09:47:03.148074+00:00,fUST,1787562300000,6.7e-07,71.94,465846658.9153509,344292564.3362739,23809046.81527353,"[1787562300000, null, null, 6.7e-07, 71.94, null, null, 465846658.9153509, 344292564.3362739, null, null, 23809046.81527353, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T10:47:03.304606+00:00,fUST,1787565900000,6.7e-07,72.11,465773244.5921386,344208098.8344256,23874863.30418305,"[1787565900000, null, null, 6.7e-07, 72.11, null, null, 465773244.5921386, 344208098.8344256, null, null, 23874863.30418305, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T11:47:03.545861+00:00,fUST,1787569500000,6.6e-07,72.65,466179697.41366696,344096211.9707403,23323647.0958529,"[1787569500000, null, null, 6.6e-07, 72.65, null, null, 466179697.41366696, 344096211.9707403, null, null, 23323647.0958529, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T12:47:02.988332+00:00,fUST,1787573100000,6.6e-07,72.37,466556353.3042003,344365434.3805919,21946971.29270895,"[1787573100000, null, null, 6.6e-07, 72.37, null, null, 466556353.3042003, 344365434.3805919, null, null, 21946971.29270895, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T13:47:03.060953+00:00,fUST,1787576700000,6.5e-07,73.07,449420951.56995416,339283647.5095345,23505874.04654343,"[1787576700000, null, null, 6.5e-07, 73.07, null, null, 449420951.56995416, 339283647.5095345, null, null, 23505874.04654343, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T14:47:09.840776+00:00,fUST,1787580300000,6.5e-07,73.64,446305670.1600465,335323442.5172441,33588719.50548315,"[1787580300000, null, null, 6.5e-07, 73.64, null, null, 446305670.1600465, 335323442.5172441, null, null, 33588719.50548315, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T15:47:02.836443+00:00,fUST,1787583900000,6.5e-07,74.27,434437577.4391237,338749272.689542,48270322.02046971,"[1787583900000, null, null, 6.5e-07, 74.27, null, null, 434437577.4391237, 338749272.689542, null, null, 48270322.02046971, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-24T16:47:02.779457+00:00,fUST,1787587500000,6.5e-07,73.72,433981359.0633224,338570179.6638511,48838356.25948091,"[1787587500000, null, null, 6.5e-07, 73.72, null, null, 433981359.0633224, 338570179.6638511, null, null, 48838356.25948091, null, null, null, null, null, null, null, null, null, null, null, null]"
