collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-08-20T00:47:02.875520+00:00,tBTCUSD,69676,69678,5083,0.0786903,69678,1152.10551378,70089,64204,1358182043000
2026-08-20T01:47:03.070078+00:00,tBTCUSD,69742,69745,5261,0.08160385,69731,1172.63843265,70089,64204,1358182043000
2026-08-20T02:47:02.973609+00:00,tBTCUSD,69334,69339,4917,0.07632249,69341,1186.81585617,70089,64204,1358182043000
2026-08-20T03:47:03.458850+00:00,tBTCUSD,69256,69257,4864,0.07553851,69255,1204.74104364,70089,64204,1358182043000
2026-08-20T04:47:03.687372+00:00,tBTCUSD,69363,69369,4897,0.07595545,69369,1210.42194302,70089,64204,1358182043000
2026-08-20T05:47:03.288041+00:00,tBTCUSD,69501,69504,5194,0.08078263,69490,1225.28452664,70089,64204,1358182043000
2026-08-20T06:47:03.013317+00:00,tBTCUSD,69887,69893,5474,0.08497361,69894,1347.40735498,70089,64283,1358182043000
2026-08-20T07:47:02.968931+00:00,tBTCUSD,69574,69578,5208,0.08090851,69577,1456.36637299,70089,64283,1358182043000
2026-08-20T08:47:03.650679+00:00,tBTCUSD,71626,71628,7069,0.10958331,71577,1687.60501529,71700,64389,1358182043000
2026-08-20T09:47:02.930825+00:00,tBTCUSD,71965,71971,7511,0.11649838,71984,1782.4435953,72110,64397,1358182043000
2026-08-20T10:47:03.036688+00:00,tBTCUSD,71844,71847,7266,0.11251336,71845,1869.10731004,72496,64470,1358182043000
2026-08-20T11:47:03.188998+00:00,tBTCUSD,72208,72211,7651,0.11851542,72208,1942.99607863,72496,64504,1358182043000
2026-08-20T12:47:03.479565+00:00,tBTCUSD,71605,71618,6582,0.10120549,71618,1992.25533064,72496,64819,1358182043000
2026-08-20T13:47:03.510469+00:00,tBTCUSD,71615,71622,6138,0.09374857,71611,2044.07819187,72496,65049,1358182043000
2026-08-20T14:47:04.498646+00:00,tBTCUSD,71492,71501,4677,0.06998145,71509,2014.12138742,72496,65923,1358182043000
2026-08-20T15:47:04.210507+00:00,tBTCUSD,72256,72268,3211,0.04650253,72261,1776.92023204,72857,67841,1358182043000
2026-08-20T16:47:02.921033+00:00,tBTCUSD,72715,72722,4161,0.06068694,72726,1779.11760331,72857,67841,1358182043000
2026-08-20T17:47:03.047594+00:00,tBTCUSD,72744,72751,4472,0.06549598,72751,1742.43741713,72927,68053,1358182043000
2026-08-20T18:47:03.319755+00:00,tBTCUSD,72470,72477,3995,0.05832883,72486,1764.21430107,72986,68124,1358182043000
2026-08-20T19:47:03.433129+00:00,tBTCUSD,72598,72606,3869,0.05628046,72614,1763.79787321,72986,68410,1358182043000
2026-08-20T20:47:03.488296+00:00,tBTCUSD,72730,72733,2831,0.04048797,72753,1751.7563519,73094,68936,1358182043000
2026-08-20T21:47:03.474869+00:00,tBTCUSD,72746,72755,2882,0.04124862,72751,1583.06766249,73094,68936,1358182043000
2026-08-20T22:47:03.535514+00:00,tBTCUSD,72711,72713,3280,0.04723366,72722,1580.63111511,73094,68936,1358182043000
2026-08-20T23:47:03.138703+00:00,tBTCUSD,73135,73144,3449,0.04948208,73151,1589.25046261,73418,68936,1358182043000
