collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-08-20T00:47:02.875520+00:00,tETHUSD,2272.1,2272.4,352.4,0.18357035,2272.1,36502.16833371,2335.4,1907.6,1457539475000
2026-08-20T01:47:03.070078+00:00,tETHUSD,2267.4,2267.5,351.8,0.18363086,2267.6,37164.69025394,2335.4,1907.6,1457539475000
2026-08-20T02:47:02.973609+00:00,tETHUSD,2256.1,2256.3,342.6,0.17902493,2256.3,35039.75052864,2335.4,1907.6,1457539475000
2026-08-20T03:47:03.458850+00:00,tETHUSD,2252.9,2253.1,339,0.17710673,2253.1,33772.08570205,2335.4,1907.6,1457539475000
2026-08-20T04:47:03.687372+00:00,tETHUSD,2252.8,2252.9,337,0.17590563,2252.8,33432.38455365,2335.4,1907.6,1457539475000
2026-08-20T05:47:03.288041+00:00,tETHUSD,2248.8,2249,336.4,0.17588623,2249,33574.50753583,2335.4,1907.6,1457539475000
2026-08-20T06:47:03.013317+00:00,tETHUSD,2265.3,2265.5,343.6,0.17878141,2265.5,35172.5617501,2335.4,1916.4,1457539475000
2026-08-20T07:47:02.968931+00:00,tETHUSD,2245.2,2245.5,326.2,0.16996665,2245.4,38170.5835411,2335.4,1916.4,1457539475000
2026-08-20T08:47:03.650679+00:00,tETHUSD,2276.2,2276.4,351,0.18233766,2276,41565.85296691,2335.4,1918.2,1457539475000
2026-08-20T09:47:02.930825+00:00,tETHUSD,2288.2,2288.4,368.5,0.1918971,2288.8,45225.74187239,2335.4,1918.2,1457539475000
2026-08-20T10:47:03.036688+00:00,tETHUSD,2281.5,2281.7,354.2,0.18376135,2281.7,48247.07730791,2335.4,1920.8,1457539475000
2026-08-20T11:47:03.188998+00:00,tETHUSD,2308.9,2309,383.7,0.19930397,2308.9,50412.76109096,2335.4,1923.2,1457539475000
2026-08-20T12:47:03.479565+00:00,tETHUSD,2275,2275.2,336.1,0.17329209,2275.6,51787.7725651,2335.4,1929.5,1457539475000
2026-08-20T13:47:03.510469+00:00,tETHUSD,2273.7,2273.9,334.3,0.17231959,2274.3,52192.09560965,2335.4,1934,1457539475000
2026-08-20T14:47:04.498646+00:00,tETHUSD,2274.4,2274.6,253.1,0.12522884,2274.2,51701.70722221,2335.4,1968.4,1457539475000
2026-08-20T15:47:04.210507+00:00,tETHUSD,2306.2,2306.5,197.3,0.09354258,2306.5,47570.1682868,2335.4,2067.6,1457539475000
2026-08-20T16:47:02.921033+00:00,tETHUSD,2349.3,2349.4,257.8,0.12325492,2349.4,47450.459238,2360,2067.6,1457539475000
2026-08-20T17:47:03.047594+00:00,tETHUSD,2344,2344.2,250.7,0.11976878,2343.9,47992.11007492,2360,2079.8,1457539475000
2026-08-20T18:47:03.319755+00:00,tETHUSD,2314.9,2315.2,212.1,0.10084633,2315.3,49068.27716126,2360,2089.8,1457539475000
2026-08-20T19:47:03.433129+00:00,tETHUSD,2327.2,2327.4,206.3,0.09726544,2327.3,49277.52687098,2360,2103.1,1457539475000
2026-08-20T20:47:03.488296+00:00,tETHUSD,2319.4,2319.8,-15.9,-0.00680826,2319.5,46693.64279097,2360,2217.2,1457539475000
2026-08-20T21:47:03.474869+00:00,tETHUSD,2320.7,2320.8,29.2,0.0127433,2320.6,40683.37995017,2360,2223.9,1457539475000
2026-08-20T22:47:03.535514+00:00,tETHUSD,2312.2,2312.5,59.1,0.02622587,2312.6,38839.34293725,2360,2223.9,1457539475000
2026-08-20T23:47:03.138703+00:00,tETHUSD,2329.1,2329.3,66.2,0.0292545,2329.1,38572.47538063,2360,2223.9,1457539475000
