collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-08-29T00:47:03.505839+00:00,fUST,1787961900000,6.5e-07,71.87,414837791.0108913,337621106.0983912,78143124.94069713,"[1787961900000, null, null, 6.5e-07, 71.87, null, null, 414837791.0108913, 337621106.0983912, null, null, 78143124.94069713, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T01:47:03.077804+00:00,fUST,1787965500000,6.5e-07,71.77,414535258.4353589,337327560.69109285,78299261.96199358,"[1787965500000, null, null, 6.5e-07, 71.77, null, null, 414535258.4353589, 337327560.69109285, null, null, 78299261.96199358, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T02:47:03.086790+00:00,fUST,1787969100000,6.5e-07,71.6,415076388.53730786,337704251.3622742,78013794.86590046,"[1787969100000, null, null, 6.5e-07, 71.6, null, null, 415076388.53730786, 337704251.3622742, null, null, 78013794.86590046, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T03:47:03.183664+00:00,fUST,1787972700000,6.5e-07,71.7,415086693.1348777,337707090.3882966,78153039.43839844,"[1787972700000, null, null, 6.5e-07, 71.7, null, null, 415086693.1348777, 337707090.3882966, null, null, 78153039.43839844, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T04:47:03.356333+00:00,fUST,1787976300000,6.5e-07,71.73,415176318.5286694,337796985.30291504,77865696.49056008,"[1787976300000, null, null, 6.5e-07, 71.73, null, null, 415176318.5286694, 337796985.30291504, null, null, 77865696.49056008, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T05:47:03.556854+00:00,fUST,1787979900000,6.5e-07,71.69,415300954.3279861,337902358.99096096,78032018.28866735,"[1787979900000, null, null, 6.5e-07, 71.69, null, null, 415300954.3279861, 337902358.99096096, null, null, 78032018.28866735, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T06:47:03.530111+00:00,fUST,1787983500000,6.5e-07,71.78,406283278.09190655,337875706.9729079,87155022.45484497,"[1787983500000, null, null, 6.5e-07, 71.78, null, null, 406283278.09190655, 337875706.9729079, null, null, 87155022.45484497, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T07:47:03.669622+00:00,fUST,1787987100000,6.5e-07,71.89,405611055.6761539,337207483.36170715,87142038.36124645,"[1787987100000, null, null, 6.5e-07, 71.89, null, null, 405611055.6761539, 337207483.36170715, null, null, 87142038.36124645, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T08:47:03.108025+00:00,fUST,1787990700000,6.5e-07,72.12,405379155.84151506,336860333.76629186,87179474.10794759,"[1787990700000, null, null, 6.5e-07, 72.12, null, null, 405379155.84151506, 336860333.76629186, null, null, 87179474.10794759, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-29T09:47:03.984104+00:00,fUST,1787994300000,6.5e-07,71.91,406045135.4001098,337534010.2972804,85618847.47024433,"[1787994300000, null, null, 6.5e-07, 71.91, null, null, 406045135.4001098, 337534010.2972804, null, null, 85618847.47024433, null, null, null, null, null, null, null, null, null, null, null, null]"
