collected_at,market,frr,bid,bid_period,bid_size,ask,ask_period,ask_size,daily_change,daily_change_perc,last_price,volume,high,low,first_trade,frr_amount_available
2026-08-28T00:47:03.561565+00:00,fUSD,0.0003122931506849315,0.000273972602739726,120,18926596.58145773,0.00024059880141572858,2,13142.18078223,-6.738e-05,-0.2188,0.0002406,206981323.15703794,0.00034247,4.247e-05,1469734163000,248916987.98006985
2026-08-28T01:47:03.279036+00:00,fUSD,0.0003123150684931507,0.000273972602739726,120,18914899.04776011,0.00024334620605102005,2,471585.96550934,-5.764e-05,-0.1921,0.00024235,208062891.58282208,0.00034247,4.247e-05,1469734163000,248956162.17769587
2026-08-28T02:47:03.439391+00:00,fUSD,0.0003121013698630137,0.000273972602739726,120,16196817.63678518,0.0002430903,2,308859.77859522,-2.739e-05,-0.0909,0.00027397,207245317.4381433,0.00034247,4.247e-05,1469734163000,251316254.9455154
2026-08-28T03:47:04.155792+00:00,fUSD,0.0003120054794520548,0.000273972602739726,120,16122587.32152818,0.00024453,2,252245.31502686,-5.683e-05,-0.1886,0.00024453,210492467.3946781,0.00034247,4.247e-05,1469734163000,251368613.01373234
2026-08-28T04:47:03.900171+00:00,fUSD,0.0003119945205479452,0.000273972602739726,120,17132476.23652435,0.0002398942,2,347441.82131455,-2.718e-05,-0.0903,0.00027397,209040173.679751,0.00034247,4.247e-05,1469734163000,251436143.78148642
2026-08-28T05:47:04.211118+00:00,fUSD,0.0003119835616438356,0.000273972602739726,120,17105405.67528555,0.0002,2,10668.49434616,-0.0001817,-0.6029,0.00011966,200536987.4650274,0.00034247,4.247e-05,1469734163000,251335042.5434701
2026-08-28T06:47:03.888966+00:00,fUSD,0.0003120054794520548,0.000273972602739726,120,17971074.92108396,0.00024,2,381340.0890959,-5.136e-05,-0.1861,0.00022463,194213682.9151078,0.00034247,4.247e-05,1469734163000,251219771.38415456
2026-08-28T07:47:03.978202+00:00,fUSD,0.00031187671232876715,0.000273972602739726,120,20513773.95523153,0.00019764,2,20576.84620017,-0.00017658,-0.617,0.00010959,195452177.59484136,0.00034247,4.247e-05,1469734163000,251216419.24926713
2026-08-28T08:47:04.116003+00:00,fUSD,0.00031194246575342465,0.000273972602739726,120,19854436.3713695,0.000216986319,2,53239.73204174,-0.00018567,-0.6288,0.00010959,191035074.50410336,0.00034247,4.247e-05,1469734163000,251275645.40738663
2026-08-28T09:47:04.034268+00:00,fUSD,0.00031194794520547945,0.000273972602739726,120,19801365.98024273,0.0002602739726027397,2,97969.51271999,-2.349e-05,-0.081,0.0002665,183299025.57458687,0.00034247,4.247e-05,1469734163000,251277457.52830517
2026-08-28T10:47:05.268138+00:00,fUSD,0.00031196986301369864,0.000273972602739726,120,20187045.32172804,0.00023375,2,14482.82892657,-3.5e-05,-0.1273,0.00024,180954130.90017584,0.00034247,4.247e-05,1469734163000,251284842.6902571
2026-08-28T11:47:04.565140+00:00,fUSD,0.0003119671232876712,0.000273972602739726,120,20176066.6152844,0.00022549219572773975,2,27419.87955586,3.14e-06,0.012,0.00026384,175341751.33827582,0.00034247,4.247e-05,1469734163000,252231251.45277783
2026-08-28T12:47:04.253424+00:00,fUSD,0.000312027397260274,0.000273972602739726,120,20268409.9117951,0.00021012,2,27178.21881409,-5.788e-05,-0.216,0.00021012,176768833.37819958,0.00034247,4.247e-05,1469734163000,252321954.91395736
2026-08-28T13:47:04.791205+00:00,fUSD,0.00031206027397260276,0.000273972602739726,120,20548056.14463771,0.00020744235,2,28367.63772265,-0.0001603,-0.5939,0.00010959,179724888.48373026,0.00034247,4.247e-05,1469734163000,252156861.33123404
2026-08-28T14:47:03.883899+00:00,fUSD,0.0003120931506849315,0.000273972602739726,120,20484552.38979914,0.0001711,2,39298.86100254,-0.00010554,-0.3852,0.00016842,177956368.63560513,0.00034247,4.247e-05,1469734163000,252183948.4577362
2026-08-28T15:47:03.747738+00:00,fUSD,0.00031207123287671235,0.000273972602739726,120,20144145.86801957,0.00027881,2,118535.11066454,-3.169e-05,-0.1022,0.0002783,159810851.20090762,0.0003124,4.247e-05,1469734163000,251742136.3155459
2026-08-28T16:47:03.103955+00:00,fUSD,0.0003121178082191781,0.000273972602739726,120,20062473.80403139,0.00025594,10,154645.1975512,-5.729e-05,-0.1834,0.00025511,142737486.72794142,0.0003124,4.247e-05,1469734163000,252043996.56211248
2026-08-28T17:47:03.550218+00:00,fUSD,0.0003120767123287671,0.000273972602739726,120,17017511.13577016,0.00022512821917808215,7,84686.80786648,-4.287e-05,-0.16,0.00022513,136218900.4137598,0.00030732,4.247e-05,1469734163000,253738861.57617122
2026-08-28T18:47:03.066589+00:00,fUSD,0.0003120904109589041,0.000273972602739726,120,16378951.04586199,0.0002600232876712329,2,161735.74099648,-4.73e-05,-0.1539,0.00026002,133145475.25810589,0.00030732,4.247e-05,1469734163000,253697991.52099735
2026-08-28T19:47:03.246963+00:00,fUSD,0.00031216986301369864,0.000273972602739726,120,18026278.43330424,0.00023150330664556407,2,23273.7349955,-7.581e-05,-0.2528,0.0002241,129780557.7437258,0.00030225,4.247e-05,1469734163000,255714210.11330935
2026-08-28T20:47:03.406382+00:00,fUSD,0.0003121616438356164,0.000273972602739726,120,16110753.80507145,0.0002,2,244676.92929344,-0.00010225,-0.3383,0.0002,123312036.39889167,0.00030225,4.247e-05,1469734163000,256547857.6690904
2026-08-28T21:47:03.191542+00:00,fUSD,0.0003121123287671233,0.000273972602739726,120,16112538.14522847,0.0001776123287671233,2,86110.65864911,-0.00011073,-0.3845,0.00017728,119588763.41309842,0.00030136,4.247e-05,1469734163000,256547585.61677828
2026-08-28T22:47:03.112184+00:00,fUSD,0.0003120958904109589,0.000273972602739726,120,16015830.67462452,0.0002198521,2,99776.64573304,-2.478e-05,-0.0991,0.00022522,113659194.80403073,0.00030136,4.247e-05,1469734163000,256593058.1791718
2026-08-28T23:47:03.311482+00:00,fUSD,0.0003120986301369863,0.000273972602739726,120,17985548.32463322,0.00020766982191780818,2,156154.15874963,-6.585e-05,-0.2404,0.00020804,111512590.1642933,0.00030136,4.247e-05,1469734163000,256601540.55163544
