collected_at,market,candle_key,mts,open,close,high,low,volume
2026-08-31T00:47:03.103966+00:00,fBTC,trade:1h:a30:p2:p30,1788134400000,2e-08,3e-08,3e-08,1e-08,0.33897544
2026-08-31T01:47:03.822227+00:00,fBTC,trade:1h:a30:p2:p30,1788138000000,2e-08,2e-08,2e-08,2e-08,0.11193359
2026-08-31T02:47:03.429470+00:00,fBTC,trade:1h:a30:p2:p30,1788141600000,2e-08,2e-08,2e-08,1e-08,0.15347401
2026-08-31T03:47:03.292643+00:00,fBTC,trade:1h:a30:p2:p30,1788145200000,2e-08,2e-08,2e-08,1e-08,0.44535971
2026-08-31T04:47:03.593463+00:00,fBTC,trade:1h:a30:p2:p30,1788148800000,2e-08,3e-08,3e-08,1e-08,10.35866506
2026-08-31T05:47:03.201340+00:00,fBTC,trade:1h:a30:p2:p30,1788152400000,2e-08,2e-08,2e-08,2e-08,0.90253346
2026-08-31T06:47:03.997027+00:00,fBTC,trade:1h:a30:p2:p30,1788156000000,2e-08,3e-08,3e-08,1e-08,14.16008205
2026-08-31T07:47:03.725712+00:00,fBTC,trade:1h:a30:p2:p30,1788159600000,3e-08,3e-08,3e-08,3e-08,0.10289412
2026-08-31T08:47:03.798190+00:00,fBTC,trade:1h:a30:p2:p30,1788163200000,1e-08,3e-08,3e-08,1e-08,3.97542708
2026-08-31T09:47:03.954798+00:00,fBTC,trade:1h:a30:p2:p30,1788166800000,3e-08,3e-08,3e-08,2e-08,3.80646031
2026-08-31T10:47:03.494964+00:00,fBTC,trade:1h:a30:p2:p30,1788170400000,2e-08,2e-08,3e-08,2e-08,5.91947775
2026-08-31T11:47:03.393043+00:00,fBTC,trade:1h:a30:p2:p30,1788174000000,2e-08,2e-08,2e-08,1e-08,1.50682313
2026-08-31T12:47:03.097927+00:00,fBTC,trade:1h:a30:p2:p30,1788177600000,3e-08,3e-08,3e-08,1e-08,1.31167811
2026-08-31T13:47:04.054515+00:00,fBTC,trade:1h:a30:p2:p30,1788181200000,2e-08,3e-08,3e-08,2e-08,0.37469356
2026-08-31T14:47:03.436403+00:00,fBTC,trade:1h:a30:p2:p30,1788184800000,3e-08,2e-08,3e-08,1e-08,0.33022783
2026-08-31T15:47:03.426526+00:00,fBTC,trade:1h:a30:p2:p30,1788188400000,3e-08,3e-08,3e-08,1e-08,2.00984025
2026-08-31T16:47:04.102038+00:00,fBTC,trade:1h:a30:p2:p30,1788192000000,1e-08,3e-08,3e-08,1e-08,2.7857232
2026-08-31T17:47:04.262553+00:00,fBTC,trade:1h:a30:p2:p30,1788195600000,3e-08,2e-08,3e-08,2e-08,0.42175232999999995
2026-08-31T18:47:03.497045+00:00,fBTC,trade:1h:a30:p2:p30,1788199200000,1e-08,2e-08,2e-08,1e-08,2.73015401
2026-08-31T19:47:03.960550+00:00,fBTC,trade:1h:a30:p2:p30,1788202800000,1e-08,2e-08,2e-08,1e-08,0.70402068
2026-08-31T20:47:03.267135+00:00,fBTC,trade:1h:a30:p2:p30,1788206400000,2e-08,2e-08,2e-08,2e-08,0.32088205
2026-08-31T21:47:03.952960+00:00,fBTC,trade:1h:a30:p2:p30,1788210000000,3e-08,3e-08,3e-08,3e-08,0.40613989
2026-08-31T22:47:04.146137+00:00,fBTC,trade:1h:a30:p2:p30,1788213600000,3e-08,1e-08,3e-08,1e-08,0.23182807
2026-08-31T23:47:04.280767+00:00,fBTC,trade:1h:a30:p2:p30,1788217200000,3e-08,3e-08,3e-08,3e-08,0.7594920199999999
