collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-09-15T00:47:03.679666+00:00,fETH,1789430700000,4e-07,27.33,12824.97263442,12521.39582115,7874.51095206,"[1789430700000, null, null, 4e-07, 27.33, null, null, 12824.97263442, 12521.39582115, null, null, 7874.51095206, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T01:47:03.103683+00:00,fETH,1789434300000,4e-07,26.94,12833.68185048,12539.67985491,7822.40877777,"[1789434300000, null, null, 4e-07, 26.94, null, null, 12833.68185048, 12539.67985491, null, null, 7822.40877777, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T02:47:03.436060+00:00,fETH,1789437900000,4e-07,27.08,12864.70868102,12509.19869719,7826.50070405,"[1789437900000, null, null, 4e-07, 27.08, null, null, 12864.70868102, 12509.19869719, null, null, 7826.50070405, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T03:47:03.654793+00:00,fETH,1789441500000,4e-07,27.85,12717.65248037,12415.53751429,7912.74355664,"[1789441500000, null, null, 4e-07, 27.85, null, null, 12717.65248037, 12415.53751429, null, null, 7912.74355664, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T04:47:03.661460+00:00,fETH,1789445100000,4e-07,27.01,12808.65147117,12491.23764808,7914.94802505,"[1789445100000, null, null, 4e-07, 27.01, null, null, 12808.65147117, 12491.23764808, null, null, 7914.94802505, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T05:47:03.159559+00:00,fETH,1789448700000,4e-07,27.09,12810.326238,12485.07446779,7904.54516563,"[1789448700000, null, null, 4e-07, 27.09, null, null, 12810.326238, 12485.07446779, null, null, 7904.54516563, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T06:47:03.251642+00:00,fETH,1789452300000,4e-07,26.83,12809.25654687,12476.0814236,7910.3189804,"[1789452300000, null, null, 4e-07, 26.83, null, null, 12809.25654687, 12476.0814236, null, null, 7910.3189804, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T07:47:03.449715+00:00,fETH,1789455900000,4e-07,26.66,12822.6513446,12505.63822237,7910.15657791,"[1789455900000, null, null, 4e-07, 26.66, null, null, 12822.6513446, 12505.63822237, null, null, 7910.15657791, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T08:47:03.469605+00:00,fETH,1789459500000,4e-07,26.52,12802.91676207,12524.11148674,7911.25396718,"[1789459500000, null, null, 4e-07, 26.52, null, null, 12802.91676207, 12524.11148674, null, null, 7911.25396718, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T09:47:03.026841+00:00,fETH,1789463100000,4e-07,26.16,13231.61776387,12916.00189903,7481.10554636,"[1789463100000, null, null, 4e-07, 26.16, null, null, 13231.61776387, 12916.00189903, null, null, 7481.10554636, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T10:47:03.624977+00:00,fETH,1789466700000,4e-07,26.18,13196.2597035,12874.21737406,7489.63652079,"[1789466700000, null, null, 4e-07, 26.18, null, null, 13196.2597035, 12874.21737406, null, null, 7489.63652079, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T11:47:03.147287+00:00,fETH,1789470300000,4e-07,26.29,13155.30864507,12780.1637466,7475.29864185,"[1789470300000, null, null, 4e-07, 26.29, null, null, 13155.30864507, 12780.1637466, null, null, 7475.29864185, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T12:47:03.259426+00:00,fETH,1789473900000,4e-07,26.38,13217.15521877,12931.83427907,7507.02768997,"[1789473900000, null, null, 4e-07, 26.38, null, null, 13217.15521877, 12931.83427907, null, null, 7507.02768997, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T13:47:04.715048+00:00,fETH,1789477500000,4e-07,26.46,13198.93088048,12906.30994078,7500.75678741,"[1789477500000, null, null, 4e-07, 26.46, null, null, 13198.93088048, 12906.30994078, null, null, 7500.75678741, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T14:47:04.268152+00:00,fETH,1789481100000,3.9e-07,25.47,13554.16021249,13280.88294573,7093.36998474,"[1789481100000, null, null, 3.9e-07, 25.47, null, null, 13554.16021249, 13280.88294573, null, null, 7093.36998474, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T15:47:04.028245+00:00,fETH,1789484700000,3e-07,25.22,13534.45888617,13256.75507638,7085.73594348,"[1789484700000, null, null, 3e-07, 25.22, null, null, 13534.45888617, 13256.75507638, null, null, 7085.73594348, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T17:47:04.100579+00:00,fETH,1789491900000,3e-07,24.97,16196.38555243,15867.43746178,4324.87133343,"[1789491900000, null, null, 3e-07, 24.97, null, null, 16196.38555243, 15867.43746178, null, null, 4324.87133343, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T18:47:04.245758+00:00,fETH,1789495500000,3e-07,25.14,16067.88980992,15744.17347702,4446.5556531,"[1789495500000, null, null, 3e-07, 25.14, null, null, 16067.88980992, 15744.17347702, null, null, 4446.5556531, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T19:47:03.455245+00:00,fETH,1789499100000,4.1e-07,27.22,18330.91722731,18003.04579041,2335.43263118,"[1789499100000, null, null, 4.1e-07, 27.22, null, null, 18330.91722731, 18003.04579041, null, null, 2335.43263118, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-15T20:47:04.605148+00:00,fETH,1789502700000,3.1e-07,25.94,17848.97649038,16915.71557841,2468.19229182,"[1789502700000, null, null, 3.1e-07, 25.94, null, null, 17848.97649038, 16915.71557841, null, null, 2468.19229182, null, null, null, null, null, null, null, null, null, null, null, null]"
