collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-08-30T00:47:03.116253+00:00,tBTCUSD,78207,78217,488,0.00627903,78207,386.57034457,78351,77372,1358182043000
2026-08-30T01:47:03.148153+00:00,tBTCUSD,78110,78120,297,0.00381591,78129,366.57830638,78351,77372,1358182043000
2026-08-30T02:47:03.078353+00:00,tBTCUSD,78101,78107,377,0.00485012,78107,366.14930557,78351,77372,1358182043000
2026-08-30T03:47:03.369738+00:00,tBTCUSD,78176,78182,585,0.00753895,78182,361.58374078,78351,77372,1358182043000
2026-08-30T04:47:03.205046+00:00,tBTCUSD,78036,78045,324,0.00416881,78044,362.93412432,78351,77372,1358182043000
2026-08-30T05:47:03.273872+00:00,tBTCUSD,78133,78144,503,0.00647845,78145,359.29935239,78351,77372,1358182043000
2026-08-30T06:47:03.484468+00:00,tBTCUSD,78236,78246,705,0.00909314,78236,349.22223439,78351,77419,1358182043000
2026-08-30T07:47:03.320237+00:00,tBTCUSD,78137,78147,522,0.00672464,78147,347.02014889,78351,77470,1358182043000
2026-08-30T08:47:03.304989+00:00,tBTCUSD,78035,78044,353,0.00454393,78039,347.44120037,78351,77491,1358182043000
2026-08-30T09:47:02.910082+00:00,tBTCUSD,78045,78054,395,0.00508634,78054,339.39269372,78351,77491,1358182043000
2026-08-30T10:47:03.954977+00:00,tBTCUSD,78151,78158,445,0.00572642,78155,315.58570624,78351,77491,1358182043000
2026-08-30T11:47:03.112448+00:00,tBTCUSD,78186,78199,575,0.00740903,78183,298.87548633,78351,77491,1358182043000
2026-08-30T12:47:03.234055+00:00,tBTCUSD,78670,78683,1008,0.01297915,78671,310.9995495,78871,77550,1358182043000
2026-08-30T13:47:03.401119+00:00,tBTCUSD,78879,78887,1171,0.01506768,78887,301.41549166,78930,77647,1358182043000
2026-08-30T14:47:03.414548+00:00,tBTCUSD,78743,78752,746,0.00956361,78750,321.07492445,78997,77807,1358182043000
2026-08-30T15:47:03.649252+00:00,tBTCUSD,78853,78859,857,0.01098676,78860,291.02884816,78997,77852,1358182043000
2026-08-30T16:47:03.578368+00:00,tBTCUSD,79195,79209,1103,0.01412437,79195,263.14001403,79267,77914,1358182043000
2026-08-30T17:47:03.297773+00:00,tBTCUSD,79050,79061,894,0.01143705,79061,248.34958435,79415,77928,1358182043000
2026-08-30T18:47:03.350691+00:00,tBTCUSD,79065,79073,738,0.00942144,79070,250.26630427,79415,77928,1358182043000
2026-08-30T19:47:03.205524+00:00,tBTCUSD,78783,78809,487,0.00621871,78799,251.46822339,79415,77928,1358182043000
2026-08-30T20:47:02.893439+00:00,tBTCUSD,78580,78591,377,0.0048206,78583,255.64876706,79415,77928,1358182043000
2026-08-30T21:47:02.975890+00:00,tBTCUSD,78543,78554,310,0.00396212,78551,279.99613841,79415,77928,1358182043000
2026-08-30T22:47:03.507047+00:00,tBTCUSD,78428,78442,170,0.00217219,78432,290.64592169,79415,77928,1358182043000
2026-08-30T23:47:03.593333+00:00,tBTCUSD,77328,77331,-920,-0.01175749,77328,318.76611652,79415,77200,1358182043000
