collected_at,market,frr,bid,bid_period,bid_size,ask,ask_period,ask_size,daily_change,daily_change_perc,last_price,volume,high,low,first_trade,frr_amount_available
2026-08-29T00:47:03.505839+00:00,fETH,5.66027397260274e-05,1.2e-06,2,382.28900877,2e-05,2,298.68238455,1.957e-05,0.1957,2e-05,1161.24255861,2e-05,2e-07,1469734162000,4559.76124459
2026-08-29T01:47:03.077804+00:00,fETH,5.662465753424657e-05,1.2e-06,2,375.09282522,2e-05,2,293.68749431,5e-06,0.05,2e-05,1172.07888144,2e-05,2e-07,1469734162000,4528.93036556
2026-08-29T02:47:03.086790+00:00,fETH,5.65945205479452e-05,1.2e-06,2,372.85494906,2e-05,2,282.44706891,1.98e-05,0.198,2e-05,1159.4632501199999,2e-05,2e-07,1469734162000,4555.16714816
2026-08-29T03:47:03.183664+00:00,fETH,5.796986301369863e-05,1.2e-06,2,372.85494906,1.45426e-05,2,140.30084674,0,0,1e-05,1180.40658055,2e-05,2e-07,1469734162000,4615.04664606
2026-08-29T04:47:03.356333+00:00,fETH,5.805205479452055e-05,1.2e-06,2,372.85494906,1.3410712e-05,2,120.99291272,-8e-07,-0.008,1.349e-05,1200.40173743,2e-05,2e-07,1469734162000,4816.73524152
2026-08-29T05:47:03.556854+00:00,fETH,5.7956164383561646e-05,1.2e-06,2,372.05141512,1e-05,2,128.66325153,9.8e-06,0.098,1e-05,1213.67844434,2e-05,2e-07,1469734162000,4806.0668981
2026-08-29T06:47:03.530111+00:00,fETH,5.7934246575342465e-05,1.2e-06,2,371.42064681,1e-05,2,154.98977992,-5.8e-06,-0.058,1e-05,1206.21625507,2e-05,2e-07,1469734162000,4806.0668981
2026-08-29T07:47:03.669622+00:00,fETH,5.792328767123288e-05,1.2e-06,2,367.44419654,1.41704e-05,2,144.90362671,-1.56e-06,-0.0156,1.424e-05,1205.25225631,2e-05,2e-07,1469734162000,4807.40799058
2026-08-29T08:47:03.108025+00:00,fETH,5.806301369863014e-05,1.2e-06,2,367.44419654,1e-05,2,135.72875347,-5.65e-06,-0.0565,1.435e-05,1168.23714347,2e-05,2e-07,1469734162000,4806.8168981
2026-08-29T09:47:03.984104+00:00,fETH,5.7958904109589044e-05,1.2e-06,2,364.17616418,1.51e-05,5,136.9059954,-1.98e-05,-0.198,2e-07,1098.22330837,2e-05,2e-07,1469734162000,4806.0668981
2026-08-29T10:47:03.319362+00:00,fETH,5.79972602739726e-05,1.2e-06,2,364.17616418,1.51e-05,5,133.07776097,-4.9e-06,-0.049,1.51e-05,1066.6186802,2e-05,2e-07,1469734162000,4806.0668981
2026-08-29T11:47:03.652364+00:00,fETH,5.803013698630137e-05,1.2e-06,2,364.17616418,1.51e-05,5,132.83386303,9.57e-06,0.0957,1e-05,944.4787667,2e-05,2e-07,1469734162000,4858.59359305
2026-08-29T12:47:03.143322+00:00,fETH,5.80027397260274e-05,1.2e-06,2,360.79574955,1.7e-05,3,331.20498535,1.68e-05,0.168,1.7e-05,905.6164977,2e-05,2e-07,1469734162000,4858.59359305
2026-08-29T13:47:03.914502+00:00,fETH,5.7991780821917805e-05,1.2e-06,2,358.67449925,1.69318e-05,2,327.14720833,-1.78e-05,-0.178,2e-07,829.81776633,2e-05,2e-07,1469734162000,4858.59359305
2026-08-29T14:47:04.351170+00:00,fETH,5.813150684931507e-05,1.2e-06,2,358.67449925,1.607397260273972e-05,2,118.67306345,-3.21e-06,-0.0321,1.679e-05,677.56136904,2e-05,2e-07,1469734162000,4869.60265272
2026-08-29T15:47:03.987191+00:00,fETH,5.797534246575343e-05,1.2e-06,2,354.57095638,1.2e-05,2,305.74289732,1.157e-05,0.1157,1.2e-05,658.96308162,2e-05,2e-07,1469734162000,4882.08277077
2026-08-29T16:47:03.398612+00:00,fETH,5.7964383561643834e-05,1.2e-06,2,354.57095638,1e-05,2,295.30059578,9.8e-06,0.098,1e-05,505.8225594,2e-05,2e-07,1469734162000,4882.08277077
2026-08-29T17:47:03.498031+00:00,fETH,5.7931506849315066e-05,1.2e-06,2,352.81834544,1.2e-05,2,102.66619408,1.165e-05,0.1165,1.2e-05,484.08993575,2e-05,2e-07,1469734162000,4880.62364977
2026-08-29T18:47:04.040291+00:00,fETH,5.8104109589041094e-05,1.25e-06,2,400.79206251,1e-05,2,238.01961412,0,0,2e-05,567.18949652,2e-05,2e-07,1469734162000,4984.76102124
2026-08-29T19:47:03.684585+00:00,fETH,5.79013698630137e-05,1.25e-06,2,392.54043733,2e-05,2,223.66136256,9.9e-06,0.099,1.01e-05,527.79630221,2e-05,2e-07,1469734162000,4984.01102124
2026-08-29T20:47:03.552760+00:00,fETH,5.7961643835616436e-05,1.25e-06,2,392.35006801,1e-05,2,219.70338423,0,0,1e-05,504.70919992,2e-05,2e-07,1469734162000,4995.91540831
2026-08-29T21:47:03.433780+00:00,fETH,5.797260273972603e-05,1.25e-06,2,392.00022324,1.999e-05,2,213.85346334,1e-05,0.1,2e-05,527.03853592,2e-05,2e-07,1469734162000,4984.01102124
2026-08-29T22:47:03.504168+00:00,fETH,5.824931506849315e-05,1.25e-06,2,391.30587808,1.432e-05,2,180.71439575,-1e-05,-0.1,1e-05,573.66892241,2e-05,2e-07,1469734162000,5044.21025042
2026-08-29T23:47:03.338370+00:00,fETH,5.83013698630137e-05,1.26e-06,2,390.00969063,2e-05,2,130.28930769,1.98e-05,0.198,2e-05,633.36127592,2e-05,2e-07,1469734162000,5081.47331567
