collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-05T00:47:03.742555+00:00,tBTCUSD,79693,79704,-1415,-0.01744652,79690,1956.14205852,81478,78720,1358182043000
2026-09-05T01:47:03.624788+00:00,tBTCUSD,79749,79760,-1244,-0.01535935,79749,1825.10815704,81478,78720,1358182043000
2026-09-05T02:47:03.526661+00:00,tBTCUSD,79659,79664,-1396,-0.01722287,79659,1806.59592305,81478,78720,1358182043000
2026-09-05T03:47:03.387168+00:00,tBTCUSD,79719,79728,-1270,-0.0156794,79728,1819.45856461,81478,78720,1358182043000
2026-09-05T04:47:03.761633+00:00,tBTCUSD,79600,79613,-1503,-0.01853199,79600,1818.4649388,81478,78720,1358182043000
2026-09-05T05:47:03.747956+00:00,tBTCUSD,79606,79615,-1514,-0.01866371,79606,1854.26815151,81478,78720,1358182043000
2026-09-05T06:47:04.121368+00:00,tBTCUSD,79750,79762,-1250,-0.01543077,79757,1796.81644096,81478,78720,1358182043000
2026-09-05T07:47:03.560719+00:00,tBTCUSD,79851,79858,-963,-0.01191625,79851,1795.94320871,81478,78720,1358182043000
2026-09-05T08:47:03.667572+00:00,tBTCUSD,79704,79714,-1563,-0.01923101,79712,1791.89068248,81478,78720,1358182043000
2026-09-05T09:47:03.743148+00:00,tBTCUSD,79739,79753,-1446,-0.01781051,79742,1768.42258103,81478,78720,1358182043000
2026-09-05T10:47:03.271443+00:00,tBTCUSD,79686,79696,-1593,-0.01959699,79695,1763.16296554,81478,78720,1358182043000
2026-09-05T11:47:04.010206+00:00,tBTCUSD,79694,79709,-1652,-0.02030831,79694,1744.47959189,81429,78720,1358182043000
2026-09-05T12:47:04.497916+00:00,tBTCUSD,79842,79845,172,0.00215891,79842,715.02061601,79960,78720,1358182043000
2026-09-05T13:47:03.885281+00:00,tBTCUSD,79761,79771,123,0.00154439,79766,639.72782685,79960,78720,1358182043000
2026-09-05T14:47:04.123739+00:00,tBTCUSD,79812,79817,530,0.00668458,79817,611.23370162,79960,78859,1358182043000
2026-09-05T15:47:04.246917+00:00,tBTCUSD,79841,79854,254,0.00319095,79854,582.21286766,79960,79437,1358182043000
2026-09-05T16:47:03.924394+00:00,tBTCUSD,80024,80037,183,0.00229206,80024,592.99715436,80089,79464,1358182043000
2026-09-05T17:47:03.321313+00:00,tBTCUSD,80165,80176,482,0.00604859,80170,601.41088866,80306,79547,1358182043000
2026-09-05T18:47:04.223451+00:00,tBTCUSD,80036,80048,212,0.00265578,80038,602.50679836,80306,79547,1358182043000
2026-09-05T19:47:03.787883+00:00,tBTCUSD,79875,79890,-83,-0.00103806,79874,598.30885525,80306,79547,1358182043000
2026-09-05T20:47:03.565117+00:00,tBTCUSD,79863,79876,-30,-0.00037547,79869,576.12169462,80306,79547,1358182043000
2026-09-05T21:47:03.954790+00:00,tBTCUSD,79951,79952,152,0.00190476,79952,439.3997704,80306,79547,1358182043000
2026-09-05T22:47:03.738557+00:00,tBTCUSD,79849,79861,100,0.00125386,79854,431.38044236,80306,79547,1358182043000
2026-09-05T23:47:03.321428+00:00,tBTCUSD,79951,79955,128,0.00160355,79951,432.90396666,80306,79547,1358182043000
