collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-08-17T00:47:01.990307+00:00,tBTCUSD,62921,62922,-197,-0.00312114,62921,288.18211241,63420,62724,1358182043000
2026-08-17T01:47:02.029528+00:00,tBTCUSD,63194,63200,73,0.00115651,63194,341.94231083,63420,62724,1358182043000
2026-08-17T02:47:02.155044+00:00,tBTCUSD,63294,63301,143,0.00226423,63299,348.92732641,63420,62724,1358182043000
2026-08-17T03:47:02.011094+00:00,tBTCUSD,63366,63375,219,0.00346777,63372,357.13381045,63524,62724,1358182043000
2026-08-17T04:47:02.701666+00:00,tBTCUSD,63551,63558,430,0.00681242,63550,378.48905442,63563,62724,1358182043000
2026-08-17T05:47:02.132495+00:00,tBTCUSD,63492,63494,399,0.0063236,63496,390.05780376,63624,62724,1358182043000
2026-08-17T06:47:11.332144+00:00,tBTCUSD,63670,63679,595,0.00943187,63679,395.51152884,63679,62724,1358182043000
2026-08-17T07:47:13.134700+00:00,tBTCUSD,63574,63575,496,0.00786303,63576,463.2313182,63755,62724,1358182043000
2026-08-17T08:47:06.477332+00:00,tBTCUSD,63392,63394,301,0.00477111,63389,468.64102395,63755,62724,1358182043000
2026-08-17T09:47:02.279700+00:00,tBTCUSD,63333,63334,326,0.00517395,63334,467.64189299,63755,62724,1358182043000
2026-08-17T10:47:02.819114+00:00,tBTCUSD,63652,63655,616,0.00977235,63651,505.53147136,63755,62724,1358182043000
2026-08-17T11:47:03.013447+00:00,tBTCUSD,63758,63761,725,0.01150118,63762,526.77721723,63802,62724,1358182043000
2026-08-17T12:47:02.571793+00:00,tBTCUSD,63645,63655,576,0.00913141,63655,532.11022837,63814,62724,1358182043000
2026-08-17T13:47:02.417124+00:00,tBTCUSD,63636,63646,562,0.0089096,63640,548.51179587,63819,62724,1358182043000
2026-08-17T14:47:02.949867+00:00,tBTCUSD,63652,63657,514,0.00814077,63653,545.36320501,63819,62724,1358182043000
2026-08-17T15:47:02.380339+00:00,tBTCUSD,64091,64094,812,0.0128345,64079,587.53776271,64157,62724,1358182043000
2026-08-17T16:47:02.687552+00:00,tBTCUSD,64105,64110,798,0.01260365,64113,530.06089883,64247,62724,1358182043000
2026-08-17T17:47:02.516743+00:00,tBTCUSD,64295,64298,1089,0.0172291,64296,556.86309888,64452,62724,1358182043000
2026-08-17T18:47:02.672360+00:00,tBTCUSD,64449,64453,1220,0.01929433,64451,607.69579158,64646,62724,1358182043000
2026-08-17T19:47:02.948163+00:00,tBTCUSD,64381,64383,1213,0.01920033,64389,619.02674675,64646,62724,1358182043000
2026-08-17T20:47:02.538459+00:00,tBTCUSD,64387,64389,1296,0.02054111,64389,596.21947694,64646,62724,1358182043000
2026-08-17T21:47:02.670264+00:00,tBTCUSD,64392,64396,1453,0.02308218,64402,586.77677745,64646,62724,1358182043000
2026-08-17T22:47:02.715350+00:00,tBTCUSD,64326,64330,1320,0.02094939,64329,563.23828455,64646,62767,1358182043000
2026-08-17T23:47:02.730880+00:00,tBTCUSD,64505,64508,1552,0.02465449,64502,563.12986921,64646,62767,1358182043000
