collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-18T00:47:02.697339+00:00,tETHUSD,2440,2440.3,17.9,0.00738937,2440.3,95729.89019662,2484.1,2415.1,1457539475000
2026-09-18T01:47:03.212136+00:00,tETHUSD,2453.5,2453.8,23.3,0.00958611,2453.9,101566.00249667,2484.1,2417.6,1457539475000
2026-09-18T02:47:03.206137+00:00,tETHUSD,2459.9,2460,22.1,0.00906518,2460,108217.61593311,2484.1,2426,1457539475000
2026-09-18T03:47:03.135116+00:00,tETHUSD,2472.6,2472.9,35.3,0.01448443,2472.4,123802.87319496,2484.1,2426,1457539475000
2026-09-18T04:47:02.924074+00:00,tETHUSD,2473,2473.1,25.4,0.01037751,2473,151159.80755681,2484.1,2428.1,1457539475000
2026-09-18T05:47:03.184608+00:00,tETHUSD,2479.9,2480.1,35.8,0.01464872,2479.7,160267.87751898,2490,2428.1,1457539475000
2026-09-18T06:47:02.767099+00:00,tETHUSD,2484.2,2484.5,28.8,0.01172591,2484.9,161072.35241475,2490,2428.1,1457539475000
2026-09-18T07:47:03.248624+00:00,tETHUSD,2488.9,2489.2,41.9,0.01712021,2489.3,155595.07720326,2497,2428.1,1457539475000
2026-09-18T08:47:02.927236+00:00,tETHUSD,2495.6,2496,46.7,0.01906823,2495.8,151119.55325929,2505.3,2428.1,1457539475000
2026-09-18T09:47:03.675288+00:00,tETHUSD,2504.1,2504.4,64.7,0.02652074,2504.3,147192.69914428,2519.6,2428.1,1457539475000
2026-09-18T10:47:03.215646+00:00,tETHUSD,2515.3,2515.6,76.7,0.03145247,2515.3,147426.76844221,2519.6,2428.1,1457539475000
2026-09-18T11:47:03.333247+00:00,tETHUSD,2506.3,2506.7,49.9,0.02031097,2506.7,147349.53343363,2519.9,2433.1,1457539475000
2026-09-18T12:47:02.728141+00:00,tETHUSD,2504.8,2505.2,40.3,0.0163522,2504.8,141241.81489468,2519.9,2433.1,1457539475000
2026-09-18T13:47:03.134947+00:00,tETHUSD,2547.1,2548,67.7,0.02729729,2547.8,136592.79610724,2547.9,2436,1457539475000
2026-09-18T14:47:03.307078+00:00,tETHUSD,2576.6,2577,113.3,0.04599708,2576.5,126539.44323824,2581.6,2436,1457539475000
2026-09-18T15:47:03.385025+00:00,tETHUSD,2576,2576.4,103.6,0.04189413,2576.5,120980.0993271,2595.7,2436,1457539475000
2026-09-18T16:47:03.519914+00:00,tETHUSD,2592.7,2593.3,117.4,0.04741902,2593.2,119381.96150628,2608.1,2436,1457539475000
2026-09-18T17:47:03.723992+00:00,tETHUSD,2596.7,2596.9,134,0.05441624,2596.5,118768.79431846,2608.1,2436,1457539475000
2026-09-18T18:47:03.542153+00:00,tETHUSD,2611.9,2612,157.4,0.0641245,2612,120525.45536391,2625,2436,1457539475000
2026-09-18T19:47:03.757699+00:00,tETHUSD,2637.5,2638,183.9,0.0749572,2637.3,120362.6557173,2642.3,2436,1457539475000
2026-09-18T20:47:03.275113+00:00,tETHUSD,2634.7,2635,179.8,0.07323232,2635,116219.39435435,2644.3,2436,1457539475000
2026-09-18T21:47:03.250610+00:00,tETHUSD,2623.6,2623.8,174.7,0.07133815,2623.6,119985.12254071,2644.3,2436,1457539475000
2026-09-18T22:47:03.497887+00:00,tETHUSD,2618,2618.7,169.3,0.06912179,2618.6,116167.34176508,2644.3,2436,1457539475000
2026-09-18T23:47:03.220972+00:00,tETHUSD,2610.1,2610.6,163.6,0.06685738,2610.6,110692.64398409,2644.3,2436,1457539475000
