collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-08-23T00:47:03.850811+00:00,fETH,1787443500000,1.2e-07,23.56,9439.74611132,9439.54297357,8293.67215278,"[1787443500000, null, null, 1.2e-07, 23.56, null, null, 9439.74611132, 9439.54297357, null, null, 8293.67215278, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T01:47:04.422260+00:00,fETH,1787447100000,1.2e-07,23.29,9470.34412773,9470.14098998,8866.64038507,"[1787447100000, null, null, 1.2e-07, 23.29, null, null, 9470.34412773, 9470.14098998, null, null, 8866.64038507, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T02:47:05.010115+00:00,fETH,1787450700000,1.2e-07,23.58,9456.85832748,9456.65518973,8889.43270542,"[1787450700000, null, null, 1.2e-07, 23.58, null, null, 9456.85832748, 9456.65518973, null, null, 8889.43270542, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T03:47:03.807988+00:00,fETH,1787454300000,1.2e-07,23.06,9484.26309269,9484.05995494,8262.83738509,"[1787454300000, null, null, 1.2e-07, 23.06, null, null, 9484.26309269, 9484.05995494, null, null, 8262.83738509, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T04:47:03.393744+00:00,fETH,1787457900000,1.2e-07,22.93,9515.30066691,9515.09752916,8837.33095907,"[1787457900000, null, null, 1.2e-07, 22.93, null, null, 9515.30066691, 9515.09752916, null, null, 8837.33095907, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T05:47:03.199191+00:00,fETH,1787461500000,1.2e-07,24.84,9345.33043185,9344.98043185,8178.21540448,"[1787461500000, null, null, 1.2e-07, 24.84, null, null, 9345.33043185, 9344.98043185, null, null, 8178.21540448, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T06:47:03.105705+00:00,fETH,1787465100000,1.2e-07,26.1,9202.73782516,9202.38782516,8495.58243443,"[1787465100000, null, null, 1.2e-07, 26.1, null, null, 9202.73782516, 9202.38782516, null, null, 8495.58243443, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T07:47:02.896886+00:00,fETH,1787468700000,1.2e-07,26.33,9189.3252742,9188.9752742,9110.18263646,"[1787468700000, null, null, 1.2e-07, 26.33, null, null, 9189.3252742, 9188.9752742, null, null, 9110.18263646, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T08:47:03.370416+00:00,fETH,1787472300000,1.2e-07,25.86,9205.16042598,9204.81042598,8493.62624735,"[1787472300000, null, null, 1.2e-07, 25.86, null, null, 9205.16042598, 9204.81042598, null, null, 8493.62624735, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T09:47:03.679264+00:00,fETH,1787475900000,1.3e-07,27.41,9004.80695128,9004.57181353,9114.77478995,"[1787475900000, null, null, 1.3e-07, 27.41, null, null, 9004.80695128, 9004.57181353, null, null, 9114.77478995, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T10:47:03.526481+00:00,fETH,1787479500000,1.2e-07,26.18,9194.56164568,9194.32650793,8453.20549729,"[1787479500000, null, null, 1.2e-07, 26.18, null, null, 9194.56164568, 9194.32650793, null, null, 8453.20549729, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T11:47:04.080613+00:00,fETH,1787483100000,1.2e-07,26.33,9191.68886603,9191.45372828,8535.13653792,"[1787483100000, null, null, 1.2e-07, 26.33, null, null, 9191.68886603, 9191.45372828, null, null, 8535.13653792, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T12:47:03.430701+00:00,fETH,1787486700000,1.2e-07,26.27,9192.98128233,9192.74614458,9152.09158446,"[1787486700000, null, null, 1.2e-07, 26.27, null, null, 9192.98128233, 9192.74614458, null, null, 9152.09158446, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T13:47:03.841236+00:00,fETH,1787490300000,1.2e-07,26.54,9178.71955729,9178.48441954,8652.29023321,"[1787490300000, null, null, 1.2e-07, 26.54, null, null, 9178.71955729, 9178.48441954, null, null, 8652.29023321, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T14:47:08.308254+00:00,fETH,1787493900000,1.2e-07,26.91,9162.54563762,9162.31049987,9151.50284946,"[1787493900000, null, null, 1.2e-07, 26.91, null, null, 9162.54563762, 9162.31049987, null, null, 9151.50284946, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T15:47:02.855959+00:00,fETH,1787497500000,1.2e-07,27.13,9158.94018801,9158.81005026,9087.46606517,"[1787497500000, null, null, 1.2e-07, 27.13, null, null, 9158.94018801, 9158.81005026, null, null, 9087.46606517, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T16:47:03.679429+00:00,fETH,1787501100000,1.2e-07,27.31,9173.90295629,9173.77281854,9110.92970895,"[1787501100000, null, null, 1.2e-07, 27.31, null, null, 9173.90295629, 9173.77281854, null, null, 9110.92970895, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T17:47:03.095218+00:00,fETH,1787504700000,1.3e-07,28.59,8934.20548464,8934.07534689,8760.04345379,"[1787504700000, null, null, 1.3e-07, 28.59, null, null, 8934.20548464, 8934.07534689, null, null, 8760.04345379, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T18:47:03.197156+00:00,fETH,1787508300000,1.3e-07,28.41,8949.17953538,8949.04939763,9342.34643881,"[1787508300000, null, null, 1.3e-07, 28.41, null, null, 8949.17953538, 8949.04939763, null, null, 9342.34643881, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T19:47:04.019828+00:00,fETH,1787511900000,1.3e-07,28.37,8952.44076615,8952.3106284,8960.49950273,"[1787511900000, null, null, 1.3e-07, 28.37, null, null, 8952.44076615, 8952.3106284, null, null, 8960.49950273, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T20:47:03.325523+00:00,fETH,1787515500000,1.3e-07,28.7,8922.16649222,8922.03635447,8994.54635263,"[1787515500000, null, null, 1.3e-07, 28.7, null, null, 8922.16649222, 8922.03635447, null, null, 8994.54635263, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T21:47:02.905356+00:00,fETH,1787519100000,1.3e-07,32.73,8654.23352475,8654.103387,9602.35163936,"[1787519100000, null, null, 1.3e-07, 32.73, null, null, 8654.23352475, 8654.103387, null, null, 9602.35163936, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T22:47:02.644563+00:00,fETH,1787522700000,1.3e-07,32.92,8656.54114527,8656.41100752,9532.21668695,"[1787522700000, null, null, 1.3e-07, 32.92, null, null, 8656.54114527, 8656.41100752, null, null, 9532.21668695, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-23T23:47:02.932647+00:00,fETH,1787526300000,1.3e-07,32.29,8662.83597905,8662.6008413,9184.28841932,"[1787526300000, null, null, 1.3e-07, 32.29, null, null, 8662.83597905, 8662.6008413, null, null, 9184.28841932, null, null, null, null, null, null, null, null, null, null, null, null]"
