collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-08-22T00:47:02.807119+00:00,fUST,1787357100000,6.8e-07,69.7,477323528.87147945,428945178.9872032,19216689.13124338,"[1787357100000, null, null, 6.8e-07, 69.7, null, null, 477323528.87147945, 428945178.9872032, null, null, 19216689.13124338, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T01:47:03.362969+00:00,fUST,1787360700000,6.8e-07,69.79,478053366.5875456,429672477.70326924,18845303.82276504,"[1787360700000, null, null, 6.8e-07, 69.79, null, null, 478053366.5875456, 429672477.70326924, null, null, 18845303.82276504, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T02:47:03.254345+00:00,fUST,1787364300000,6.8e-07,69.88,478208991.154975,429795073.61197543,18808948.8697648,"[1787364300000, null, null, 6.8e-07, 69.88, null, null, 478208991.154975, 429795073.61197543, null, null, 18808948.8697648, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T03:47:02.356833+00:00,fUST,1787367900000,6.8e-07,69.63,479033622.60367936,430627067.3123536,18017051.5072235,"[1787367900000, null, null, 6.8e-07, 69.63, null, null, 479033622.60367936, 430627067.3123536, null, null, 18017051.5072235, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T04:47:02.625471+00:00,fUST,1787371500000,6.8e-07,69.53,479504625.60476995,431096554.4610333,17081219.75537573,"[1787371500000, null, null, 6.8e-07, 69.53, null, null, 479504625.60476995, 431096554.4610333, null, null, 17081219.75537573, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T05:47:02.266313+00:00,fUST,1787375100000,6.8e-07,69.56,480839573.9041033,432379433.5331534,15435343.00722799,"[1787375100000, null, null, 6.8e-07, 69.56, null, null, 480839573.9041033, 432379433.5331534, null, null, 15435343.00722799, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T06:47:02.961374+00:00,fUST,1787378700000,6.8e-07,70.73,479238326.1338703,430698729.4698845,16116701.04677819,"[1787378700000, null, null, 6.8e-07, 70.73, null, null, 479238326.1338703, 430698729.4698845, null, null, 16116701.04677819, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T07:47:02.883186+00:00,fUST,1787382300000,6.8e-07,70.12,479652935.9540176,431110028.3069194,15889816.94434088,"[1787382300000, null, null, 6.8e-07, 70.12, null, null, 479652935.9540176, 431110028.3069194, null, null, 15889816.94434088, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T08:47:02.538964+00:00,fUST,1787385900000,6.8e-07,71.51,479033546.3862376,430469670.7633444,16328700.22731697,"[1787385900000, null, null, 6.8e-07, 71.51, null, null, 479033546.3862376, 430469670.7633444, null, null, 16328700.22731697, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T09:47:02.943073+00:00,fUST,1787389500000,6.8e-07,69.92,480470299.1955601,431874046.75755644,14925037.3303845,"[1787389500000, null, null, 6.8e-07, 69.92, null, null, 480470299.1955601, 431874046.75755644, null, null, 14925037.3303845, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T10:47:02.415632+00:00,fUST,1787393100000,6.8e-07,69.89,479738160.1347865,430880064.26324606,15102911.32433726,"[1787393100000, null, null, 6.8e-07, 69.89, null, null, 479738160.1347865, 430880064.26324606, null, null, 15102911.32433726, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T11:47:02.279136+00:00,fUST,1787396700000,6.8e-07,69.67,479800193.07378715,430717984.07920504,14735759.17560203,"[1787396700000, null, null, 6.8e-07, 69.67, null, null, 479800193.07378715, 430717984.07920504, null, null, 14735759.17560203, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T12:47:03.116687+00:00,fUST,1787400300000,6.8e-07,69.77,471098109.70051956,366912432.8969747,15526618.25691714,"[1787400300000, null, null, 6.8e-07, 69.77, null, null, 471098109.70051956, 366912432.8969747, null, null, 15526618.25691714, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T13:47:02.989448+00:00,fUST,1787403900000,6.8e-07,70.38,470529873.8003946,366303774.87120265,16027444.59182556,"[1787403900000, null, null, 6.8e-07, 70.38, null, null, 470529873.8003946, 366303774.87120265, null, null, 16027444.59182556, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T14:47:03.032817+00:00,fUST,1787407500000,6.8e-07,69.91,470909745.3480155,366764440.89488095,16592033.85766928,"[1787407500000, null, null, 6.8e-07, 69.91, null, null, 470909745.3480155, 366764440.89488095, null, null, 16592033.85766928, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T15:47:03.273570+00:00,fUST,1787411100000,6.8e-07,69.98,470192860.5624692,365987314.43601733,16758384.29248848,"[1787411100000, null, null, 6.8e-07, 69.98, null, null, 470192860.5624692, 365987314.43601733, null, null, 16758384.29248848, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T16:47:03.978805+00:00,fUST,1787414700000,6.8e-07,69.4,471000056.9522553,366498025.20199555,16984479.36487817,"[1787414700000, null, null, 6.8e-07, 69.4, null, null, 471000056.9522553, 366498025.20199555, null, null, 16984479.36487817, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T17:47:03.328844+00:00,fUST,1787418300000,6.7e-07,69.36,472088960.28927743,367505768.5166599,16101214.41886651,"[1787418300000, null, null, 6.7e-07, 69.36, null, null, 472088960.28927743, 367505768.5166599, null, null, 16101214.41886651, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T18:47:03.230376+00:00,fUST,1787421900000,6.7e-07,68.93,473101332.8169756,368557873.55703306,15918387.95846393,"[1787421900000, null, null, 6.7e-07, 68.93, null, null, 473101332.8169756, 368557873.55703306, null, null, 15918387.95846393, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T19:47:03.410280+00:00,fUST,1787425500000,6.7e-07,68.87,473341982.8170716,368785622.16668886,15559399.0015999,"[1787425500000, null, null, 6.7e-07, 68.87, null, null, 473341982.8170716, 368785622.16668886, null, null, 15559399.0015999, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-08-22T20:47:02.914882+00:00,fUST,1787429100000,6.7e-07,68.83,472743232.3467205,368175400.4756097,16426740.29894415,"[1787429100000, null, null, 6.7e-07, 68.83, null, null, 472743232.3467205, 368175400.4756097, null, null, 16426740.29894415, null, null, null, null, null, null, null, null, null, null, null, null]"
