collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-04T00:47:03.086780+00:00,tBTCUSD,81229,81237,3730,0.04812469,81237,994.36864134,82320,77045,1358182043000
2026-09-04T01:47:03.833953+00:00,tBTCUSD,80814,80825,3247,0.04185411,80826,1117.20642704,82320,77171,1358182043000
2026-09-04T02:47:02.989599+00:00,tBTCUSD,80716,80728,2776,0.03561349,80724,1170.20334919,82320,77171,1358182043000
2026-09-04T03:47:03.232253+00:00,tBTCUSD,80903,80917,3016,0.03872078,80907,1183.02988995,82320,77171,1358182043000
2026-09-04T04:47:03.657516+00:00,tBTCUSD,81111,81121,3192,0.04096457,81113,1184.01138707,82320,77171,1358182043000
2026-09-04T05:47:03.151497+00:00,tBTCUSD,80986,80995,3067,0.03936088,80987,1188.73695069,82320,77541,1358182043000
2026-09-04T06:47:03.674058+00:00,tBTCUSD,80868,80871,2622,0.03350799,80872,1253.35724193,82320,77541,1358182043000
2026-09-04T07:47:03.206774+00:00,tBTCUSD,80763,80773,2636,0.03373821,80767,1249.39123932,82320,77541,1358182043000
2026-09-04T08:47:04.303045+00:00,tBTCUSD,81145,81154,3123,0.0400205,81158,1318.09912754,82320,77541,1358182043000
2026-09-04T09:47:03.065730+00:00,tBTCUSD,81259,81272,3520,0.04527215,81272,1340.02577672,82320,77541,1358182043000
2026-09-04T10:47:03.141690+00:00,tBTCUSD,81146,81160,3253,0.04176349,81144,1339.54135456,82320,77761,1358182043000
2026-09-04T11:47:03.718379+00:00,tBTCUSD,81301,81302,3123,0.03994628,81303,1355.38684324,82320,77956,1358182043000
2026-09-04T12:47:03.552886+00:00,tBTCUSD,79300,79330,508,0.00644613,79315,2298.22172976,82320,78533,1358182043000
2026-09-04T13:47:04.055075+00:00,tBTCUSD,79619,79645,524,0.00662494,79619,2370.89800883,82320,78776,1358182043000
2026-09-04T14:47:04.603655+00:00,tBTCUSD,79150,79162,-1892,-0.0233465,79148,2277.72802965,82320,78947,1358182043000
2026-09-04T15:47:03.933500+00:00,tBTCUSD,79577,79594,-1865,-0.02289664,79588,2201.96044437,82320,78720,1358182043000
2026-09-04T16:47:04.053356+00:00,tBTCUSD,79869,79876,-1295,-0.01595692,79861,2106.31987548,82320,78720,1358182043000
2026-09-04T17:47:03.610892+00:00,tBTCUSD,79554,79570,-1839,-0.02259269,79559,2086.02586912,82320,78720,1358182043000
2026-09-04T18:47:04.154994+00:00,tBTCUSD,79683,79697,-2026,-0.0247944,79686,2057.31713936,82320,78720,1358182043000
2026-09-04T19:47:04.385395+00:00,tBTCUSD,79771,79785,-2022,-0.02472185,79768,1949.54331994,82320,78720,1358182043000
2026-09-04T20:47:04.606855+00:00,tBTCUSD,79787,79794,-1855,-0.02272115,79787,1899.21928782,82320,78720,1358182043000
2026-09-04T21:47:04.251232+00:00,tBTCUSD,79871,79883,-1734,-0.02124844,79872,1881.81463476,81606,78720,1358182043000
2026-09-04T22:47:03.756260+00:00,tBTCUSD,79752,79764,-1450,-0.0178556,79757,1989.14819841,81478,78720,1358182043000
2026-09-04T23:47:03.475323+00:00,tBTCUSD,79742,79752,-1533,-0.01886189,79742,1974.93152756,81478,78720,1358182043000
