collected_at,market,candle_key,mts,open,close,high,low,volume
2026-09-12T00:47:03.093183+00:00,fETH,trade:1h:a30:p2:p30,1789171200000,0.0001164,0.00011427,0.0001164,2e-07,4.21716257
2026-09-12T01:47:02.804156+00:00,fETH,trade:1h:a30:p2:p30,1789174800000,0.0001139,0.00011657,0.00012459,2e-07,11.72620423
2026-09-12T02:47:03.239738+00:00,fETH,trade:1h:a30:p2:p30,1789178400000,0.00011938,0.00011918,0.00012,6e-06,27.77892131
2026-09-12T03:47:02.808991+00:00,fETH,trade:1h:a30:p2:p30,1789182000000,0.00011914,0.0001135,0.00012188,6e-06,10.34200171
2026-09-12T04:47:02.963399+00:00,fETH,trade:1h:a30:p2:p30,1789185600000,0.00011,0.00011345,0.0001194,2e-07,2.21830272
2026-09-12T05:47:02.875352+00:00,fETH,trade:1h:a30:p2:p30,1789189200000,0.00011324,0.00011366,0.000123,2e-07,2.72720769
2026-09-12T06:47:03.138499+00:00,fETH,trade:1h:a30:p2:p30,1789192800000,0.00011014,0.00011297,0.0001221,2e-07,9.14874126
2026-09-12T07:47:03.477261+00:00,fETH,trade:1h:a30:p2:p30,1789196400000,0.00011965,0.00012,0.00012178,2e-07,30.3053767
2026-09-12T08:47:02.736869+00:00,fETH,trade:1h:a30:p2:p30,1789200000000,0.00012,0.00012,0.000121,2e-07,36.359690979999996
2026-09-12T09:47:02.982484+00:00,fETH,trade:1h:a30:p2:p30,1789203600000,0.00011804,6e-06,0.000135,6e-06,10.71595126
2026-09-12T10:47:03.806930+00:00,fETH,trade:1h:a30:p2:p30,1789207200000,0.000119,0.00012,0.00012,0.000119,38.256550319999995
2026-09-12T11:47:02.882086+00:00,fETH,trade:1h:a30:p2:p30,1789210800000,2e-07,9e-05,9e-05,2e-07,0.86345925
2026-09-12T12:47:03.631317+00:00,fETH,trade:1h:a30:p2:p30,1789214400000,0.00011487,2e-05,0.00012498,2e-07,368.72105704
2026-09-12T13:47:02.946143+00:00,fETH,trade:1h:a30:p2:p30,1789218000000,0.00010574,2.998e-05,0.000125,2e-07,88.03200311
2026-09-12T14:47:03.908002+00:00,fETH,trade:1h:a30:p2:p30,1789221600000,0.00011927,0.000125,0.000125,0.00011927,13.51352458
2026-09-12T15:47:03.511354+00:00,fETH,trade:1h:a30:p2:p30,1789225200000,0.00012299,0.000125,0.000125,2e-07,87.4239938
2026-09-12T16:47:03.415636+00:00,fETH,trade:1h:a30:p2:p30,1789228800000,2e-07,2.998e-05,0.000115,2e-07,80.61015058
2026-09-12T17:47:02.927958+00:00,fETH,trade:1h:a30:p2:p30,1789232400000,9e-05,9e-05,9e-05,9e-05,0.05998699
2026-09-12T18:47:03.133152+00:00,fETH,trade:1h:a30:p2:p30,1789236000000,2e-07,0.00011003,0.00011003,2e-07,3.48723979
2026-09-12T19:47:02.729530+00:00,fETH,trade:1h:a30:p2:p30,1789239600000,2e-07,9.5e-05,9.5e-05,2e-07,11.38889415
2026-09-12T20:47:03.209757+00:00,fETH,trade:1h:a30:p2:p30,1789243200000,0.00011399,2.5e-05,0.000115,2e-07,63.47754784
2026-09-12T21:47:03.058459+00:00,fETH,trade:1h:a30:p2:p30,1789246800000,0.000113,0.0001,0.000113,2e-07,13.74821616
2026-09-12T22:47:03.410286+00:00,fETH,trade:1h:a30:p2:p30,1789250400000,0.0001,2.998e-05,0.000125,2.998e-05,59.46219263
2026-09-12T23:47:02.411379+00:00,fETH,trade:1h:a30:p2:p30,1789254000000,0.00012456,1e-05,0.00012456,2e-07,3.60904605
