collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-03T00:47:03.640058+00:00,tBTCUSD,77189,77201,-203,-0.0026226,77201,507.86661417,77843,76321,1358182043000
2026-09-03T01:47:03.323772+00:00,tBTCUSD,77410,77424,199,0.00257675,77428,512.89736225,77843,76321,1358182043000
2026-09-03T02:47:04.394483+00:00,tBTCUSD,77836,77851,220,0.00283421,77843,542.27107179,78000,76321,1358182043000
2026-09-03T03:47:03.876049+00:00,tBTCUSD,77726,77734,119,0.00153343,77723,503.43452473,78000,76321,1358182043000
2026-09-03T04:47:03.729225+00:00,tBTCUSD,77698,77715,32,0.00041202,77698,510.49895226,78000,76321,1358182043000
2026-09-03T05:47:03.777770+00:00,tBTCUSD,77500,77514,-277,-0.00356146,77500,517.22372392,78000,76321,1358182043000
2026-09-03T06:47:03.267718+00:00,tBTCUSD,77880,77895,48,0.00061663,77891,508.3747126,78000,76321,1358182043000
2026-09-03T07:47:03.193701+00:00,tBTCUSD,77937,77955,305,0.00392864,77940,529.19641236,78250,76321,1358182043000
2026-09-03T08:47:03.177285+00:00,tBTCUSD,77968,77977,828,0.01073387,77967,508.04456991,78250,76321,1358182043000
2026-09-03T09:47:03.148608+00:00,tBTCUSD,77810,77822,953,0.01239949,77811,444.33935627,78250,76321,1358182043000
2026-09-03T10:47:03.745861+00:00,tBTCUSD,77593,77606,781,0.01016742,77595,386.96038229,78250,76417,1358182043000
2026-09-03T11:47:03.124696+00:00,tBTCUSD,78047,78055,1117,0.01451856,78053,380.1771796,78250,76701,1358182043000
2026-09-03T12:47:03.290263+00:00,tBTCUSD,78390,78402,1424,0.01849831,78404,384.45366787,78554,76701,1358182043000
2026-09-03T13:47:03.502053+00:00,tBTCUSD,78995,79007,1567,0.02023267,79016,418.91640023,79090,76835,1358182043000
2026-09-03T14:47:03.389109+00:00,tBTCUSD,80015,80025,2747,0.03554883,80021,482.74984737,80034,76835,1358182043000
2026-09-03T15:47:04.163914+00:00,tBTCUSD,80816,80849,3339,0.04308999,80828,609.90181042,81081,77045,1358182043000
2026-09-03T16:47:03.609314+00:00,tBTCUSD,80919,80929,3609,0.04666468,80948,665.44558559,81462,77045,1358182043000
2026-09-03T17:47:03.012792+00:00,tBTCUSD,81184,81187,3642,0.0469687,81183,713.73289269,81462,77045,1358182043000
2026-09-03T18:47:03.164604+00:00,tBTCUSD,81054,81068,3561,0.04595194,81055,733.96927816,81462,77045,1358182043000
2026-09-03T19:47:04.058572+00:00,tBTCUSD,81628,81634,4017,0.05176346,81620,802.52266824,81712,77045,1358182043000
2026-09-03T20:47:03.006060+00:00,tBTCUSD,81448,81458,3963,0.05114604,81447,883.51789137,81818,77045,1358182043000
2026-09-03T21:47:03.176951+00:00,tBTCUSD,81420,81436,4066,0.05255267,81436,931.94279564,82320,77045,1358182043000
2026-09-03T22:47:03.566076+00:00,tBTCUSD,81237,81248,3930,0.05083299,81242,963.99634621,82320,77045,1358182043000
2026-09-03T23:47:03.330773+00:00,tBTCUSD,81204,81216,3742,0.04830319,81211,979.27367024,82320,77045,1358182043000
