collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-19T00:47:03.696862+00:00,tETHUSD,2619.6,2620,167.9,0.06849147,2619.3,107116.55673061,2644.3,2444.1,1457539475000
2026-09-19T01:47:03.182818+00:00,tETHUSD,2614.5,2614.9,154.9,0.06298796,2614.1,100571.03218307,2644.3,2450.5,1457539475000
2026-09-19T02:47:03.878920+00:00,tETHUSD,2617.5,2617.9,145.7,0.05893775,2617.8,94302.9813063,2644.3,2459.2,1457539475000
2026-09-19T03:47:03.313266+00:00,tETHUSD,2620.8,2621.2,142.1,0.05732613,2620.9,71517.8781306,2644.3,2465.5,1457539475000
2026-09-19T04:47:03.533075+00:00,tETHUSD,2612.2,2612.8,122.3,0.04911647,2612.3,46164.1813551,2644.3,2473.2,1457539475000
2026-09-19T05:47:03.510025+00:00,tETHUSD,2624.8,2625.1,139.3,0.05604506,2624.8,43413.04702535,2644.3,2478,1457539475000
2026-09-19T06:47:03.793703+00:00,tETHUSD,2627.7,2628.2,132.9,0.0532708,2627.7,41562.2561921,2644.3,2483.6,1457539475000
2026-09-19T07:47:03.403926+00:00,tETHUSD,2623,2623.3,126.2,0.05054267,2623.1,41201.5222845,2644.3,2484.1,1457539475000
2026-09-19T08:47:03.227559+00:00,tETHUSD,2649.7,2650,134.8,0.05359841,2649.8,42464.2125598,2661.6,2493.6,1457539475000
2026-09-19T09:47:03.025630+00:00,tETHUSD,2638.4,2638.8,123.7,0.04918685,2638.6,42286.50034194,2661.6,2493.6,1457539475000
2026-09-19T10:47:04.694276+00:00,tETHUSD,2643.3,2643.7,126.3,0.05017679,2643.4,42264.89296897,2661.6,2493.6,1457539475000
2026-09-19T11:47:02.934685+00:00,tETHUSD,2639.3,2639.6,129.7,0.05167742,2639.5,42368.1106784,2661.6,2493.6,1457539475000
2026-09-19T12:47:03.861617+00:00,tETHUSD,2639.7,2640.1,137.9,0.05511591,2639.9,42383.81013657,2661.6,2493.6,1457539475000
2026-09-19T13:47:03.147021+00:00,tETHUSD,2634.2,2634.6,65.7,0.02557814,2634.3,41583.27498581,2661.6,2553.6,1457539475000
2026-09-19T14:47:03.253256+00:00,tETHUSD,2639,2639.1,52.4,0.02025669,2639.2,40106.71926965,2661.6,2564.7,1457539475000
2026-09-19T15:47:03.791575+00:00,tETHUSD,2645.5,2645.8,49.2,0.01895442,2644.9,39515.72630841,2661.6,2578,1457539475000
2026-09-19T16:47:03.624883+00:00,tETHUSD,2645.2,2645.8,49.4,0.01902928,2645.4,34169.21206468,2661.6,2583.4,1457539475000
2026-09-19T17:47:03.565089+00:00,tETHUSD,2647.6,2647.7,39.8,0.01526132,2647.7,29721.3296296,2667.3,2598.9,1457539475000
2026-09-19T18:47:03.154849+00:00,tETHUSD,2639.7,2640,15,0.00571429,2640,23020.47151116,2667.3,2601.6,1457539475000
2026-09-19T19:47:03.079843+00:00,tETHUSD,2635.8,2636.1,-1.4,-0.00053087,2635.8,19012.80052231,2667.3,2601.6,1457539475000
2026-09-19T20:47:03.724330+00:00,tETHUSD,2634.2,2634.4,-4.3,-0.00162947,2634.6,18712.01542294,2667.3,2601.6,1457539475000
2026-09-19T21:47:03.473004+00:00,tETHUSD,2625.4,2625.8,-6,-0.00228024,2625.3,10565.56787842,2667.3,2601.6,1457539475000
2026-09-19T22:47:04.058383+00:00,tETHUSD,2628.1,2628.5,7.4,0.00282346,2628.3,9672.66219664,2667.3,2601.6,1457539475000
2026-09-19T23:47:03.274185+00:00,tETHUSD,2634.6,2634.8,22.6,0.0086527,2634.5,9408.65852108,2667.3,2601.6,1457539475000
