collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-09-20T00:47:03.630432+00:00,fUSD,1789862700000,8.5e-07,85.89,6093169626.838003,6008600542.138769,156210625.46334246,"[1789862700000, null, null, 8.5e-07, 85.89, null, null, 6093169626.838003, 6008600542.138769, null, null, 156210625.46334246, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T01:47:03.392124+00:00,fUSD,1789866300000,8.5e-07,85.9,6094357045.943351,6009061856.572757,156765556.6925692,"[1789866300000, null, null, 8.5e-07, 85.9, null, null, 6094357045.943351, 6009061856.572757, null, null, 156765556.6925692, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T02:47:03.074153+00:00,fUSD,1789869900000,8.5e-07,85.92,6093223807.895382,6008212006.483217,155464121.9302081,"[1789869900000, null, null, 8.5e-07, 85.92, null, null, 6093223807.895382, 6008212006.483217, null, null, 155464121.9302081, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T03:47:03.209008+00:00,fUSD,1789873500000,8.5e-07,85.99,6092725505.6028805,6005977371.008461,156111568.08408406,"[1789873500000, null, null, 8.5e-07, 85.99, null, null, 6092725505.6028805, 6005977371.008461, null, null, 156111568.08408406, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T04:47:02.857261+00:00,fUSD,1789877100000,8.5e-07,85.99,6091962322.301609,6005832577.095507,156913623.54298127,"[1789877100000, null, null, 8.5e-07, 85.99, null, null, 6091962322.301609, 6005832577.095507, null, null, 156913623.54298127, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T05:47:04.020361+00:00,fUSD,1789880700000,8.5e-07,85.93,6092549555.255944,6007374951.980548,157962641.57297182,"[1789880700000, null, null, 8.5e-07, 85.93, null, null, 6092549555.255944, 6007374951.980548, null, null, 157962641.57297182, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T06:47:04.007915+00:00,fUSD,1789884300000,8.5e-07,86,6090257741.69382,6006021868.289566,155007432.96309683,"[1789884300000, null, null, 8.5e-07, 86, null, null, 6090257741.69382, 6006021868.289566, null, null, 155007432.96309683, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T07:47:03.569132+00:00,fUSD,1789887900000,8.5e-07,86.04,6090026096.911726,6005308722.007022,152386117.58567238,"[1789887900000, null, null, 8.5e-07, 86.04, null, null, 6090026096.911726, 6005308722.007022, null, null, 152386117.58567238, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T08:47:03.647440+00:00,fUSD,1789891500000,8.5e-07,85.98,6090237494.968323,6004977455.2092,162723645.4218954,"[1789891500000, null, null, 8.5e-07, 85.98, null, null, 6090237494.968323, 6004977455.2092, null, null, 162723645.4218954, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T09:47:02.942065+00:00,fUSD,1789895100000,8.5e-07,85.76,6081223454.017597,5998866570.196305,162206368.09990665,"[1789895100000, null, null, 8.5e-07, 85.76, null, null, 6081223454.017597, 5998866570.196305, null, null, 162206368.09990665, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T10:47:03.502323+00:00,fUSD,1789898700000,8.5e-07,85.87,6082025844.378055,5999607598.0202465,161087075.69364756,"[1789898700000, null, null, 8.5e-07, 85.87, null, null, 6082025844.378055, 5999607598.0202465, null, null, 161087075.69364756, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T11:47:03.721919+00:00,fUSD,1789902300000,8.5e-07,85.46,6081291879.413867,5997721561.513891,162458999.3653047,"[1789902300000, null, null, 8.5e-07, 85.46, null, null, 6081291879.413867, 5997721561.513891, null, null, 162458999.3653047, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T12:47:03.375456+00:00,fUSD,1789905900000,8.5e-07,85.54,6081984491.186371,5996184753.462973,163965245.05818778,"[1789905900000, null, null, 8.5e-07, 85.54, null, null, 6081984491.186371, 5996184753.462973, null, null, 163965245.05818778, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-20T13:47:03.593709+00:00,fUSD,1789909500000,8.5e-07,85.69,6069893445.24688,5985895840.438708,175598281.7450234,"[1789909500000, null, null, 8.5e-07, 85.69, null, null, 6069893445.24688, 5985895840.438708, null, null, 175598281.7450234, null, null, null, null, null, null, null, null, null, null, null, null]"
