collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-07T00:47:03.374739+00:00,tETHUSD,2515.3,2515.9,12.8,0.00511448,2515.5,3027.46079351,2528.4,2464.1,1457539475000
2026-09-07T01:47:03.947532+00:00,tETHUSD,2503.8,2504.2,-10,-0.00397788,2503.9,2925.714761,2528.4,2464.1,1457539475000
2026-09-07T02:47:03.750284+00:00,tETHUSD,2529.9,2530,22,0.00877228,2529.9,2973.95956016,2539.1,2464.1,1457539475000
2026-09-07T03:47:03.590255+00:00,tETHUSD,2501.4,2501.8,-10.9,-0.00433779,2501.9,2997.26844849,2539.1,2464.1,1457539475000
2026-09-07T04:47:03.591496+00:00,tETHUSD,2500.1,2500.5,-7.9,-0.00314917,2500.7,3055.10426591,2539.1,2464.1,1457539475000
2026-09-07T05:47:04.565774+00:00,tETHUSD,2513.8,2514.2,-2.3,-0.00091408,2513.9,3036.9605963,2539.1,2464.1,1457539475000
2026-09-07T06:47:03.619365+00:00,tETHUSD,2502.1,2502.4,-7.9,-0.00314678,2502.6,3076.68015438,2539.1,2464.1,1457539475000
2026-09-07T07:47:04.051523+00:00,tETHUSD,2490.1,2490.4,-12,-0.00479578,2490.2,3254.29068011,2539.1,2464.1,1457539475000
2026-09-07T08:47:04.155936+00:00,tETHUSD,2495.6,2496.1,-6.1,-0.00243815,2495.8,3254.88940824,2539.1,2464.1,1457539475000
2026-09-07T09:47:04.449016+00:00,tETHUSD,2494.4,2494.8,-11.1,-0.00443025,2494.4,3345.49273475,2539.1,2464.1,1457539475000
2026-09-07T10:47:04.045883+00:00,tETHUSD,2493.7,2494.2,-13.2,-0.00526505,2493.9,3426.88413199,2539.1,2464.1,1457539475000
2026-09-07T11:47:04.363176+00:00,tETHUSD,2492.9,2493.2,-13,-0.00518755,2493,3300.62491866,2539.1,2464.1,1457539475000
2026-09-07T12:47:03.801333+00:00,tETHUSD,2498.3,2498.5,-4.8,-0.00191716,2498.9,3317.08154087,2539.1,2464.1,1457539475000
2026-09-07T13:47:05.058450+00:00,tETHUSD,2500.5,2500.6,3.6,0.00144144,2501.1,3327.21034267,2539.1,2464.1,1457539475000
2026-09-07T14:47:03.865686+00:00,tETHUSD,2485.2,2485.4,3.5,0.00141021,2485.4,2716.76755711,2539.1,2473.1,1457539475000
2026-09-07T15:47:03.888817+00:00,tETHUSD,2472.8,2473.2,-13,-0.00522907,2473.1,3155.77282047,2539.1,2468.9,1457539475000
2026-09-07T16:47:04.246053+00:00,tETHUSD,2483,2483.2,-5.8,-0.00233035,2483.1,3458.92528737,2539.1,2468.9,1457539475000
2026-09-07T17:47:04.855923+00:00,tETHUSD,2494.8,2495.1,-2.9,-0.00116098,2495,3409.58004665,2539.1,2468.9,1457539475000
2026-09-07T18:47:04.223463+00:00,tETHUSD,2491,2491.3,-6.3,-0.00252262,2491.1,3413.2811646,2539.1,2468.9,1457539475000
2026-09-07T19:47:03.599812+00:00,tETHUSD,2498.8,2499.1,3.5,0.00140241,2499.2,3483.50483342,2539.1,2468.9,1457539475000
2026-09-07T20:47:04.172864+00:00,tETHUSD,2494.8,2495,-21,-0.00834691,2494.9,3492.2167771,2539.1,2468.9,1457539475000
2026-09-07T21:47:03.877832+00:00,tETHUSD,2495.9,2496,-15.7,-0.006251,2495.9,3383.65601473,2539.1,2468.9,1457539475000
2026-09-07T22:47:03.690840+00:00,tETHUSD,2483.5,2483.9,-35.6,-0.01413147,2483.6,3418.76064237,2539.1,2468.9,1457539475000
2026-09-07T23:47:04.284434+00:00,tETHUSD,2493.8,2494.2,-26.9,-0.01067122,2493.9,3269.57263688,2539.1,2468.9,1457539475000
