collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-10T00:47:03.504140+00:00,tBTCUSD,78298,78310,-627,-0.00794304,78310,594.98212603,79830,77853,1358182043000
2026-09-10T01:47:03.796503+00:00,tBTCUSD,78161,78169,-799,-0.01011713,78176,632.47882253,79830,77853,1358182043000
2026-09-10T02:47:04.044924+00:00,tBTCUSD,78356,78364,-440,-0.00558496,78343,638.6229109,79830,77853,1358182043000
2026-09-10T03:47:03.762252+00:00,tBTCUSD,78444,78456,-550,-0.00696141,78457,646.32123599,79830,77853,1358182043000
2026-09-10T04:47:03.484332+00:00,tBTCUSD,78429,78440,-956,-0.01204076,78441,621.09866894,79830,77853,1358182043000
2026-09-10T05:47:03.391302+00:00,tBTCUSD,78493,78503,-709,-0.00895078,78502,602.2563059,79830,77853,1358182043000
2026-09-10T06:47:03.630838+00:00,tBTCUSD,78360,78375,-1045,-0.01314995,78423,604.54796911,79830,77853,1358182043000
2026-09-10T07:47:03.456277+00:00,tBTCUSD,78117,78131,-1508,-0.01893782,78121,589.61249284,79830,77853,1358182043000
2026-09-10T08:47:04.580066+00:00,tBTCUSD,78198,78210,-1593,-0.01996441,78199,586.44879362,79792,77853,1358182043000
2026-09-10T09:47:03.693213+00:00,tBTCUSD,78072,78075,-1066,-0.01346963,78075,572.7948805,79750,77853,1358182043000
2026-09-10T10:47:04.244923+00:00,tBTCUSD,78097,78099,-940,-0.01189286,78099,604.4760359,79750,77853,1358182043000
2026-09-10T11:47:03.690178+00:00,tBTCUSD,78053,78067,-1484,-0.01865728,78056,630.88680247,79750,77782,1358182043000
2026-09-10T12:47:04.229168+00:00,tBTCUSD,77080,77113,-2646,-0.03319991,77053,832.52512627,79750,77011,1358182043000
2026-09-10T13:47:04.541230+00:00,tBTCUSD,77277,77307,-1993,-0.02514192,77277,2678.29433509,79479,76767,1358182043000
2026-09-10T14:47:03.984140+00:00,tBTCUSD,77539,77554,-1921,-0.02417112,77554,2904.88760859,79475,76767,1358182043000
2026-09-10T15:47:04.222724+00:00,tBTCUSD,77311,77348,-1546,-0.01960585,77308,3054.78535155,79001,76767,1358182043000
2026-09-10T16:47:03.715822+00:00,tBTCUSD,77253,77279,-1714,-0.02169922,77275,3400.48006995,78994,76767,1358182043000
2026-09-10T17:47:03.930219+00:00,tBTCUSD,77409,77429,-1452,-0.01841191,77410,3394.86030629,78862,76767,1358182043000
2026-09-10T18:47:03.872695+00:00,tBTCUSD,77227,77242,-1337,-0.01701797,77227,3397.8577148,78691,76767,1358182043000
2026-09-10T19:47:03.856901+00:00,tBTCUSD,77268,77284,-1112,-0.01418603,77275,3393.4430267,78639,76767,1358182043000
2026-09-10T20:47:04.073086+00:00,tBTCUSD,77373,77385,-1065,-0.0135776,77373,3379.7647979,78639,76767,1358182043000
2026-09-10T21:47:03.447587+00:00,tBTCUSD,77252,77276,-1014,-0.01295201,77275,3397.40661485,78639,76767,1358182043000
2026-09-10T22:47:03.997194+00:00,tBTCUSD,76969,76981,-1306,-0.0166805,76989,3376.53101535,78639,76767,1358182043000
2026-09-10T23:47:03.563260+00:00,tBTCUSD,76835,76854,-1621,-0.02065626,76854,3381.13802825,78639,76542,1358182043000
