collected_at,market,candle_key,mts,open,close,high,low,volume
2026-09-04T00:47:03.086780+00:00,fBTC,trade:1h:a30:p2:p30,1788480000000,1e-08,2e-08,2e-08,1e-08,0.1508201
2026-09-04T01:47:03.833953+00:00,fBTC,trade:1h:a30:p2:p30,1788483600000,2e-08,3e-08,3e-08,2e-08,0.74198158
2026-09-04T02:47:02.989599+00:00,fBTC,trade:1h:a30:p2:p30,1788487200000,1e-08,2e-08,2e-08,1e-08,0.14999943
2026-09-04T03:47:03.232253+00:00,fBTC,trade:1h:a30:p2:p30,1788490800000,2e-08,2e-08,2e-08,2e-08,0.05293241
2026-09-04T04:47:03.657516+00:00,fBTC,trade:1h:a30:p2:p30,1788494400000,1e-08,1e-08,1e-08,1e-08,0.03252983
2026-09-04T05:47:03.151497+00:00,fBTC,trade:1h:a30:p2:p30,1788498000000,1e-08,2e-08,2e-08,1e-08,0.12333089
2026-09-04T06:47:03.674058+00:00,fBTC,trade:1h:a30:p2:p30,1788501600000,2e-08,1e-08,2e-08,1e-08,0.57153877
2026-09-04T07:47:03.206774+00:00,fBTC,trade:1h:a30:p2:p30,1788505200000,3e-08,2e-08,3e-08,1e-08,0.77882327
2026-09-04T08:47:04.303045+00:00,fBTC,trade:1h:a30:p2:p30,1788508800000,2e-08,2e-08,3e-08,2e-08,5.04702097
2026-09-04T09:47:03.065730+00:00,fBTC,trade:1h:a30:p2:p30,1788512400000,2e-08,1e-08,2e-08,1e-08,0.07821343
2026-09-04T10:47:03.141690+00:00,fBTC,trade:1h:a30:p2:p30,1788512400000,2e-08,3e-08,3e-08,1e-08,0.10295603
2026-09-04T11:47:03.718379+00:00,fBTC,trade:1h:a30:p2:p30,1788519600000,2e-08,2e-08,2e-08,2e-08,0.01029037
2026-09-04T12:47:03.552886+00:00,fBTC,trade:1h:a30:p2:p30,1788523200000,2e-08,3e-08,3e-08,2e-08,37.6808477
2026-09-04T13:47:04.055075+00:00,fBTC,trade:1h:a30:p2:p30,1788526800000,2e-08,1e-08,3e-08,1e-08,4.02316358
2026-09-04T14:47:04.603655+00:00,fBTC,trade:1h:a30:p2:p30,1788530400000,3e-08,2e-08,3e-08,1e-08,0.64406235
2026-09-04T15:47:03.933500+00:00,fBTC,trade:1h:a30:p2:p30,1788534000000,2e-08,3e-08,3e-08,1e-08,3.3461178
2026-09-04T16:47:04.053356+00:00,fBTC,trade:1h:a30:p2:p30,1788537600000,2e-08,2e-08,3e-08,1e-08,1.5343674600000001
2026-09-04T17:47:03.610892+00:00,fBTC,trade:1h:a30:p2:p30,1788541200000,2e-08,3e-08,3e-08,2e-08,0.10736267
2026-09-04T18:47:04.154994+00:00,fBTC,trade:1h:a30:p2:p30,1788544800000,2e-08,3e-08,3e-08,2e-08,0.4707511
2026-09-04T19:47:04.385395+00:00,fBTC,trade:1h:a30:p2:p30,1788548400000,3e-08,3e-08,3e-08,3e-08,0.10397729
2026-09-04T20:47:04.606855+00:00,fBTC,trade:1h:a30:p2:p30,1788552000000,3e-08,3e-08,3e-08,3e-08,0.36747231
2026-09-04T21:47:04.251232+00:00,fBTC,trade:1h:a30:p2:p30,1788555600000,2e-08,2e-08,2e-08,2e-08,3.77899421
2026-09-04T22:47:03.756260+00:00,fBTC,trade:1h:a30:p2:p30,1788559200000,2e-08,1e-08,3e-08,1e-08,30.36740924
2026-09-04T23:47:03.475323+00:00,fBTC,trade:1h:a30:p2:p30,1788562800000,1e-08,1e-08,1e-08,1e-08,0.00929674
