collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-08-22T00:47:02.807119+00:00,tETHUSD,2510.8,2511.3,162.7,0.06926647,2511.6,26499.98590838,2549,2338.1,1457539475000
2026-08-22T01:47:03.362969+00:00,tETHUSD,2517.6,2517.9,154.6,0.06540593,2518.3,26576.04256368,2549,2338.1,1457539475000
2026-08-22T02:47:03.254345+00:00,tETHUSD,2508.9,2509.1,160.1,0.06816827,2508.7,26316.78549642,2549,2338.1,1457539475000
2026-08-22T03:47:02.356833+00:00,tETHUSD,2519.6,2519.9,167.4,0.07118255,2519.1,26095.89006228,2549,2342.3,1457539475000
2026-08-22T04:47:02.625471+00:00,tETHUSD,2524.4,2524.9,164.3,0.06960685,2524.7,26033.52975074,2549,2350,1457539475000
2026-08-22T05:47:02.266313+00:00,tETHUSD,2435.8,2436.9,57.6,0.02421185,2436.6,27958.08553903,2549,2355.6,1457539475000
2026-08-22T06:47:02.961374+00:00,tETHUSD,2436,2436.1,48.5,0.02031839,2435.5,28666.23256668,2549,2358.6,1457539475000
2026-08-22T07:47:02.883186+00:00,tETHUSD,2436.9,2437.2,44.3,0.01851697,2436.7,28098.24854163,2549,2358.6,1457539475000
2026-08-22T08:47:02.538964+00:00,tETHUSD,2421.4,2422.2,-26.5,-0.01082339,2421.9,26536.80256644,2549,2358.6,1457539475000
2026-08-22T09:47:02.943073+00:00,tETHUSD,2421,2421.1,13.1,0.00544065,2420.9,25159.16918861,2549,2358.6,1457539475000
2026-08-22T10:47:02.415632+00:00,tETHUSD,2416.2,2416.3,15.3,0.00637713,2414.5,24882.44369729,2549,2358.6,1457539475000
2026-08-22T11:47:02.279136+00:00,tETHUSD,2428.3,2428.6,47.5,0.01995044,2428.4,24182.13370486,2549,2367.1,1457539475000
2026-08-22T12:47:03.116687+00:00,tETHUSD,2431.3,2431.6,34.6,0.01443531,2431.5,22840.49812178,2549,2369,1457539475000
2026-08-22T13:47:02.989448+00:00,tETHUSD,2427.8,2428.2,39.4,0.01649502,2428,21769.00682944,2549,2370.6,1457539475000
2026-08-22T14:47:03.032817+00:00,tETHUSD,2415.3,2415.8,8.2,0.00340616,2415.6,21302.54362034,2549,2384.8,1457539475000
2026-08-22T15:47:03.273570+00:00,tETHUSD,2415.6,2415.8,17.6,0.00733884,2415.8,23015.94838505,2549,2384.8,1457539475000
2026-08-22T16:47:03.978805+00:00,tETHUSD,2430.2,2430.5,8.4,0.00346835,2430.3,26224.760299,2549,2385.9,1457539475000
2026-08-22T17:47:03.328844+00:00,tETHUSD,2426.3,2426.4,-1.8,-0.00074135,2426.2,25614.23493954,2549,2385.9,1457539475000
2026-08-22T18:47:03.230376+00:00,tETHUSD,2429,2429.2,6.3,0.00260159,2427.9,23928.93964984,2549,2385.9,1457539475000
2026-08-22T19:47:03.410280+00:00,tETHUSD,2438.5,2439,6.1,0.0025075,2438.8,23069.98332515,2549,2385.9,1457539475000
2026-08-22T20:47:02.914882+00:00,tETHUSD,2438.8,2439.1,-21.8,-0.00885891,2439,22380.24791014,2549,2385.9,1457539475000
2026-08-22T21:47:02.908017+00:00,tETHUSD,2413.7,2413.9,-135.3,-0.05307964,2413.7,23586.94251097,2549,2385.9,1457539475000
2026-08-22T22:47:03.294941+00:00,tETHUSD,2419.4,2419.8,-108.6,-0.04295886,2419.4,25731.572015,2547.9,2385.9,1457539475000
2026-08-22T23:47:03.410795+00:00,tETHUSD,2425.3,2425.5,-98.5,-0.0390269,2425.4,27064.37227446,2531.3,2385.9,1457539475000
