collected_at,market,candle_key,mts,open,close,high,low,volume
2026-09-07T00:47:03.374739+00:00,fUST,trade:1h:a30:p2:p30,1788739200000,0.00012649,0.00013697,0.000199,0.0001,596010.43753195
2026-09-07T01:47:03.947532+00:00,fUST,trade:1h:a30:p2:p30,1788742800000,0.00013847,0.00019998,0.00019999,0.00011701,352824.25696040003
2026-09-07T02:47:03.750284+00:00,fUST,trade:1h:a30:p2:p30,1788746400000,0.00015493,0.00019504,0.00019701,0.00015493,709497.86424616
2026-09-07T03:47:03.590255+00:00,fUST,trade:1h:a30:p2:p30,1788750000000,0.00016,0.00019701,0.00019701,0.00015699,535039.63411489
2026-09-07T04:47:03.591496+00:00,fUST,trade:1h:a30:p2:p30,1788753600000,0.00016,0.0001,0.00019899,7.6e-05,80978.52340218
2026-09-07T05:47:04.565774+00:00,fUST,trade:1h:a30:p2:p30,1788757200000,0.00016,8e-05,0.00019999,8e-05,2072151.69264102
2026-09-07T06:47:03.619365+00:00,fUST,trade:1h:a30:p2:p30,1788760800000,0.00016,0.00018028,0.00019998,0.00010573,71846.51039135
2026-09-07T07:47:04.051523+00:00,fUST,trade:1h:a30:p2:p30,1788764400000,0.00016,0.000145,0.00019999,7.6e-05,2000014.03551029
2026-09-07T08:47:04.155936+00:00,fUST,trade:1h:a30:p2:p30,1788768000000,0.00013999,8e-05,0.00015,9.6e-07,141627.74899912
2026-09-07T09:47:04.449016+00:00,fUST,trade:1h:a30:p2:p30,1788771600000,0.00014129,0.0001,0.00014999,0.0001,205144.11600803
2026-09-07T10:47:04.045883+00:00,fUST,trade:1h:a30:p2:p30,1788775200000,0.00013999,0.00014,0.00015,0.00013823,78784.09516103
2026-09-07T11:47:04.363176+00:00,fUST,trade:1h:a30:p2:p30,1788778800000,0.00012878,0.00015699,0.000157,0.0001,1530056.98412907
2026-09-07T12:47:03.801333+00:00,fUST,trade:1h:a30:p2:p30,1788782400000,0.00014699,0.000157,0.000157,0.0001,544194.07805752
2026-09-07T13:47:05.058450+00:00,fUST,trade:1h:a30:p2:p30,1788786000000,0.00014119,0.000118,0.000157,0.000118,1085952.92321495
2026-09-07T14:47:03.865686+00:00,fUST,trade:1h:a30:p2:p30,1788789600000,0.00013691,0.00013717,0.00016,0.0001,1841687.94779041
2026-09-07T15:47:03.888817+00:00,fUST,trade:1h:a30:p2:p30,1788793200000,0.00012501,0.00013575,0.00016,0.0001,1013218.0053818
2026-09-07T16:47:04.246053+00:00,fUST,trade:1h:a30:p2:p30,1788796800000,0.00010569,0.0001206,0.00017,7.6e-05,555337.05510144
2026-09-07T17:47:04.855923+00:00,fUST,trade:1h:a30:p2:p30,1788800400000,0.000119,7.6e-05,0.00019999,7.6e-05,3513454.4393206
2026-09-07T18:47:04.223463+00:00,fUST,trade:1h:a30:p2:p30,1788804000000,0.00011765,0.00011745,0.0002,7.6e-05,901027.56847257
2026-09-07T19:47:03.599812+00:00,fUST,trade:1h:a30:p2:p30,1788807600000,0.00011971,0.00011566,0.00014288,0.00011566,630685.27154665
2026-09-07T20:47:04.172864+00:00,fUST,trade:1h:a30:p2:p30,1788811200000,0.0001156,0.00010897,0.0002,0.0001,2249753.6526195
2026-09-07T21:47:03.877832+00:00,fUST,trade:1h:a30:p2:p30,1788814800000,0.00011886,0.00011326,0.00011887,7.6e-05,351666.06618736
2026-09-07T22:47:03.690840+00:00,fUST,trade:1h:a30:p2:p30,1788818400000,0.00012135,0.0001,0.00021918,7.6e-05,4491198.97191838
2026-09-07T23:47:04.284434+00:00,fUST,trade:1h:a30:p2:p30,1788822000000,0.0001455,0.000142,0.00022299,7.6e-05,181773.96431995
