collected_at,market,candle_key,mts,open,close,high,low,volume
2026-09-15T00:47:03.679666+00:00,fUSD,trade:1h:a30:p2:p30,1789430400000,0.00014987,0.00027169,0.00030765,0.00014242,3254894.49636342
2026-09-15T01:47:03.103683+00:00,fUSD,trade:1h:a30:p2:p30,1789434000000,0.00021986,0.00014989,0.00030266,0.0001,2064455.73861794
2026-09-15T02:47:03.436060+00:00,fUSD,trade:1h:a30:p2:p30,1789437600000,0.00026435,0.00014875,0.000308,0.00014,7478358.07346742
2026-09-15T03:47:03.654793+00:00,fUSD,trade:1h:a30:p2:p30,1789441200000,0.00014844,0.00014767,0.00016794,0.00013635,1130251.47083371
2026-09-15T04:47:03.661460+00:00,fUSD,trade:1h:a30:p2:p30,1789444800000,0.00014314,0.00014998,0.00030793,0.00012276,8015679.86494992
2026-09-15T05:47:03.159559+00:00,fUSD,trade:1h:a30:p2:p30,1789448400000,0.00014994,0.00013991,0.00029279,0.00010959,1850096.93795001
2026-09-15T06:47:03.251642+00:00,fUSD,trade:1h:a30:p2:p30,1789452000000,0.00022,0.00015,0.00030801,0.00014,24733940.18570233
2026-09-15T07:47:03.449715+00:00,fUSD,trade:1h:a30:p2:p30,1789455600000,0.00013782,0.00014485,0.0002,7.945e-05,2796350.12855645
2026-09-15T08:47:03.469605+00:00,fUSD,trade:1h:a30:p2:p30,1789459200000,0.00014824,0.00015,0.000303,0.00010959,18125248.19858383
2026-09-15T09:47:03.026841+00:00,fUSD,trade:1h:a30:p2:p30,1789462800000,0.00023699,0.00014949,0.00025242,7.945e-05,3310813.44754601
2026-09-15T10:47:03.624977+00:00,fUSD,trade:1h:a30:p2:p30,1789466400000,0.00024353,0.00016567,0.0002998,7.945e-05,8368349.44488626
2026-09-15T11:47:03.147287+00:00,fUSD,trade:1h:a30:p2:p30,1789470000000,0.000208,7.945e-05,0.00029,7.945e-05,5352821.95589776
2026-09-15T12:47:03.259426+00:00,fUSD,trade:1h:a30:p2:p30,1789473600000,0.000215,0.00013997,0.00025,0.00013363,2269611.80115497
2026-09-15T13:47:04.715048+00:00,fUSD,trade:1h:a30:p2:p30,1789477200000,0.00020164,0.0001712,0.00028786,7.945e-05,8491106.61431712
2026-09-15T14:47:04.268152+00:00,fUSD,trade:1h:a30:p2:p30,1789480800000,0.00017384,7.945e-05,0.00026993,7.945e-05,2358110.55106545
2026-09-15T15:47:04.028245+00:00,fUSD,trade:1h:a30:p2:p30,1789484400000,0.00015965,0.00017124,0.00027,8e-05,3524691.03085363
2026-09-15T16:47:04.539034+00:00,fUSD,trade:1h:a30:p2:p30,1789488000000,0.00018146,0.0002551,0.0002739,8e-05,4180617.32006516
2026-09-15T17:47:04.100579+00:00,fUSD,trade:1h:a30:p2:p30,1789491600000,0.00026073,0.000255,0.0002987,0.0001,6329800.36913251
2026-09-15T18:47:04.245758+00:00,fUSD,trade:1h:a30:p2:p30,1789495200000,0.00023852,0.00024658,0.000295,0.00015,6683292.95498794
2026-09-15T19:47:03.455245+00:00,fUSD,trade:1h:a30:p2:p30,1789498800000,0.00025856,0.00026334,0.00029698,0.000147,6642762.51803117
2026-09-15T20:47:04.605148+00:00,fUSD,trade:1h:a30:p2:p30,1789502400000,0.00027299,0.00026314,0.0002955,0.00010959,9008963.47376396
2026-09-15T21:47:03.644289+00:00,fUSD,trade:1h:a30:p2:p30,1789506000000,0.00026849,0.0002572,0.00028083,7.945e-05,8543706.58599023
2026-09-15T22:47:03.917350+00:00,fUSD,trade:1h:a30:p2:p30,1789509600000,0.00025719,0.00015,0.00028049,0.00011781,4411414.62565103
2026-09-15T23:47:03.365333+00:00,fUSD,trade:1h:a30:p2:p30,1789513200000,0.00024658,0.00026874,0.00027375,0.00014199,4219404.4782859795
