collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-09-09T00:47:02.829538+00:00,tBTCUSD,78774,78797,-692,-0.0087078,78777,510.41067722,79595,77714,1358182043000
2026-09-09T01:47:03.154151+00:00,tBTCUSD,78916,78926,-622,-0.00781977,78920,511.20469404,79595,77714,1358182043000
2026-09-09T02:47:03.115514+00:00,tBTCUSD,78823,78835,-291,-0.00367814,78825,523.80381561,79116,77714,1358182043000
2026-09-09T03:47:03.429840+00:00,tBTCUSD,78684,78700,-333,-0.00421412,78687,453.40993564,79083,77714,1358182043000
2026-09-09T04:47:03.395976+00:00,tBTCUSD,79141,79158,228,0.00288864,79158,413.78459979,79279,77714,1358182043000
2026-09-09T05:47:03.783837+00:00,tBTCUSD,78932,78946,238,0.00302376,78948,404.661393,79438,77714,1358182043000
2026-09-09T06:47:03.447265+00:00,tBTCUSD,79225,79236,673,0.00856692,79231,387.0738921,79438,77714,1358182043000
2026-09-09T07:47:03.389228+00:00,tBTCUSD,79333,79341,767,0.00976249,79333,393.72048461,79468,77714,1358182043000
2026-09-09T08:47:03.486079+00:00,tBTCUSD,79733,79749,1167,0.0148513,79746,415.64135541,79830,77714,1358182043000
2026-09-09T09:47:03.229065+00:00,tBTCUSD,79111,79119,275,0.00348794,79118,421.43600461,79830,77714,1358182043000
2026-09-09T10:47:03.359085+00:00,tBTCUSD,79121,79127,453,0.00575779,79129,438.33683235,79830,77714,1358182043000
2026-09-09T11:47:03.355253+00:00,tBTCUSD,79146,79160,644,0.00820215,79160,443.05137742,79830,77714,1358182043000
2026-09-09T12:47:03.344778+00:00,tBTCUSD,79646,79654,1007,0.01280486,79649,458.58438866,79830,77714,1358182043000
2026-09-09T13:47:04.008689+00:00,tBTCUSD,79412,79422,1138,0.01453663,79423,451.1038747,79830,77942,1358182043000
2026-09-09T14:47:03.621975+00:00,tBTCUSD,79154,79169,422,0.0053588,79171,476.95898758,79830,78335,1358182043000
2026-09-09T15:47:03.444278+00:00,tBTCUSD,78713,78726,-256,-0.00324104,78731,540.40405028,79830,78126,1358182043000
2026-09-09T16:47:03.740838+00:00,tBTCUSD,78841,78855,-114,-0.00144375,78847,544.04571145,79830,78126,1358182043000
2026-09-09T17:47:03.879346+00:00,tBTCUSD,78775,78781,-8,-0.00010153,78787,539.08872007,79830,78126,1358182043000
2026-09-09T18:47:04.269966+00:00,tBTCUSD,78575,78584,-11,-0.00013997,78578,522.38205594,79830,78126,1358182043000
2026-09-09T19:47:03.556423+00:00,tBTCUSD,78369,78380,-314,-0.00399044,78374,529.1621866,79830,78126,1358182043000
2026-09-09T20:47:03.233077+00:00,tBTCUSD,78358,78370,-287,-0.00364945,78355,537.33444512,79830,78000,1358182043000
2026-09-09T21:47:02.963120+00:00,tBTCUSD,78252,78260,-473,-0.00600681,78271,542.14738135,79830,78000,1358182043000
2026-09-09T22:47:04.032836+00:00,tBTCUSD,78125,78140,-520,-0.00661199,78125,578.68675951,79830,77853,1358182043000
2026-09-09T23:47:03.394446+00:00,tBTCUSD,78331,78339,-466,-0.00591393,78331,581.85325891,79830,77853,1358182043000
