market,feature_time,hour,day_of_week,avg_rate,weighted_avg_rate,min_rate,max_rate,total_amount,avg_period,offer_count,demand_count,rate_spread,previous_weighted_avg_rate,rate_change,amount_change,target_next_weighted_avg_rate
fETH,2026-07-22T23:16:01.195120+00:00,23,2,1.1265442842571127e-05,1.749359197567182e-05,2e-07,1.7564383561643835e-05,12482.5692096,13.192307692307692,171,2,1.7364383561643833e-05,1.753195273260341e-05,-3.836075693158957e-08,7.990956710000319,1.748235869873922e-05
fETH,2026-07-23T00:13:44.893056+00:00,0,3,1.2501298339726028e-05,1.748235869873922e-05,2e-07,1.7501369863013698e-05,12475.827187789999,13.23076923076923,176,2,1.7301369863013696e-05,1.749359197567182e-05,-1.123327693260191e-08,-6.742021810001461,1.0202591801867724e-05
fETH,2026-07-23T03:44:05.374033+00:00,3,3,7.384944053108536e-06,1.0202591801867724e-05,2e-07,1.7e-05,41.92383681,4.384615384615385,28,2,1.68e-05,1.748235869873922e-05,-7.279766896871495e-06,-12433.90335098,1.7214240889460114e-05
fETH,2026-07-23T06:38:52.998565+00:00,6,3,1.571472444678609e-05,1.7214240889460114e-05,2e-07,1.798e-05,13311.58066864,26.46153846153846,193,2,1.778e-05,1.0202591801867724e-05,7.01164908759239e-06,13269.65683183,1.7192686969923673e-05
fETH,2026-07-23T09:35:20.205124+00:00,9,3,1.5860851949420442e-05,1.7192686969923673e-05,2e-07,1.804657534246575e-05,13448.83432184,25.384615384615383,196,2,1.784657534246575e-05,1.7214240889460114e-05,-2.1553919536441377e-08,137.25365320000128,1.714330823521509e-05
fETH,2026-07-23T12:01:50.368869+00:00,12,3,1.683677397260274e-05,1.714330823521509e-05,2e-07,2e-05,13505.15212259,29.46153846153846,202,2,1.98e-05,1.7192686969923673e-05,-4.937873470858207e-08,56.31780074999915,1.6938188264724847e-05
fETH,2026-07-23T14:29:08.627304+00:00,14,3,1.4418903740779767e-05,1.6938188264724847e-05,2e-07,1.797e-05,13336.02653276,25.0,203,2,1.7769999999999998e-05,1.714330823521509e-05,-2.0511997049024337e-07,-169.12558983000054,1.6935827115200488e-05
fETH,2026-07-23T16:44:19.021778+00:00,16,3,1.4717648577449949e-05,1.6935827115200488e-05,2e-07,1.798e-05,13476.40287292,24.923076923076923,205,2,1.778e-05,1.6938188264724847e-05,-2.3611495243597313e-09,140.37634016000084,1.6907845304073807e-05
fETH,2026-07-23T18:36:33.449562+00:00,18,3,1.6304187038988408e-05,1.6907845304073807e-05,2e-07,1.917808219178082e-05,13508.197003849999,24.923076923076923,202,2,1.8978082191780817e-05,1.6935827115200488e-05,-2.798181112668031e-08,31.794130929998573,1.691602383191214e-05
fETH,2026-07-23T20:19:32.645557+00:00,20,3,1.6611563224446784e-05,1.691602383191214e-05,2e-07,2e-05,13503.70149192,29.46153846153846,204,2,1.98e-05,1.6907845304073807e-05,8.17852783833298e-09,-4.4955119299993385,1.6999741269748103e-05
fETH,2026-07-23T22:13:32.184616+00:00,22,3,1.5866257639620653e-05,1.6999741269748103e-05,2e-07,1.804657534246575e-05,13465.53898525,25.307692307692307,202,2,1.784657534246575e-05,1.691602383191214e-05,8.371743783596242e-08,-38.16250666999986,1.699017717184777e-05
fETH,2026-07-23T23:11:01.215736+00:00,23,3,1.6706426238145415e-05,1.699017717184777e-05,2e-07,2e-05,13414.577793729999,29.46153846153846,200,2,1.98e-05,1.6999741269748103e-05,-9.564097900331198e-09,-50.961191520000284,1.6982148446970287e-05
fETH,2026-07-24T00:09:33.558317+00:00,0,4,1.6067511591148578e-05,1.6982148446970287e-05,2e-07,1.917e-05,13530.58829673,24.923076923076923,202,2,1.897e-05,1.699017717184777e-05,-8.028724877484817e-09,116.01050300000134,1.6955380637877963e-05
fETH,2026-07-24T03:40:35.483921+00:00,3,4,1.3407361801896733e-05,1.6955380637877963e-05,2e-07,1.8e-05,13479.85584692,29.46153846153846,201,2,1.78e-05,1.6982148446970287e-05,-2.676780909232311e-08,-50.73244981000062,1.6978807678556214e-05
fETH,2026-07-24T06:38:17.049490+00:00,6,4,1.4294987881981034e-05,1.6978807678556214e-05,2e-07,1.804657534246575e-05,13461.74479353,25.615384615384617,201,2,1.784657534246575e-05,1.6955380637877963e-05,2.3427040678250093e-08,-18.111053389999142,1.7009814547614853e-05
fETH,2026-07-24T09:32:43.273898+00:00,9,4,1.525273287671233e-05,1.7009814547614853e-05,2e-07,1.917808219178082e-05,13530.9294835,24.923076923076923,203,2,1.8978082191780817e-05,1.6978807678556214e-05,3.10068690586397e-08,69.18468996999945,1.7065750931454368e-05
fETH,2026-07-24T11:55:02.146694+00:00,11,4,1.5949097471022128e-05,1.7065750931454368e-05,2e-07,1.961369863013699e-05,13531.29793174,24.923076923076923,202,2,1.941369863013699e-05,1.7009814547614853e-05,5.593638383951481e-08,0.3684482400003617,1.7082755437136674e-05
fETH,2026-07-24T14:09:56.445861+00:00,14,4,1.6488233403582718e-05,1.7082755437136674e-05,2e-07,1.917e-05,13511.72678073,24.923076923076923,202,2,1.897e-05,1.7065750931454368e-05,1.700450568230594e-08,-19.571151010000904,1.7065182030973062e-05
fETH,2026-07-24T15:42:51.875100+00:00,15,4,8.28516518735511e-06,1.7065182030973062e-05,2e-07,1.710958904109589e-05,5720.66547816,3.3846153846153846,162,2,1.690958904109589e-05,1.7082755437136674e-05,-1.757340616361197e-08,-7791.0613025699995,1.702449887706242e-05
fETH,2026-07-24T17:50:06.611145+00:00,17,4,1.6207511591148577e-05,1.702449887706242e-05,2e-07,1.8e-05,13511.84736124,25.96153846153846,202,2,1.78e-05,1.7065182030973062e-05,-4.068315391064138e-08,7791.181883079999,1.6728557863237918e-05
fETH,2026-07-24T19:44:48.192458+00:00,19,4,1.4231958377239198e-05,1.6728557863237918e-05,2e-07,1.7449e-05,7025.2351874,16.46153846153846,204,2,1.7248999999999997e-05,1.702449887706242e-05,-2.9594101382450315e-07,-6486.61217384,1.7159525982169633e-05
fETH,2026-07-24T21:19:42.724002+00:00,21,4,1.6787659114857745e-05,1.7159525982169633e-05,2e-07,2e-05,13573.270775609999,29.923076923076923,205,2,1.98e-05,1.6728557863237918e-05,4.3096811893171544e-07,6548.035588209999,1.715016119903742e-05
fETH,2026-07-24T23:15:14.107907+00:00,23,4,1.5523170126448892e-05,1.715016119903742e-05,2e-07,1.81e-05,13609.40986435,25.384615384615383,205,2,1.7899999999999998e-05,1.7159525982169633e-05,-9.364783132214337e-09,36.13908874000117,1.7141440349778696e-05
fETH,2026-07-25T00:15:04.222676+00:00,0,5,1.4192485194942043e-05,1.7141440349778696e-05,2e-07,1.797e-05,13590.82371673,26.076923076923077,204,2,1.7769999999999998e-05,1.715016119903742e-05,-8.720849258722982e-09,-18.586147620000702,1.7079081484322643e-05
fETH,2026-07-25T03:37:41.013860+00:00,3,5,9.81106181496312e-06,1.7079081484322643e-05,2e-07,1.7142465753424658e-05,6795.47009707,14.615384615384615,205,2,1.6942465753424656e-05,1.7141440349778696e-05,-6.235886545605249e-08,-6795.35361966,1.70616409149872e-05
fETH,2026-07-25T06:28:09.046774+00:00,6,5,1.3526696414330875e-05,1.70616409149872e-05,2e-07,1.75e-05,13672.881122179999,20.73076923076923,208,2,1.7299999999999997e-05,1.7079081484322643e-05,-1.7440569335442122e-08,6877.411025109999,1.7004238247687897e-05
fETH,2026-07-25T09:11:24.129057+00:00,9,5,1.627457360379347e-05,1.7004238247687897e-05,2e-07,1.81e-05,13678.378705629999,26.346153846153847,206,2,1.7899999999999998e-05,1.70616409149872e-05,-5.740266729930429e-08,5.497583450000093,1.7020447683295016e-05
fETH,2026-07-25T10:42:41.978161+00:00,10,5,1.629101195995785e-05,1.7020447683295016e-05,2e-07,1.81e-05,13701.246890819999,26.346153846153847,206,2,1.7899999999999998e-05,1.7004238247687897e-05,1.6209435607119732e-08,22.868185190000077,1.7026835564119044e-05
fETH,2026-07-25T12:08:41.943073+00:00,12,5,1.5554078345626973e-05,1.7026835564119044e-05,2e-07,1.8e-05,13680.65324566,26.346153846153847,207,2,1.78e-05,1.7020447683295016e-05,6.387880824027247e-09,-20.59364515999914,1.7103422266052378e-05
fETH,2026-07-25T14:00:05.575801+00:00,14,5,1.684572550052687e-05,1.7103422266052378e-05,2e-07,2e-05,13739.27879957,29.46153846153846,213,2,1.98e-05,1.7026835564119044e-05,7.658670193333393e-08,58.625553910000235,1.7137442346350272e-05
fETH,2026-07-25T15:18:04.268744+00:00,15,5,1.6878602212855636e-05,1.7137442346350272e-05,2e-07,2e-05,13734.50503757,29.46153846153846,213,2,1.98e-05,1.7103422266052378e-05,3.402008029789472e-08,-4.7737620000007155,1.7103870161147336e-05
fETH,2026-07-25T17:13:26.239520+00:00,17,5,1.6420124868282403e-05,1.7103870161147336e-05,2e-07,1.917808219178082e-05,13711.1063528,25.26923076923077,208,2,1.8978082191780817e-05,1.7137442346350272e-05,-3.357218520293659e-08,-23.398684769999818,1.7134200249181853e-05
fETH,2026-07-25T18:06:46.402224+00:00,18,5,1.4749571654373024e-05,1.7134200249181853e-05,2e-07,1.79e-05,13679.93869762,25.26923076923077,211,2,1.77e-05,1.7103870161147336e-05,3.033008803451684e-08,-31.1676551799992,1.71041667424623e-05
fETH,2026-07-25T19:32:56.912286+00:00,19,5,1.63396875658588e-05,1.71041667424623e-05,2e-07,1.917808219178082e-05,13706.4562408,25.26923076923077,210,2,1.8978082191780817e-05,1.7134200249181853e-05,-3.003350671955271e-08,26.517543179999848,1.7168009321659312e-05
fETH,2026-07-25T21:07:47.707131+00:00,21,5,1.5927359009483666e-05,1.7168009321659312e-05,2e-07,1.81e-05,13602.72064208,25.26923076923077,208,2,1.7899999999999998e-05,1.71041667424623e-05,6.384257919701193e-08,-103.73559872000078,1.713772242460955e-05
fETH,2026-07-25T22:08:34.871136+00:00,22,5,1.4703120126448895e-05,1.713772242460955e-05,2e-07,1.797e-05,13677.906932529999,25.96153846153846,211,2,1.7769999999999998e-05,1.7168009321659312e-05,-3.028689704976208e-08,75.18629044999943,1.7132915681288597e-05
fETH,2026-07-25T23:10:41.027327+00:00,23,5,1.4158163329820865e-05,1.7132915681288597e-05,2e-07,1.75e-05,13679.99517531,21.423076923076923,211,2,1.7299999999999997e-05,1.713772242460955e-05,-4.806743320952581e-09,2.0882427800006553,1.7131513256623054e-05
fETH,2026-07-26T00:11:50.480606+00:00,0,6,1.4155576923076924e-05,1.7131513256623054e-05,2e-07,1.75e-05,13680.55953374,21.423076923076923,212,2,1.7299999999999997e-05,1.7132915681288597e-05,-1.4024246655434372e-09,0.5643584299996292,1.7093713202631813e-05
fETH,2026-07-26T03:52:54.139295+00:00,3,6,1.6332210221285565e-05,1.7093713202631813e-05,2e-07,1.81e-05,13701.44939417,25.26923076923077,207,2,1.7899999999999998e-05,1.7131513256623054e-05,-3.780005399124027e-08,20.889860430001136,1.7098407862541868e-05
fETH,2026-07-26T06:47:32.858914+00:00,6,6,1.584803846153846e-05,1.7098407862541868e-05,2e-07,1.797e-05,13685.98277854,26.346153846153847,207,2,1.7769999999999998e-05,1.7093713202631813e-05,4.694659910054247e-09,-15.466615630000888,1.6761073812042285e-05
fETH,2026-07-26T09:22:39.705872+00:00,9,6,1.3005798123076923e-05,1.6761073812042285e-05,2e-07,1.6772602739726028e-05,6823.76976488,14.576923076923077,208,2,1.6572602739726026e-05,1.7098407862541868e-05,-3.373340504995832e-07,-6862.213013659999,1.707276291035168e-05
fETH,2026-07-26T11:36:04.775378+00:00,11,6,1.631787249736565e-05,1.707276291035168e-05,2e-07,1.81e-05,13699.68189396,25.26923076923077,209,2,1.7899999999999998e-05,1.6761073812042285e-05,3.11689098309394e-07,6875.912129079999,1.708806885587998e-05
fETH,2026-07-26T13:54:15.819991+00:00,13,6,1.6203901844046365e-05,1.708806885587998e-05,2e-07,1.961369863013699e-05,13690.82366807,25.26923076923077,207,2,1.941369863013699e-05,1.707276291035168e-05,1.5305945528299906e-08,-8.85822589000054,1.7334885476321234e-05
fETH,2026-07-26T15:19:16.257103+00:00,15,6,1.2318003793466805e-05,1.7334885476321234e-05,2e-07,1.75e-05,13667.317642349999,17.0,207,2,1.7299999999999997e-05,1.708806885587998e-05,2.468166204412555e-07,-23.506025720000252,1.7119539850311352e-05
fETH,2026-07-26T17:13:51.884707+00:00,17,6,1.6955793993677554e-05,1.7119539850311352e-05,2e-07,2e-05,13723.11308291,29.46153846153846,214,2,1.98e-05,1.7334885476321234e-05,-2.153456260098819e-07,55.795440560001225,1.7096949006489526e-05
fETH,2026-07-26T18:11:12.849575+00:00,18,6,1.452327555321391e-05,1.7096949006489526e-05,2e-07,1.81e-05,13687.68544773,24.923076923076923,209,2,1.7899999999999998e-05,1.7119539850311352e-05,-2.2590843821826444e-08,-35.427635179999925,1.7106907571306985e-05
fETH,2026-07-26T19:32:45.761444+00:00,19,6,1.3673797330242359e-05,1.7106907571306985e-05,2e-07,1.79e-05,13665.85628498,25.03846153846154,211,2,1.77e-05,1.7096949006489526e-05,9.958564817459583e-09,-21.82916275000025,1.7182020788677473e-05
fETH,2026-07-26T21:10:25.935833+00:00,21,6,1.6786932033719705e-05,1.7182020788677473e-05,2e-07,1.961369863013699e-05,13680.42122448,24.923076923076923,204,2,1.941369863013699e-05,1.7106907571306985e-05,7.51132173704883e-08,14.564939500000037,1.734731543452801e-05
fETH,2026-07-26T22:11:12.972882+00:00,22,6,1.437794014752371e-05,1.734731543452801e-05,2e-07,1.75e-05,13671.621037699999,20.384615384615383,205,2,1.7299999999999997e-05,1.7182020788677473e-05,1.65294645850537e-07,-8.80018678000124,1.716661612588002e-05
fETH,2026-07-26T23:10:50.483463+00:00,23,6,1.6999629610115913e-05,1.716661612588002e-05,2e-07,2e-05,13644.82017586,29.46153846153846,204,2,1.98e-05,1.734731543452801e-05,-1.8069930864799148e-07,-26.800861839998106,1.71667497912903e-05
fETH,2026-07-27T00:11:13.129998+00:00,0,0,1.5580059360730595e-05,1.71667497912903e-05,2e-07,1.917808219178082e-05,13625.43704468,24.074074074074073,199,3,1.8978082191780817e-05,1.716661612588002e-05,1.3366541027972647e-10,-19.38313118000042,1.7090495438524547e-05
fETH,2026-07-27T03:59:47.019409+00:00,3,0,1.4861620273972603e-05,1.7090495438524547e-05,2e-07,1.8e-05,13625.76969569,26.12,200,0,1.78e-05,1.71667497912903e-05,-7.625435276575169e-08,0.3326510099996085,1.7150798442080864e-05
fETH,2026-07-27T07:48:02.171368+00:00,7,0,1.0368007580931508e-05,1.7150798442080864e-05,2e-07,1.72e-05,6990.4915363499995,9.96,196,0,1.7e-05,1.7090495438524547e-05,6.030300355631691e-08,-6635.2781593400005,1.7076691358487532e-05
fETH,2026-07-27T11:37:09.757009+00:00,11,0,1.7335209315068495e-05,1.7076691358487532e-05,1.58e-05,1.999e-05,13734.40697005,30.44,202,0,4.189999999999999e-06,1.7150798442080864e-05,-7.410708359333157e-08,6743.915433700001,1.705824987015351e-05
fETH,2026-07-27T15:11:31.920315+00:00,15,0,1.7495614794520547e-05,1.705824987015351e-05,1.6635616438356163e-05,2e-05,13642.23955138,35.16,201,0,3.3643835616438385e-06,1.7076691358487532e-05,-1.8441488334021774e-08,-92.16741867000019,1.703496758277609e-05
fETH,2026-07-27T17:06:27.394792+00:00,17,0,1.6945203616438354e-05,1.703496758277609e-05,6.8452e-06,1.999e-05,13596.29762703,30.44,202,0,1.31448e-05,1.705824987015351e-05,-2.3282287377419318e-08,-45.94192434999968,1.7024509160198983e-05
fETH,2026-07-27T18:45:40.333161+00:00,18,0,1.7458573698630138e-05,1.7024509160198983e-05,1.6564383561643834e-05,2e-05,13556.10842443,35.16,202,0,3.4356164383561675e-06,1.703496758277609e-05,-1.0458422577108424e-08,-40.1892026000005,1.641803604689804e-05
fETH,2026-07-27T20:41:57.729908+00:00,20,0,1.0205834410958903e-05,1.641803604689804e-05,1.06e-06,1.643835616438356e-05,5723.67489328,14.24,116,0,1.537835616438356e-05,1.7024509160198983e-05,-6.064731133009443e-07,-7832.43353115,1.6990161929223375e-05
fETH,2026-07-27T22:16:53.614676+00:00,22,0,1.7693861369863015e-05,1.6990161929223375e-05,1.6383561643835615e-05,2.1e-05,12389.55958745,39.76,118,0,4.616438356164384e-06,1.641803604689804e-05,5.721258823253365e-07,6665.884694169999,1.6952212611944953e-05
fETH,2026-07-27T23:28:22.931359+00:00,23,0,1.6111724383561644e-05,1.6952212611944953e-05,2e-07,1.999e-05,12345.5081483,30.32,111,0,1.979e-05,1.6990161929223375e-05,-3.794931727842243e-08,-44.05143915000008,1.694146921463033e-05
fETH,2026-07-28T03:32:47.460971+00:00,3,1,1.7445127123287672e-05,1.694146921463033e-05,1.6336986301369862e-05,2e-05,12941.29695072,35.16,195,0,3.66301369863014e-06,1.6952212611944953e-05,-1.0743397314621431e-08,595.7888024200001,1.689290999046269e-05
fETH,2026-07-28T06:38:52.281383+00:00,6,1,1.7262206575342466e-05,1.689290999046269e-05,1.589e-05,2e-05,13488.13063802,35.92,194,0,4.110000000000003e-06,1.694146921463033e-05,-4.855922416764153e-08,546.8336873000007,1.687491921819541e-05
fETH,2026-07-28T09:46:30.239859+00:00,9,1,1.6914535342465756e-05,1.687491921819541e-05,1.58e-05,1.961369863013699e-05,13526.993868759999,27.08,194,0,3.8136986301369897e-06,1.689290999046269e-05,-1.7990772267278347e-08,38.86323073999847,1.692030865331918e-05
fETH,2026-07-28T12:11:49.002603+00:00,12,1,1.63522522630137e-05,1.692030865331918e-05,6.41606e-06,1.999e-05,13010.04802292,30.44,161,0,1.357394e-05,1.687491921819541e-05,4.5389435123767104e-08,-516.9458458399986,
fUSD,2026-07-21T14:26:37.443106+00:00,14,1,0.0001547859124461644,0.00017570625737544954,0.00012415135275,0.0002808219178082192,41062474.57909676,31.86,60,27,0.00015667056505821918,,,,0.00017591227370496935
fUSD,2026-07-21T14:30:50.828097+00:00,14,1,0.00018391765311256373,0.00017591227370496935,0.0001221,0.0002808219178082192,41227625.80403282,34.36,90,27,0.00015872191780821917,0.00017570625737544954,2.0601632951981275e-07,165151.2249360606,0.00017578605759296828
fUSD,2026-07-21T16:40:47.980834+00:00,16,1,0.0002029197148758769,0.00017578605759296828,0.00013,0.0002808219178082192,41406803.53003151,29.7,53,27,0.0001508219178082192,0.00017591227370496935,-1.2621611200107547e-07,179177.7259986922,0.00017578588499372294
fUSD,2026-07-21T18:39:19.753822+00:00,18,1,0.0001837298719337396,0.00017578588499372294,0.00013,0.0002808219178082192,41228314.11669133,29.6,47,27,0.0001508219178082192,0.00017578605759296828,-1.7259924533444965e-10,-178489.4133401811,0.00015144255501319377
fUSD,2026-07-21T20:35:06.527049+00:00,20,1,0.0001705171473129923,0.00015144255501319377,0.00012757,0.0002465753,33446796.8140874,29.4,69,28,0.00011900530000000001,0.00017578588499372294,-2.434332998052917e-05,-7781517.30260393,0.0001524818463105893
fUSD,2026-07-21T22:11:29.618376+00:00,22,1,0.00019419358110650303,0.0001524818463105893,0.00013,0.0002640905,33642514.05874561,32.36,58,30,0.0001340905,0.00015144255501319377,1.0392912973955352e-06,195717.24465820938,0.00015150798895386853
fUSD,2026-07-21T23:10:28.381665+00:00,23,1,0.00017130350937041803,0.00015150798895386853,0.00012757,0.00019316,33489396.28018298,32.16,42,27,6.559e-05,0.0001524818463105893,-9.738573567207801e-07,-153117.77856262773,0.000151440632897841
fUSD,2026-07-22T00:04:45.387917+00:00,0,2,0.00015597358265753426,0.000151440632897841,0.00012757,0.000181,33621527.45263084,31.88,93,27,5.343000000000001e-05,0.00015150798895386853,-6.735605602754152e-08,132131.17244786024,0.0001516087303389297
fUSD,2026-07-22T03:43:28.561589+00:00,3,2,0.00018400117150069748,0.0001516087303389297,0.00012820999500000001,0.00023181,33370939.48869212,29.6,70,27,0.00010360000499999998,0.000151440632897841,1.6809744108871533e-07,-250587.96393872052,0.0001513831346779968
fUSD,2026-07-22T06:41:18.638134+00:00,6,2,0.00015850549779260691,0.0001513831346779968,0.00012984291,0.00019203,33765625.75525545,27.38,105,27,6.218709e-05,0.0001516087303389297,-2.255956609328966e-07,394686.2665633336,0.00015133457103005306
fUSD,2026-07-22T09:37:44.615145+00:00,9,2,0.00014981518747396848,0.00015133457103005306,0.00013,0.00018010999999999998,33894532.497134626,27.04,60,27,5.010999999999999e-05,0.0001513831346779968,-4.8563647943745264e-08,128906.74187917262,0.0001512858276413489
fUSD,2026-07-22T12:02:30.048144+00:00,12,2,0.0001589954378863264,0.0001512858276413489,0.00012757,0.00018657534246575342,33858003.16764736,29.4,29,27,5.900534246575342e-05,0.00015133457103005306,-4.8743388704160836e-08,-36529.329487264156,0.0001842473614553264
fUSD,2026-07-22T14:20:36.619229+00:00,14,2,0.00018720751518241187,0.0001842473614553264,0.000131,0.00028767123287671236,39755556.95776452,29.4,60,26,0.00015667123287671234,0.0001512858276413489,3.29615338139775e-05,5897553.7901171595,0.00018389475736034472
fUSD,2026-07-22T16:43:20.434717+00:00,16,2,0.00019713341734166765,0.00018389475736034472,0.000131,0.00028767123287671236,39506657.7215015,30.24,96,26,0.00015667123287671234,0.0001842473614553264,-3.526040949816786e-07,-248899.23626302183,0.00015518062351932926
fUSD,2026-07-22T18:20:47.639564+00:00,18,2,0.0001898324246974351,0.00015518062351932926,0.00013202,0.00022997,28588617.25091194,28.04,28,33,9.795e-05,0.00018389475736034472,-2.871413384101547e-05,-10918040.47058956,0.00015561134104590516
fUSD,2026-07-22T20:20:20.622622+00:00,20,2,0.00020549803179903587,0.00015561134104590516,0.000131,0.0002600238602419472,30675862.1595679,28.34,113,34,0.00012902386024194718,0.00015518062351932926,4.307175265759098e-07,2087244.90865596,0.00015539049039496814
fUSD,2026-07-22T22:15:30.972723+00:00,22,2,0.00015275828796677777,0.00015539049039496814,0.000131,0.00018010999999999998,30187392.46457011,27.24,41,28,4.910999999999997e-05,0.00015561134104590516,-2.2085065093702702e-07,-488469.6949977912,0.000152787346962285
fUSD,2026-07-22T23:16:00.762742+00:00,23,2,0.00016788410938516852,0.000152787346962285,0.00012757,0.00019451,33772315.13056836,30.42,28,27,6.694e-05,0.00015539049039496814,-2.6031434326831318e-06,3584922.665998254,0.00015270749400637923
fUSD,2026-07-23T00:13:44.399220+00:00,0,3,0.0001507975223742299,0.00015270749400637923,0.0001221,0.00018010999999999998,34340371.92686833,31.96,132,27,5.800999999999997e-05,0.000152787346962285,-7.985295590577255e-08,568056.7962999642,0.00015266906937202266
fUSD,2026-07-23T03:44:04.629493+00:00,3,3,0.0001501880907577663,0.00015266906937202266,0.000121,0.00018010999999999998,34957472.54077172,31.6,94,27,5.910999999999998e-05,0.00015270749400637923,-3.842463435656924e-08,617100.6139033958,0.00015287618641633138
fUSD,2026-07-23T06:38:52.560169+00:00,6,3,0.00015232775002698736,0.00015287618641633138,0.000128709811897313,0.00018010999999999998,33561356.83011682,26.68,61,38,5.1400188102686994e-05,0.00015266906937202266,2.0711704430871353e-07,-1396115.7106548995,0.00018057375787741532
fUSD,2026-07-23T09:35:19.777045+00:00,9,3,0.00017326871550900152,0.00018057375787741532,0.00012757,0.00028767123287671236,42799035.93664463,31.4,39,27,0.00016010123287671236,0.00015287618641633138,2.769757146108394e-05,9237679.106527805,0.00018008468256461074
fUSD,2026-07-23T12:01:49.957780+00:00,12,3,0.00015502738290105525,0.00018008468256461074,0.00012757,0.00028767123287671236,42486879.77986879,31.4,62,27,0.00016010123287671236,0.00018057375787741532,-4.890753128045783e-07,-312156.1567758396,0.00017993139629928807
fUSD,2026-07-23T14:29:08.086316+00:00,14,3,0.00018670550589794448,0.00017993139629928807,0.00013,0.00028767123287671236,42230659.21374207,29.6,28,27,0.00015767123287671237,0.00018008468256461074,-1.5328626532266822e-07,-256220.56612671912,0.00015279769530889207
fUSD,2026-07-23T16:44:18.675702+00:00,16,3,0.00015918967863213035,0.00015279769530889207,0.00013,0.000184025,34229604.30810347,27.18,61,27,5.4025e-05,0.00017993139629928807,-2.7133700990396005e-05,-8001054.905638598,0.00015274210010727697
fUSD,2026-07-23T18:36:32.973334+00:00,18,3,0.00016181297987123399,0.00015274210010727697,0.00013,0.00019289574794520547,34065067.73995731,26.94,54,27,6.289574794520549e-05,0.00015279769530889207,-5.559520161509818e-08,-164536.56814616174,0.00015277057882378208
fUSD,2026-07-23T20:19:31.876175+00:00,20,3,0.00016812405383561643,0.00015277057882378208,0.00013,0.00019545,34083717.24856626,26.98,91,27,6.545000000000002e-05,0.00015274210010727697,2.8478716505110418e-08,18649.508608952165,0.00015750255436228707
fUSD,2026-07-23T22:13:31.781891+00:00,22,3,0.0001743982376163911,0.00015750255436228707,0.000135,0.00021,28047159.25144924,27.74,31,28,7.500000000000001e-05,0.00015277057882378208,4.731975538504991e-06,-6036557.997117024,0.00015517169640919378
fUSD,2026-07-23T23:11:00.579509+00:00,23,3,0.00018668488593445308,0.00015517169640919378,0.000131,0.00023271780821917807,30868603.72799795,27.54,54,26,0.00010171780821917805,0.00015750255436228707,-2.330857953093294e-06,2821444.4765487127,0.00015275141425394258
fUSD,2026-07-24T00:09:33.066317+00:00,0,4,0.00015317371508547946,0.00015275141425394258,0.00013,0.00018010999999999998,34018028.04545566,27.24,70,27,5.010999999999999e-05,0.00015517169640919378,-2.420282155251197e-06,3149424.3174577057,0.00015280571977138849
fUSD,2026-07-24T03:40:34.995392+00:00,3,4,0.00016310571952023585,0.00015280571977138849,0.00013,0.000189,34030115.51898949,29.14,58,27,5.9000000000000025e-05,0.00015275141425394258,5.4305517445906153e-08,12087.473533831537,0.00015276082152535766
fUSD,2026-07-24T06:38:16.610438+00:00,6,4,0.0001527768823561644,0.00015276082152535766,0.00013,0.00018010999999999998,35351760.533373326,27.44,110,27,5.010999999999999e-05,0.00015280571977138849,-4.489824603082096e-08,1321645.0143838376,0.0001567193931862546
fUSD,2026-07-24T09:32:42.845853+00:00,9,4,0.00015339814624089926,0.0001567193931862546,0.00013202,0.00018010999999999998,29551510.00972534,27.78,59,27,4.808999999999998e-05,0.00015276082152535766,3.958571660896929e-06,-5800250.523647986,0.0001569350276817057
fUSD,2026-07-24T11:55:01.763206+00:00,11,4,0.00016792877125045475,0.0001569350276817057,0.00013202,0.000195,28754452.082801588,27.98,45,27,6.298e-05,0.0001567193931862546,2.156344954511039e-07,-797057.9269237518,0.00015522867753997208
fUSD,2026-07-24T14:09:55.985752+00:00,14,4,0.0001611984604249315,0.00015522867753997208,0.000131,0.00019712,30728689.65718462,27.76,67,27,6.612e-05,0.0001569350276817057,-1.7063501417336141e-06,1974237.5743830316,0.00015762836802538113
fUSD,2026-07-24T15:42:51.418883+00:00,15,4,0.0001520242884183413,0.00015762836802538113,0.00014,0.00018010999999999998,28147856.84342231,27.68,94,49,4.0109999999999994e-05,0.00015522867753997208,2.399690485409045e-06,-2580832.813762311,0.00015767809456151464
fUSD,2026-07-24T17:50:06.284992+00:00,17,4,0.00015250561878490945,0.00015767809456151464,0.00014,0.00018010999999999998,27996561.41019993,27.68,77,42,4.0109999999999994e-05,0.00015762836802538113,4.972653613351382e-08,-151295.43322237954,0.00018837822624049948
fUSD,2026-07-24T19:44:47.669326+00:00,19,4,0.00016423741741603424,0.00018837822624049948,0.00013202,0.00028767123287671236,37478581.07715304,30.44,62,27,0.00015565123287671236,0.00015767809456151464,3.070013167898484e-05,9482019.666953113,0.00019126183677957548
fUSD,2026-07-24T21:19:41.603419+00:00,21,4,0.0002269368483353848,0.00019126183677957548,0.00014001,0.00029699,35552943.31942192,31.6,47,30,0.00015698,0.00018837822624049948,2.883610539075994e-06,-1925637.7577311248,0.00018982613530875854
