market,feature_time,hour,day_of_week,avg_rate,weighted_avg_rate,min_rate,max_rate,total_amount,avg_period,offer_count,demand_count,rate_spread,previous_weighted_avg_rate,rate_change,amount_change,target_next_weighted_avg_rate
fBTC,2026-07-22T09:37:44.853759+00:00,9,2,3.674301873242009e-08,4.1005701700443166e-08,1e-08,4.25e-08,1153.87236833,21.22222222222222,453,2,3.249999999999999e-08,4.109776334683136e-08,-9.206164638819433e-11,26.718138830000044,4.1067729260529676e-08
fBTC,2026-07-22T12:02:30.274536+00:00,12,2,3.90785122435312e-08,4.1067729260529676e-08,1e-08,4.38e-08,1161.11694149,21.037037037037038,464,2,3.38e-08,4.1005701700443166e-08,6.20275600865102e-11,7.244573160000073,4.111841271158528e-08
fBTC,2026-07-22T14:20:36.951916+00:00,14,2,3.924275336945713e-08,4.111841271158528e-08,1e-08,4.48e-08,1162.2504161499999,20.74074074074074,461,2,3.4799999999999994e-08,4.1067729260529676e-08,5.068345105560565e-11,1.1334746599998198,4.101720394387082e-08
fBTC,2026-07-22T16:43:20.706701+00:00,16,2,3.8322835265753426e-08,4.101720394387082e-08,1e-08,4.26e-08,1144.68227515,21.88888888888889,445,2,3.26e-08,4.111841271158528e-08,-1.0120876771446151e-10,-17.56814099999997,4.1033265737216233e-08
fBTC,2026-07-22T18:20:47.882300+00:00,18,2,3.883720907316083e-08,4.1033265737216233e-08,1e-08,4.32e-08,1132.56571745,22.14814814814815,437,2,3.3200000000000006e-08,4.101720394387082e-08,1.6061793345412828e-11,-12.11655769999993,4.1026745715762205e-08
fBTC,2026-07-22T20:20:20.913759+00:00,20,2,3.868579822871639e-08,4.1026745715762205e-08,1e-08,4.24e-08,1135.27540131,22.185185185185187,441,2,3.24e-08,4.1033265737216233e-08,-6.5200214540281934e-12,2.709683860000041,4.099586666577748e-08
fBTC,2026-07-22T22:15:31.177143+00:00,22,2,3.834972071760528e-08,4.099586666577748e-08,1e-08,4.1095890410958903e-08,1115.00169745,22.48148148148148,444,2,3.1095890410958906e-08,4.1026745715762205e-08,-3.087904998472436e-11,-20.27370386000007,4.09886174822659e-08
fBTC,2026-07-22T23:16:01.022272+00:00,23,2,3.833927111760528e-08,4.09886174822659e-08,1e-08,4.1095890410958903e-08,1114.88922781,22.48148148148148,445,2,3.1095890410958906e-08,4.099586666577748e-08,-7.249183511578588e-12,-0.11246963999997206,4.099734863050142e-08
fBTC,2026-07-23T00:13:44.693957+00:00,0,3,3.8298241576458646e-08,4.099734863050142e-08,1e-08,4.1095890410958903e-08,1111.8065382099999,21.333333333333332,443,2,3.1095890410958906e-08,4.09886174822659e-08,8.731148235517651e-12,-3.0826896000000943,4.098760812464888e-08
fBTC,2026-07-23T03:44:04.880855+00:00,3,3,3.653646504231355e-08,4.098760812464888e-08,1e-08,4.1095890410958903e-08,1111.41778467,21.074074074074073,445,2,3.1095890410958906e-08,4.099734863050142e-08,-9.740505852537509e-12,-0.3887535399999251,4.1000015423192005e-08
fBTC,2026-07-23T06:38:52.852046+00:00,6,3,3.85897224361238e-08,4.1000015423192005e-08,1e-08,4.1286e-08,1154.02168717,22.185185185185187,442,2,3.1286000000000006e-08,4.098760812464888e-08,1.2407298543122696e-11,42.603902500000004,4.102757965147464e-08
fBTC,2026-07-23T09:35:20.007114+00:00,9,3,3.883528830279046e-08,4.102757965147464e-08,1e-08,4.3e-08,1147.9376519099999,22.0,444,2,3.3000000000000004e-08,4.1000015423192005e-08,2.7564228282637267e-11,-6.084035260000064,4.101976030483536e-08
fBTC,2026-07-23T12:01:50.199554+00:00,12,3,3.830868196204972e-08,4.101976030483536e-08,1e-08,4.25e-08,1149.27298068,21.88888888888889,454,2,3.249999999999999e-08,4.102757965147464e-08,-7.819346639281265e-12,1.3353287700001601,4.1002791082160604e-08
fBTC,2026-07-23T14:29:08.321989+00:00,14,3,3.81647560361238e-08,4.1002791082160604e-08,1e-08,4.1095890410958903e-08,1144.51822105,22.074074074074073,440,2,3.1095890410958906e-08,4.101976030483536e-08,-1.6969222674757202e-11,-4.7547596300000805,4.100881301493682e-08
