collected_at,market,candle_key,mts,open,close,high,low,volume
2026-09-10T00:47:03.504140+00:00,fUSD,trade:1h:a30:p2:p30,1788998400000,0.00013849,0.00015,0.00015,0.00013849,1662278.36891582
2026-09-10T01:47:03.796503+00:00,fUSD,trade:1h:a30:p2:p30,1789002000000,0.00013915,0.0001345,0.00015,0.0001345,2314790.46796837
2026-09-10T02:47:04.044924+00:00,fUSD,trade:1h:a30:p2:p30,1789005600000,0.00013682,0.00015,0.00024354,0.00013682,6229879.49159016
2026-09-10T03:47:03.762252+00:00,fUSD,trade:1h:a30:p2:p30,1789009200000,0.00014998,0.00010884,0.00024354,0.00010884,8905421.06920973
2026-09-10T04:47:03.484332+00:00,fUSD,trade:1h:a30:p2:p30,1789012800000,0.00014249,0.00015,0.00016,0.00010884,990729.40534683
2026-09-10T05:47:03.391302+00:00,fUSD,trade:1h:a30:p2:p30,1789016400000,0.00014101,0.00014374,0.00015,0.00010884,4025542.48961693
2026-09-10T06:47:03.630838+00:00,fUSD,trade:1h:a30:p2:p30,1789020000000,0.00014203,0.00015,0.0002,0.00013409,2836844.64516012
2026-09-10T07:47:03.456277+00:00,fUSD,trade:1h:a30:p2:p30,1789023600000,0.00014241,0.00014999,0.000201,0.00013579,8305181.17283177
2026-09-10T08:47:04.580066+00:00,fUSD,trade:1h:a30:p2:p30,1789027200000,8.1e-05,0.00015,0.00019799,8.84e-06,2490123.42219746
2026-09-10T09:47:03.693213+00:00,fUSD,trade:1h:a30:p2:p30,1789030800000,0.00014352,0.00015,0.00023355,8.84e-06,3782005.31553814
2026-09-10T10:47:04.244923+00:00,fUSD,trade:1h:a30:p2:p30,1789034400000,7.945e-05,0.00015,0.0002,8.84e-06,891207.26135895
2026-09-10T11:47:03.690178+00:00,fUSD,trade:1h:a30:p2:p30,1789038000000,7.945e-05,0.0001425,0.00024,7.397e-05,2354538.00722681
2026-09-10T12:47:04.229168+00:00,fUSD,trade:1h:a30:p2:p30,1789041600000,0.00014998,0.00010959,0.00025912,0.00010959,2525601.24896055
2026-09-10T13:47:04.541230+00:00,fUSD,trade:1h:a30:p2:p30,1789045200000,0.00014999,0.00010959,0.0002671,0.00010959,2049560.62333174
2026-09-10T14:47:03.984140+00:00,fUSD,trade:1h:a30:p2:p30,1789048800000,0.00020941,0.00021406,0.00030843,7.945e-05,53268990.24775619
2026-09-10T15:47:04.222724+00:00,fUSD,trade:1h:a30:p2:p30,1789052400000,0.00022516,0.0001274,0.00027,0.00010843,8346752.93083945
2026-09-10T16:47:03.715822+00:00,fUSD,trade:1h:a30:p2:p30,1789056000000,0.000147,0.00014247,0.00030861,0.0001,27296440.24010109
2026-09-10T17:47:03.930219+00:00,fUSD,trade:1h:a30:p2:p30,1789059600000,0.00014999,0.00014999,0.00027,0.0001087,8376512.49606775
2026-09-10T18:47:03.872695+00:00,fUSD,trade:1h:a30:p2:p30,1789063200000,0.00014899,0.00014288,0.0002278,0.0001087,2841467.01712893
2026-09-10T19:47:03.856901+00:00,fUSD,trade:1h:a30:p2:p30,1789066800000,0.0001408,0.00015,0.00022778,0.0001087,2968504.33990461
2026-09-10T20:47:04.073086+00:00,fUSD,trade:1h:a30:p2:p30,1789070400000,0.00015188,0.00019111,0.00025,0.000149,4234043.3467664905
2026-09-10T21:47:03.447587+00:00,fUSD,trade:1h:a30:p2:p30,1789074000000,0.00014249,0.00015,0.00025229,0.000139,2203160.38180452
2026-09-10T22:47:03.997194+00:00,fUSD,trade:1h:a30:p2:p30,1789077600000,0.00014165,0.00023,0.00025804,0.000134,1943521.01613496
2026-09-10T23:47:03.563260+00:00,fUSD,trade:1h:a30:p2:p30,1789081200000,0.0001423,0.00012863,0.00026389,0.00012863,3088148.57230905
