collected_at,market,candle_key,mts,open,close,high,low,volume
2026-08-18T00:47:02.552099+00:00,fUSD,trade:1h:a30:p2:p30,1787011200000,0.00012566,0.00018193,0.0002,9.542e-05,321098.64935618
2026-08-18T01:47:02.202397+00:00,fUSD,trade:1h:a30:p2:p30,1787014800000,0.000124,0.000196,0.0002,0.00012381,683022.18845367
2026-08-18T02:47:02.838750+00:00,fUSD,trade:1h:a30:p2:p30,1787018400000,0.00013264,0.00015249,0.00021968,0.00013264,2340253.0047599003
2026-08-18T03:47:03.093711+00:00,fUSD,trade:1h:a30:p2:p30,1787022000000,0.00014994,0.0001935,0.0002077,0.00014994,883574.95593951
2026-08-18T04:47:02.841664+00:00,fUSD,trade:1h:a30:p2:p30,1787025600000,0.00016438,0.00020357,0.00020861,0.00016438,584790.97294744
2026-08-18T05:47:04.251619+00:00,fUSD,trade:1h:a30:p2:p30,1787029200000,0.000157,0.00018,0.00021891,0.000157,2139500.72107434
2026-08-18T06:47:02.970336+00:00,fUSD,trade:1h:a30:p2:p30,1787032800000,0.00018,0.00013907,0.000219,0.00013907,832217.02079308
2026-08-18T07:47:02.776119+00:00,fUSD,trade:1h:a30:p2:p30,1787036400000,0.00018,0.00014994,0.00021888,8e-05,474316.23922231
2026-08-18T08:47:02.350015+00:00,fUSD,trade:1h:a30:p2:p30,1787040000000,0.00012123,0.00010959,0.00021,8e-05,372570.57889393
2026-08-18T09:47:02.096006+00:00,fUSD,trade:1h:a30:p2:p30,1787043600000,0.00017982,0.00015,0.00021891,0.00014994,846772.61006711
2026-08-18T10:47:03.387695+00:00,fUSD,trade:1h:a30:p2:p30,1787047200000,0.00014275,0.000148,0.00021649,0.00013389,13405389.79332935
2026-08-18T11:47:02.768628+00:00,fUSD,trade:1h:a30:p2:p30,1787050800000,0.00014899,0.00013488,0.00021,8e-05,845616.59974864
2026-08-18T12:47:11.986046+00:00,fUSD,trade:1h:a30:p2:p30,1787054400000,0.00012099,0.00010959,0.00015,0.00010959,491394.41396469
2026-08-18T13:47:15.685620+00:00,fUSD,trade:1h:a30:p2:p30,1787058000000,0.00014,0.00013958,0.00015,0.0001,656497.1102195
2026-08-18T14:47:12.255055+00:00,fUSD,trade:1h:a30:p2:p30,1787061600000,0.00013488,0.00014899,0.00032143,0.00010959,60294279.26139435
2026-08-18T14:52:41.835831+00:00,fUSD,trade:1h:a30:p2:p30,1787061600000,0.00013488,0.00015,0.00032143,0.00010959,60800335.289898396
2026-08-18T15:47:09.931733+00:00,fUSD,trade:1h:a30:p2:p30,1787065200000,0.00013936,0.00013889,0.00015,0.0001327,685384.53068778
2026-08-18T16:47:19.090076+00:00,fUSD,trade:1h:a30:p2:p30,1787068800000,0.00013986,0.000206,0.00025,0.00010959,3146032.5767701
2026-08-18T17:47:08.753214+00:00,fUSD,trade:1h:a30:p2:p30,1787072400000,0.00013128,0.0002,0.00025,0.00013128,3692259.30846414
2026-08-18T18:47:11.465375+00:00,fUSD,trade:1h:a30:p2:p30,1787076000000,0.00014011,0.00014099,0.00024998,0.00013699,4877571.67746153
2026-08-18T19:47:08.384198+00:00,fUSD,trade:1h:a30:p2:p30,1787079600000,0.00014196,0.00021918,0.000255,0.00013903,4197312.89252106
2026-08-18T20:47:03.004458+00:00,fUSD,trade:1h:a30:p2:p30,1787083200000,0.00020413,0.00017724,0.00027299,8e-05,4558844.77807805
2026-08-18T21:47:03.047659+00:00,fUSD,trade:1h:a30:p2:p30,1787086800000,0.000213,0.0001499,0.00035,0.00013488,10532993.17160804
2026-08-18T22:47:03.128929+00:00,fUSD,trade:1h:a30:p2:p30,1787090400000,0.00013914,0.00014794,0.00015,9.364e-05,1341704.85369767
2026-08-18T23:47:03.166356+00:00,fUSD,trade:1h:a30:p2:p30,1787094000000,0.0001386,9.37e-05,0.00015,9.37e-05,918795.47171256
