collected_at,market,frr,bid,bid_period,bid_size,ask,ask_period,ask_size,daily_change,daily_change_perc,last_price,volume,high,low,first_trade,frr_amount_available
2026-09-05T00:47:03.742555+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,665.81602,1e-08,0.0001,3e-08,340.72664393,3e-08,1e-08,1469734183000,501.25798741
2026-09-05T01:47:03.624788+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,911.86487658,-1e-08,-0.0001,2e-08,340.94959884,3e-08,1e-08,1469734183000,501.25180195
2026-09-05T02:47:03.526661+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,15,660.46937898,1e-08,0.0001,3e-08,340.20018443000004,3e-08,1e-08,1469734183000,500.87278223
2026-09-05T03:47:03.387168+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,15,667.43412708,1e-08,0.0001,3e-08,340.30429259,3e-08,1e-08,1469734183000,501.21988083
2026-09-05T04:47:03.761633+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,5,903.5007063,1e-08,0.0001,2e-08,343.19970339,3e-08,1e-08,1469734183000,496.428505
2026-09-05T05:47:03.747956+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,5,926.49902048,0,0,2e-08,342.93894592000004,3e-08,1e-08,1469734183000,495.83745776
2026-09-05T06:47:04.121368+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,5,926.49902048,0,0,2e-08,342.93894592000004,3e-08,1e-08,1469734183000,495.83745776
2026-09-05T07:47:03.560719+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2.7397260273972602e-08,120,654.26983381,0,0,2e-08,316.53097259000003,3e-08,1e-08,1469734183000,485.16303936
2026-09-05T08:47:03.667572+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,15,874.07769614,1e-08,0.0001,3e-08,331.4398403,3e-08,1e-08,1469734183000,466.2612587
2026-09-05T09:47:03.743148+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,5,635.23132672,0,0,2e-08,331.54044035000004,3e-08,1e-08,1469734183000,466.53516474
2026-09-05T10:47:03.271443+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2.7397260273972602e-08,30,634.92424363,0,0,2e-08,332.13191998,3e-08,1e-08,1469734183000,466.32187299
2026-09-05T11:47:04.010206+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,888.6926795,1e-08,0.0001,3e-08,332.40116969,3e-08,1e-08,1469734183000,466.8443236
2026-09-05T12:47:04.497916+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,15,652.09652369,0,0,3e-08,332.86941016000003,3e-08,1e-08,1469734183000,466.5147364
2026-09-05T13:47:03.885281+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,15,621.36210313,2e-08,0.0002,3e-08,87.76753915,3e-08,1e-08,1469734183000,453.70806573
2026-09-05T14:47:04.123739+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,2,628.06817147,0,0,2e-08,84.96074342,3e-08,1e-08,1469734183000,453.60806673
2026-09-05T15:47:04.246917+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,619.9100289,0,0,2e-08,84.53879288,3e-08,1e-08,1469734183000,453.60806673
2026-09-05T16:47:03.924394+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,623.06458953,0,0,3e-08,84.20262708,3e-08,1e-08,1469734183000,451.16786569
2026-09-05T17:47:03.321313+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,2,622.84571596,-1e-08,-0.0001,2e-08,82.45840688,3e-08,1e-08,1469734183000,454.63599385
2026-09-05T18:47:04.223451+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,622.67949465,-1e-08,-0.0001,2e-08,93.58818291,3e-08,1e-08,1469734183000,454.6661623
2026-09-05T19:47:03.787883+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2.7397260273972602e-08,2,638.13072205,0,0,3e-08,95.85609505000001,3e-08,1e-08,1469734183000,456.8369229
2026-09-05T20:47:03.565117+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,624.06802038,-1e-08,-0.0001,2e-08,97.63331165,3e-08,1e-08,1469734183000,457.19148557
2026-09-05T21:47:03.954790+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,1e-08,15,633.34346404,1e-08,0.0001,3e-08,94.82580006,3e-08,1e-08,1469734183000,455.56263858
2026-09-05T22:47:03.738557+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,637.27196386,2e-08,0.0002,3e-08,64.00073446,3e-08,1e-08,1469734183000,455.56263858
2026-09-05T23:47:03.321428+00:00,fBTC,2.7397260273972602e-08,2e-08,100,0.8076823,2e-08,2,631.52864872,2e-08,0.0002,3e-08,65.22386328,3e-08,1e-08,1469734183000,454.36302407
