collected_at,market,bid,ask,daily_change,daily_change_perc,last_price,volume,high,low,first_trade
2026-08-19T00:47:03.045803+00:00,tBTCUSD,64607,64616,191,0.0029651,64607,279.01455502,65080,64040,1358182043000
2026-08-19T01:47:03.004157+00:00,tBTCUSD,64467,64471,166,0.00258157,64468,264.50586494,65080,64040,1358182043000
2026-08-19T02:47:03.185298+00:00,tBTCUSD,64469,64473,309,0.00481578,64473,252.34666028,65080,64040,1358182043000
2026-08-19T03:47:03.084630+00:00,tBTCUSD,64415,64421,215,0.0033487,64419,257.36610254,65080,64050,1358182043000
2026-08-19T04:47:02.692153+00:00,tBTCUSD,64424,64433,116,0.00180382,64424,255.69537342,65080,64050,1358182043000
2026-08-19T05:47:03.413281+00:00,tBTCUSD,64352,64356,42,0.00065306,64355,259.65117295,65080,64050,1358182043000
2026-08-19T06:38:38.223362+00:00,tBTCUSD,64324,64327,-131,-0.00203214,64333,259.25161447,65080,64050,1358182043000
2026-08-19T07:13:21.370550+00:00,tBTCUSD,64396,64406,14,0.00021744,64401,263.48669878,65080,64050,1358182043000
2026-08-19T07:47:03.690025+00:00,tBTCUSD,64404,64411,173,0.00269336,64405,259.10146128,65080,64050,1358182043000
2026-08-19T08:47:03.775045+00:00,tBTCUSD,64492,64498,196,0.00304816,64497,268.02598824,65080,64050,1358182043000
2026-08-19T09:47:03.451593+00:00,tBTCUSD,64395,64403,166,0.0025845,64395,290.64480948,65080,64050,1358182043000
2026-08-19T10:47:03.656591+00:00,tBTCUSD,64430,64437,77,0.00119641,64436,289.90502164,65080,64050,1358182043000
2026-08-19T11:47:02.603566+00:00,tBTCUSD,64511,64521,142,0.00220572,64520,289.58264997,65080,64050,1358182043000
2026-08-19T12:47:03.301334+00:00,tBTCUSD,64961,64968,727,0.01131711,64966,305.60828587,65080,64050,1358182043000
2026-08-19T13:47:04.564238+00:00,tBTCUSD,65139,65140,754,0.0117088,65150,343.06485475,65250,64204,1358182043000
2026-08-19T14:47:04.235739+00:00,tBTCUSD,65542,65543,717,0.01105918,65550,337.06285308,65555,64204,1358182043000
2026-08-19T15:47:03.115704+00:00,tBTCUSD,68517,68521,3620,0.05576094,68540,670.84706996,69930,64204,1358182043000
2026-08-19T16:47:03.352065+00:00,tBTCUSD,68683,68684,3815,0.05881083,68684,749.5932309,69930,64204,1358182043000
2026-08-19T17:47:04.016012+00:00,tBTCUSD,68159,68166,3381,0.05218478,68170,853.41068901,69930,64204,1358182043000
2026-08-19T18:47:03.643432+00:00,tBTCUSD,68459,68479,3661,0.05648471,68475,877.42816646,69930,64204,1358182043000
2026-08-19T19:47:04.202125+00:00,tBTCUSD,68416,68419,3720,0.05749436,68422,891.19859704,69930,64204,1358182043000
2026-08-19T20:47:03.092987+00:00,tBTCUSD,68669,68675,3970,0.06136202,68668,904.32342201,69930,64204,1358182043000
2026-08-19T21:47:03.507447+00:00,tBTCUSD,69930,69961,5279,0.08163108,69948,1076.22861566,69975,64204,1358182043000
2026-08-19T22:47:04.035979+00:00,tBTCUSD,69250,69254,4507,0.06958361,69278,1111.02431158,70089,64204,1358182043000
2026-08-19T23:47:03.353163+00:00,tBTCUSD,69279,69283,4492,0.06932955,69284,1131.24228274,70089,64204,1358182043000
