collected_at,market,candle_key,mts,open,close,high,low,volume
2026-09-18T00:47:02.697339+00:00,fETH,trade:1h:a30:p2:p30,1789689600000,1.58e-05,2.5e-05,2.5e-05,1.58e-05,2.699
2026-09-18T01:47:03.212136+00:00,fETH,trade:1h:a30:p2:p30,1789693200000,2.5e-05,1e-05,2.5e-05,2e-07,10.50203636
2026-09-18T02:47:03.206137+00:00,fETH,trade:1h:a30:p2:p30,1789696800000,2e-07,1e-05,1.2e-05,2e-07,6.66341655
2026-09-18T03:47:03.135116+00:00,fETH,trade:1h:a30:p2:p30,1789700400000,1e-05,3.01e-06,2.998e-05,2e-07,222.27903447
2026-09-18T04:47:02.924074+00:00,fETH,trade:1h:a30:p2:p30,1789704000000,1.58e-05,2e-07,0.00029,2e-07,1745.33464076
2026-09-18T05:47:03.184608+00:00,fETH,trade:1h:a30:p2:p30,1789707600000,5.249e-05,3.01e-06,5.249e-05,2e-07,140.41165304
2026-09-18T06:47:02.767099+00:00,fETH,trade:1h:a30:p2:p30,1789711200000,1.58e-05,5.479e-05,5.479e-05,6e-06,454.043189
2026-09-18T07:47:03.248624+00:00,fETH,trade:1h:a30:p2:p30,1789714800000,5.478e-05,5.478e-05,5.478e-05,2e-07,3.95838065
2026-09-18T08:47:02.927236+00:00,fETH,trade:1h:a30:p2:p30,1789718400000,2.998e-05,6e-06,2.998e-05,2e-07,1.2964790700000002
2026-09-18T09:47:03.675288+00:00,fETH,trade:1h:a30:p2:p30,1789722000000,4e-05,5e-05,5e-05,2e-07,1.76428038
2026-09-18T10:47:03.215646+00:00,fETH,trade:1h:a30:p2:p30,1789725600000,2.998e-05,2.998e-05,2.998e-05,2.998e-05,1.9822152499999999
2026-09-18T11:47:03.333247+00:00,fETH,trade:1h:a30:p2:p30,1789729200000,2.998e-05,2.998e-05,2.998e-05,2.998e-05,0.12006557
2026-09-18T12:47:02.728141+00:00,fETH,trade:1h:a30:p2:p30,1789732800000,2.997e-05,2.998e-05,2.998e-05,2.997e-05,3.65651986
2026-09-18T13:47:03.134947+00:00,fETH,trade:1h:a30:p2:p30,1789736400000,2.998e-05,2.998e-05,2.998e-05,2.998e-05,1.48189386
2026-09-18T14:47:03.307078+00:00,fETH,trade:1h:a30:p2:p30,1789740000000,2.998e-05,2.998e-05,2.998e-05,2e-05,8.5
2026-09-18T15:47:03.385025+00:00,fETH,trade:1h:a30:p2:p30,1789743600000,1.58e-05,3e-05,3e-05,1.58e-05,8.81510793
2026-09-18T16:47:03.519914+00:00,fETH,trade:1h:a30:p2:p30,1789747200000,2.998e-05,0.00015,0.00015,6e-06,1557.39840966
2026-09-18T17:47:03.723992+00:00,fETH,trade:1h:a30:p2:p30,1789750800000,0.00024682,0.00028411,0.00028425,0.0001823,2164.09559946
2026-09-18T18:47:03.542153+00:00,fETH,trade:1h:a30:p2:p30,1789754400000,2.997e-05,2.998e-05,2.998e-05,2.997e-05,2.57832849
2026-09-18T19:47:03.757699+00:00,fETH,trade:1h:a30:p2:p30,1789758000000,5.25e-05,5.25e-05,5.25e-05,5.25e-05,16.645261259999998
2026-09-18T20:47:03.275113+00:00,fETH,trade:1h:a30:p2:p30,1789761600000,2.998e-05,2.998e-05,2.998e-05,2.998e-05,7.02105291
2026-09-18T21:47:03.250610+00:00,fETH,trade:1h:a30:p2:p30,1789765200000,5.25e-05,5.479e-05,5.479e-05,2e-07,19.45130296
2026-09-18T22:47:03.497887+00:00,fETH,trade:1h:a30:p2:p30,1789768800000,8e-05,2e-07,8e-05,2e-07,2.50727446
2026-09-18T23:47:03.220972+00:00,fETH,trade:1h:a30:p2:p30,1789772400000,2.91e-05,2.998e-05,8e-05,2e-07,10.69023795
