collected_at,market,mts,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,payload_json
2026-09-07T00:47:03.374739+00:00,fUSD,1788739500000,8.5e-07,76.25,5892791933.25875,5852949393.362405,892827907.8524392,"[1788739500000, null, null, 8.5e-07, 76.25, null, null, 5892791933.25875, 5852949393.362405, null, null, 892827907.8524392, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T01:47:03.947532+00:00,fUSD,1788743100000,8.5e-07,76.71,5893069184.818213,5853297149.616931,898005036.8622397,"[1788743100000, null, null, 8.5e-07, 76.71, null, null, 5893069184.818213, 5853297149.616931, null, null, 898005036.8622397, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T02:47:03.750284+00:00,fUSD,1788746700000,8.5e-07,76.58,5892555126.423604,5852682703.0220175,896800295.3657967,"[1788746700000, null, null, 8.5e-07, 76.58, null, null, 5892555126.423604, 5852682703.0220175, null, null, 896800295.3657967, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T03:47:03.590255+00:00,fUSD,1788750300000,8.5e-07,76.38,5894814015.323933,5851488118.073367,896536432.8988563,"[1788750300000, null, null, 8.5e-07, 76.38, null, null, 5894814015.323933, 5851488118.073367, null, null, 896536432.8988563, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T04:47:03.591496+00:00,fUSD,1788753900000,8.5e-07,76.45,5893326959.942136,5853397105.716023,897118465.224623,"[1788753900000, null, null, 8.5e-07, 76.45, null, null, 5893326959.942136, 5853397105.716023, null, null, 897118465.224623, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T05:47:04.565774+00:00,fUSD,1788757500000,8.5e-07,76.94,5888764985.731897,5848784904.597028,903502594.236979,"[1788757500000, null, null, 8.5e-07, 76.94, null, null, 5888764985.731897, 5848784904.597028, null, null, 903502594.236979, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T06:47:03.619365+00:00,fUSD,1788761100000,8.5e-07,76.66,5887677621.332422,5848411616.185876,902106505.226701,"[1788761100000, null, null, 8.5e-07, 76.66, null, null, 5887677621.332422, 5848411616.185876, null, null, 902106505.226701, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T07:47:04.051523+00:00,fUSD,1788764700000,8.5e-07,77.12,5883986648.308301,5842554991.138181,883895055.8845602,"[1788764700000, null, null, 8.5e-07, 77.12, null, null, 5883986648.308301, 5842554991.138181, null, null, 883895055.8845602, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T08:47:04.155936+00:00,fUSD,1788768300000,8.5e-07,76.95,5881722342.272787,5842855252.322303,885359122.4347335,"[1788768300000, null, null, 8.5e-07, 76.95, null, null, 5881722342.272787, 5842855252.322303, null, null, 885359122.4347335, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T09:47:04.449016+00:00,fUSD,1788771900000,8.5e-07,76.65,5880298813.848069,5841353891.706417,890665249.8600492,"[1788771900000, null, null, 8.5e-07, 76.65, null, null, 5880298813.848069, 5841353891.706417, null, null, 890665249.8600492, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T10:47:04.045883+00:00,fUSD,1788775500000,8.5e-07,76.82,5876960262.906427,5838267475.879005,893652935.1109221,"[1788775500000, null, null, 8.5e-07, 76.82, null, null, 5876960262.906427, 5838267475.879005, null, null, 893652935.1109221, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T11:47:04.363176+00:00,fUSD,1788779100000,8.5e-07,76.73,5879098677.658694,5840654563.31999,893917913.5276123,"[1788779100000, null, null, 8.5e-07, 76.73, null, null, 5879098677.658694, 5840654563.31999, null, null, 893917913.5276123, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T12:47:03.801333+00:00,fUSD,1788782700000,8.5e-07,76.68,5879892043.068506,5840884629.686756,895843952.2140361,"[1788782700000, null, null, 8.5e-07, 76.68, null, null, 5879892043.068506, 5840884629.686756, null, null, 895843952.2140361, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T13:47:05.058450+00:00,fUSD,1788786300000,8.5e-07,77.07,5874137712.367155,5835123863.626499,897176212.3406075,"[1788786300000, null, null, 8.5e-07, 77.07, null, null, 5874137712.367155, 5835123863.626499, null, null, 897176212.3406075, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T14:47:03.865686+00:00,fUSD,1788789900000,8.5e-07,77.05,5866444268.357112,5827431641.193529,899880302.0342544,"[1788789900000, null, null, 8.5e-07, 77.05, null, null, 5866444268.357112, 5827431641.193529, null, null, 899880302.0342544, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T15:47:03.888817+00:00,fUSD,1788793500000,8.5e-07,76.96,5863230700.990113,5825152586.115953,904108475.795485,"[1788793500000, null, null, 8.5e-07, 76.96, null, null, 5863230700.990113, 5825152586.115953, null, null, 904108475.795485, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T16:47:04.246053+00:00,fUSD,1788797100000,8.5e-07,76.89,5864705161.467183,5826375563.651547,888284766.604994,"[1788797100000, null, null, 8.5e-07, 76.89, null, null, 5864705161.467183, 5826375563.651547, null, null, 888284766.604994, null, null, null, null, null, null, null, null, null, null, null, null]"
2026-09-07T17:47:04.855923+00:00,fUSD,1788800700000,8.5e-07,76.74,5863526038.708616,5827743482.035683,889755513.7152365,"[1788800700000, null, null, 8.5e-07, 76.74, null, null, 5863526038.708616, 5827743482.035683, null, null, 889755513.7152365, null, null, null, null, null, null, null, null, null, null, null, null]"
