collected_at,market,candle_key,mts,open,close,high,low,volume
2026-08-24T00:47:03.528702+00:00,fUST,trade:1h:a30:p2:p30,1787529600000,0.00014907,0.00017233,0.00018888,0.000125,674722.11562158
2026-08-24T01:47:03.599518+00:00,fUST,trade:1h:a30:p2:p30,1787533200000,0.00016,0.00018322,0.00018322,7.6e-05,538215.89441088
2026-08-24T02:37:20.869110+00:00,fUST,trade:1h:a30:p2:p30,1787536800000,0.000152,0.00015524,0.00016,7.6e-05,58063.56456091
2026-08-24T02:40:01.402018+00:00,fUST,trade:1h:a30:p2:p30,1787536800000,0.000152,0.00015524,0.00016,7.6e-05,58063.56456091
2026-08-24T02:47:04.272874+00:00,fUST,trade:1h:a30:p2:p30,1787536800000,0.000152,0.00015524,0.00016,7.6e-05,58063.56456091
2026-08-24T03:47:03.009747+00:00,fUST,trade:1h:a30:p2:p30,1787540400000,0.000124,0.0001701,0.00017653,7.6e-05,361744.24706293
2026-08-24T04:47:02.999368+00:00,fUST,trade:1h:a30:p2:p30,1787544000000,0.00013887,0.0001,0.00014748,0.0001,26958.81390873
2026-08-24T05:47:02.812693+00:00,fUST,trade:1h:a30:p2:p30,1787547600000,0.00012013,0.000135,0.00016942,0.00012013,644758.97747576
2026-08-24T06:47:02.775570+00:00,fUST,trade:1h:a30:p2:p30,1787551200000,0.00011086,0.000144,0.00016282,0.00011086,365728.58998317
2026-08-24T07:47:02.764769+00:00,fUST,trade:1h:a30:p2:p30,1787554800000,0.00014443,0.00015346,0.00017777,0.000125,1075758.94997653
2026-08-24T08:47:02.692884+00:00,fUST,trade:1h:a30:p2:p30,1787558400000,0.00013698,0.00013999,0.00015944,5e-06,248414.90536868
2026-08-24T09:47:03.148074+00:00,fUST,trade:1h:a30:p2:p30,1787562000000,0.00015013,0.00015487,0.00016288,0.0001,168116.93486803
2026-08-24T10:47:03.304606+00:00,fUST,trade:1h:a30:p2:p30,1787565600000,0.00014161,0.00013821,0.00016552,7.6e-05,643796.37245407
2026-08-24T11:47:03.545861+00:00,fUST,trade:1h:a30:p2:p30,1787569200000,0.00012284,0.00013698,0.00019099,7.6e-05,1699208.00098158
2026-08-24T12:47:02.988332+00:00,fUST,trade:1h:a30:p2:p30,1787572800000,0.00013972,0.00011208,0.00018888,0.00011009,1227242.71766829
2026-08-24T13:47:03.060953+00:00,fUST,trade:1h:a30:p2:p30,1787576400000,0.00010872,0.00011086,0.0002,7.6e-05,5260409.27205964
2026-08-24T14:47:09.840776+00:00,fUST,trade:1h:a30:p2:p30,1787580000000,0.00014454,0.00010955,0.00016415,7.6e-05,318877.75943097
2026-08-24T15:47:02.836443+00:00,fUST,trade:1h:a30:p2:p30,1787583600000,0.000112,0.00011086,0.00017316,7.6e-05,830628.81961864
2026-08-24T16:47:02.779457+00:00,fUST,trade:1h:a30:p2:p30,1787587200000,0.00011583,0.00011086,0.00017327,7.6e-05,455270.07334127
2026-08-24T17:47:03.114225+00:00,fUST,trade:1h:a30:p2:p30,1787590800000,0.00011086,0.00017764,0.00017764,7.6e-05,745361.46652728
2026-08-24T18:47:03.184535+00:00,fUST,trade:1h:a30:p2:p30,1787594400000,0.00015639,0.00014767,0.00017476,0.00012661,500561.93755735003
2026-08-24T19:47:02.886903+00:00,fUST,trade:1h:a30:p2:p30,1787598000000,0.00015006,0.00016349,0.0001635,0.00011678,162090.88034146
2026-08-24T20:47:02.803384+00:00,fUST,trade:1h:a30:p2:p30,1787601600000,0.00012409,0.00012036,0.00017306,7.6e-05,584479.8230898
2026-08-24T21:47:03.706225+00:00,fUST,trade:1h:a30:p2:p30,1787605200000,0.00014957,0.0001,0.0001601,0.0001,143370.81975265002
2026-08-24T22:47:02.846310+00:00,fUST,trade:1h:a30:p2:p30,1787608800000,0.00014073,0.00014603,0.00016666,0.0001,187329.06072541
2026-08-24T23:47:03.326029+00:00,fUST,trade:1h:a30:p2:p30,1787612400000,0.0001501,0.00014268,0.00016415,7.6e-05,139506.48980456
